"","Concept","ID","Question","ChoiceNumber"
"4015","Donald Trump","20","Richard Nixon Abraham Lincoln",0
"4016","Donald Trump","20","Richard Nixon Barack Obama",0
"4017","Donald Trump","20","Richard Nixon Bernie Sanders",0
"4018","Donald Trump","20","Richard Nixon Elizabeth Warren",0
"4019","Donald Trump","20","Richard Nixon George W. Bush",0
"4020","Donald Trump","20","Richard Nixon Hillary Clinton",0
"4021","Donald Trump","20","Richard Nixon Joe Biden",0
"4022","Donald Trump","20","Richard Nixon Ronald Reagan",0
"4023","Donald Trump","20","Ronald Reagan Abraham Lincoln",0
"4024","Donald Trump","20","Ronald Reagan Barack Obama",0
"4025","Donald Trump","20","Ronald Reagan Bernie Sanders",0
"4026","Donald Trump","20","Ronald Reagan Elizabeth Warren",0
"4027","Donald Trump","20","Ronald Reagan George W. Bush",1
"4028","Donald Trump","20","Ronald Reagan Hillary Clinton",0
"4029","Donald Trump","20","Ronald Reagan Joe Biden",0
"4030","Donald Trump","20","Ronald Reagan Richard Nixon",1
"4031","Abraham Lincoln","21","Barack Obama Bernie Sanders",0
"4032","Abraham Lincoln","21","Barack Obama Donald Trump",0
"4033","Abraham Lincoln","21","Barack Obama Elizabeth Warren",0
"4034","Abraham Lincoln","21","Barack Obama George W. Bush",0
"4035","Abraham Lincoln","21","Barack Obama Hillary Clinton",0
"4036","Abraham Lincoln","21","Barack Obama Joe Biden",0
"4037","Abraham Lincoln","21","Barack Obama Richard Nixon",0
"4038","Abraham Lincoln","21","Barack Obama Ronald Reagan",0
"4039","Abraham Lincoln","21","Bernie Sanders Barack Obama",1
"4040","Abraham Lincoln","21","Bernie Sanders Donald Trump",0
"4041","Abraham Lincoln","21","Bernie Sanders Elizabeth Warren",0
"4042","Abraham Lincoln","21","Bernie Sanders George W. Bush",0
"4043","Abraham Lincoln","21","Bernie Sanders Hillary Clinton",0
"4044","Abraham Lincoln","21","Bernie Sanders Joe Biden",0
"4045","Abraham Lincoln","21","Bernie Sanders Richard Nixon",0
"4046","Abraham Lincoln","21","Bernie Sanders Ronald Reagan",0
"4047","Abraham Lincoln","21","Donald Trump Barack Obama",1
"4048","Abraham Lincoln","21","Donald Trump Bernie Sanders",1
"4049","Abraham Lincoln","21","Donald Trump Elizabeth Warren",1
"4050","Abraham Lincoln","21","Donald Trump George W. Bush",0
"4051","Abraham Lincoln","21","Donald Trump Hillary Clinton",0
"4052","Abraham Lincoln","21","Donald Trump Joe Biden",1
"4053","Abraham Lincoln","21","Donald Trump Richard Nixon",0
"4054","Abraham Lincoln","21","Donald Trump Ronald Reagan",1
"4055","Abraham Lincoln","21","Elizabeth Warren Barack Obama",1
"4056","Abraham Lincoln","21","Elizabeth Warren Bernie Sanders",1
"4057","Abraham Lincoln","21","Elizabeth Warren Donald Trump",0
"4058","Abraham Lincoln","21","Elizabeth Warren George W. Bush",0
"4059","Abraham Lincoln","21","Elizabeth Warren Hillary Clinton",0
"4060","Abraham Lincoln","21","Elizabeth Warren Joe Biden",1
"4061","Abraham Lincoln","21","Elizabeth Warren Richard Nixon",0
"4062","Abraham Lincoln","21","Elizabeth Warren Ronald Reagan",1
"4063","Abraham Lincoln","21","George W. Bush Barack Obama",1
"4064","Abraham Lincoln","21","George W. Bush Bernie Sanders",1
"4065","Abraham Lincoln","21","George W. Bush Donald Trump",1
"4066","Abraham Lincoln","21","George W. Bush Elizabeth Warren",1
"4067","Abraham Lincoln","21","George W. Bush Hillary Clinton",1
"4068","Abraham Lincoln","21","George W. Bush Joe Biden",1
"4069","Abraham Lincoln","21","George W. Bush Richard Nixon",1
"4070","Abraham Lincoln","21","George W. Bush Ronald Reagan",1
"4071","Abraham Lincoln","21","Hillary Clinton Barack Obama",1
"4072","Abraham Lincoln","21","Hillary Clinton Bernie Sanders",1
"4073","Abraham Lincoln","21","Hillary Clinton Donald Trump",0
"4074","Abraham Lincoln","21","Hillary Clinton Elizabeth Warren",0
"4075","Abraham Lincoln","21","Hillary Clinton George W. Bush",0
"4076","Abraham Lincoln","21","Hillary Clinton Joe Biden",1
"4077","Abraham Lincoln","21","Hillary Clinton Richard Nixon",0
"4078","Abraham Lincoln","21","Hillary Clinton Ronald Reagan",0
"4079","Abraham Lincoln","21","Joe Biden Barack Obama",1
"4080","Abraham Lincoln","21","Joe Biden Bernie Sanders",0
"4081","Abraham Lincoln","21","Joe Biden Donald Trump",0
"4082","Abraham Lincoln","21","Joe Biden Elizabeth Warren",0
"4083","Abraham Lincoln","21","Joe Biden George W. Bush",0
"4084","Abraham Lincoln","21","Joe Biden Hillary Clinton",0
"4085","Abraham Lincoln","21","Joe Biden Richard Nixon",0
"4086","Abraham Lincoln","21","Joe Biden Ronald Reagan",0
"4087","Abraham Lincoln","21","Richard Nixon Barack Obama",1
"4088","Abraham Lincoln","21","Richard Nixon Bernie Sanders",1
"4089","Abraham Lincoln","21","Richard Nixon Donald Trump",0
"4090","Abraham Lincoln","21","Richard Nixon Elizabeth Warren",1
"4091","Abraham Lincoln","21","Richard Nixon George W. Bush",0
"4092","Abraham Lincoln","21","Richard Nixon Hillary Clinton",0
"4093","Abraham Lincoln","21","Richard Nixon Joe Biden",0
"4094","Abraham Lincoln","21","Richard Nixon Ronald Reagan",0
"4095","Abraham Lincoln","21","Ronald Reagan Barack Obama",1
"4096","Abraham Lincoln","21","Ronald Reagan Bernie Sanders",1
"4097","Abraham Lincoln","21","Ronald Reagan Donald Trump",0
"4098","Abraham Lincoln","21","Ronald Reagan Elizabeth Warren",0
"4099","Abraham Lincoln","21","Ronald Reagan George W. Bush",0
"4100","Abraham Lincoln","21","Ronald Reagan Hillary Clinton",0
"4101","Abraham Lincoln","21","Ronald Reagan Joe Biden",0
"4102","Abraham Lincoln","21","Ronald Reagan Richard Nixon",0
"4103","Barack Obama","21","Abraham Lincoln Bernie Sanders",1
"4104","Barack Obama","21","Abraham Lincoln Donald Trump",0
"4105","Barack Obama","21","Abraham Lincoln Elizabeth Warren",0
"4106","Barack Obama","21","Abraham Lincoln George W. Bush",0
"4107","Barack Obama","21","Abraham Lincoln Hillary Clinton",0
"4108","Barack Obama","21","Abraham Lincoln Joe Biden",1
"4109","Barack Obama","21","Abraham Lincoln Richard Nixon",0
"4110","Barack Obama","21","Abraham Lincoln Ronald Reagan",0
"4111","Barack Obama","21","Bernie Sanders Abraham Lincoln",1
"4112","Barack Obama","21","Bernie Sanders Donald Trump",0
"4113","Barack Obama","21","Bernie Sanders Elizabeth Warren",0
"4114","Barack Obama","21","Bernie Sanders George W. Bush",0
"4115","Barack Obama","21","Bernie Sanders Hillary Clinton",0
"4116","Barack Obama","21","Bernie Sanders Joe Biden",1
"4117","Barack Obama","21","Bernie Sanders Richard Nixon",0
"4118","Barack Obama","21","Bernie Sanders Ronald Reagan",0
"4119","Barack Obama","21","Donald Trump Abraham Lincoln",1
"4120","Barack Obama","21","Donald Trump Bernie Sanders",1
"4121","Barack Obama","21","Donald Trump Elizabeth Warren",1
"4122","Barack Obama","21","Donald Trump George W. Bush",0
"4123","Barack Obama","21","Donald Trump Hillary Clinton",1
"4124","Barack Obama","21","Donald Trump Joe Biden",1
"4125","Barack Obama","21","Donald Trump Richard Nixon",0
"4126","Barack Obama","21","Donald Trump Ronald Reagan",1
"4127","Barack Obama","21","Elizabeth Warren Abraham Lincoln",1
"4128","Barack Obama","21","Elizabeth Warren Bernie Sanders",0
"4129","Barack Obama","21","Elizabeth Warren Donald Trump",0
"4130","Barack Obama","21","Elizabeth Warren George W. Bush",0
"4131","Barack Obama","21","Elizabeth Warren Hillary Clinton",0
"4132","Barack Obama","21","Elizabeth Warren Joe Biden",1
"4133","Barack Obama","21","Elizabeth Warren Richard Nixon",0
"4134","Barack Obama","21","Elizabeth Warren Ronald Reagan",0
"4135","Barack Obama","21","George W. Bush Abraham Lincoln",1
"4136","Barack Obama","21","George W. Bush Bernie Sanders",1
"4137","Barack Obama","21","George W. Bush Donald Trump",1
"4138","Barack Obama","21","George W. Bush Elizabeth Warren",1
"4139","Barack Obama","21","George W. Bush Hillary Clinton",1
"4140","Barack Obama","21","George W. Bush Joe Biden",1
"4141","Barack Obama","21","George W. Bush Richard Nixon",0
"4142","Barack Obama","21","George W. Bush Ronald Reagan",0
"4143","Barack Obama","21","Hillary Clinton Abraham Lincoln",0
"4144","Barack Obama","21","Hillary Clinton Bernie Sanders",0
"4145","Barack Obama","21","Hillary Clinton Donald Trump",0
"4146","Barack Obama","21","Hillary Clinton Elizabeth Warren",0
"4147","Barack Obama","21","Hillary Clinton George W. Bush",0
"4148","Barack Obama","21","Hillary Clinton Joe Biden",1
"4149","Barack Obama","21","Hillary Clinton Richard Nixon",0
"4150","Barack Obama","21","Hillary Clinton Ronald Reagan",0
"4151","Barack Obama","21","Joe Biden Abraham Lincoln",0
"4152","Barack Obama","21","Joe Biden Bernie Sanders",0
"4153","Barack Obama","21","Joe Biden Donald Trump",0
"4154","Barack Obama","21","Joe Biden Elizabeth Warren",0
"4155","Barack Obama","21","Joe Biden George W. Bush",0
"4156","Barack Obama","21","Joe Biden Hillary Clinton",0
"4157","Barack Obama","21","Joe Biden Richard Nixon",0
"4158","Barack Obama","21","Joe Biden Ronald Reagan",0
"4159","Barack Obama","21","Richard Nixon Abraham Lincoln",1
"4160","Barack Obama","21","Richard Nixon Bernie Sanders",1
"4161","Barack Obama","21","Richard Nixon Donald Trump",0
"4162","Barack Obama","21","Richard Nixon Elizabeth Warren",1
"4163","Barack Obama","21","Richard Nixon George W. Bush",1
"4164","Barack Obama","21","Richard Nixon Hillary Clinton",1
"4165","Barack Obama","21","Richard Nixon Joe Biden",1
"4166","Barack Obama","21","Richard Nixon Ronald Reagan",1
"4167","Barack Obama","21","Ronald Reagan Abraham Lincoln",1
"4168","Barack Obama","21","Ronald Reagan Bernie Sanders",1
"4169","Barack Obama","21","Ronald Reagan Donald Trump",0
"4170","Barack Obama","21","Ronald Reagan Elizabeth Warren",1
"4171","Barack Obama","21","Ronald Reagan George W. Bush",0
"4172","Barack Obama","21","Ronald Reagan Hillary Clinton",1
"4173","Barack Obama","21","Ronald Reagan Joe Biden",1
"4174","Barack Obama","21","Ronald Reagan Richard Nixon",0
"4175","Bernie Sanders","21","Abraham Lincoln Barack Obama",1
"4176","Bernie Sanders","21","Abraham Lincoln Donald Trump",0
"4177","Bernie Sanders","21","Abraham Lincoln Elizabeth Warren",1
"4178","Bernie Sanders","21","Abraham Lincoln George W. Bush",0
"4179","Bernie Sanders","21","Abraham Lincoln Hillary Clinton",0
"4180","Bernie Sanders","21","Abraham Lincoln Joe Biden",0
"4181","Bernie Sanders","21","Abraham Lincoln Richard Nixon",0
"4182","Bernie Sanders","21","Abraham Lincoln Ronald Reagan",0
"4183","Bernie Sanders","21","Barack Obama Abraham Lincoln",0
"4184","Bernie Sanders","21","Barack Obama Donald Trump",0
"4185","Bernie Sanders","21","Barack Obama Elizabeth Warren",1
"4186","Bernie Sanders","21","Barack Obama George W. Bush",0
"4187","Bernie Sanders","21","Barack Obama Hillary Clinton",0
"4188","Bernie Sanders","21","Barack Obama Joe Biden",0
"4189","Bernie Sanders","21","Barack Obama Richard Nixon",0
"4190","Bernie Sanders","21","Barack Obama Ronald Reagan",0
"4191","Bernie Sanders","21","Donald Trump Abraham Lincoln",1
"4192","Bernie Sanders","21","Donald Trump Barack Obama",1
"4193","Bernie Sanders","21","Donald Trump Elizabeth Warren",1
"4194","Bernie Sanders","21","Donald Trump George W. Bush",0
"4195","Bernie Sanders","21","Donald Trump Hillary Clinton",0
"4196","Bernie Sanders","21","Donald Trump Joe Biden",1
"4197","Bernie Sanders","21","Donald Trump Richard Nixon",0
"4198","Bernie Sanders","21","Donald Trump Ronald Reagan",1
"4199","Bernie Sanders","21","Elizabeth Warren Abraham Lincoln",0
"4200","Bernie Sanders","21","Elizabeth Warren Barack Obama",0
"4201","Bernie Sanders","21","Elizabeth Warren Donald Trump",0
"4202","Bernie Sanders","21","Elizabeth Warren George W. Bush",0
"4203","Bernie Sanders","21","Elizabeth Warren Hillary Clinton",0
"4204","Bernie Sanders","21","Elizabeth Warren Joe Biden",0
"4205","Bernie Sanders","21","Elizabeth Warren Richard Nixon",0
"4206","Bernie Sanders","21","Elizabeth Warren Ronald Reagan",0
"4207","Bernie Sanders","21","George W. Bush Abraham Lincoln",1
"4208","Bernie Sanders","21","George W. Bush Barack Obama",1
"4209","Bernie Sanders","21","George W. Bush Donald Trump",1
"4210","Bernie Sanders","21","George W. Bush Elizabeth Warren",1
"4211","Bernie Sanders","21","George W. Bush Hillary Clinton",1
"4212","Bernie Sanders","21","George W. Bush Joe Biden",1
"4213","Bernie Sanders","21","George W. Bush Richard Nixon",1
"4214","Bernie Sanders","21","George W. Bush Ronald Reagan",1
"4215","Bernie Sanders","21","Hillary Clinton Abraham Lincoln",1
"4216","Bernie Sanders","21","Hillary Clinton Barack Obama",1
"4217","Bernie Sanders","21","Hillary Clinton Donald Trump",0
"4218","Bernie Sanders","21","Hillary Clinton Elizabeth Warren",1
"4219","Bernie Sanders","21","Hillary Clinton George W. Bush",0
"4220","Bernie Sanders","21","Hillary Clinton Joe Biden",1
"4221","Bernie Sanders","21","Hillary Clinton Richard Nixon",0
"4222","Bernie Sanders","21","Hillary Clinton Ronald Reagan",0
"4223","Bernie Sanders","21","Joe Biden Abraham Lincoln",1
"4224","Bernie Sanders","21","Joe Biden Barack Obama",1
"4225","Bernie Sanders","21","Joe Biden Donald Trump",0
"4226","Bernie Sanders","21","Joe Biden Elizabeth Warren",1
"4227","Bernie Sanders","21","Joe Biden George W. Bush",0
"4228","Bernie Sanders","21","Joe Biden Hillary Clinton",0
"4229","Bernie Sanders","21","Joe Biden Richard Nixon",0
"4230","Bernie Sanders","21","Joe Biden Ronald Reagan",0
"4231","Bernie Sanders","21","Richard Nixon Abraham Lincoln",1
"4232","Bernie Sanders","21","Richard Nixon Barack Obama",1
"4233","Bernie Sanders","21","Richard Nixon Donald Trump",1
"4234","Bernie Sanders","21","Richard Nixon Elizabeth Warren",1
"4235","Bernie Sanders","21","Richard Nixon George W. Bush",0
"4236","Bernie Sanders","21","Richard Nixon Hillary Clinton",1
"4237","Bernie Sanders","21","Richard Nixon Joe Biden",1
"4238","Bernie Sanders","21","Richard Nixon Ronald Reagan",0
"4239","Bernie Sanders","21","Ronald Reagan Abraham Lincoln",1
"4240","Bernie Sanders","21","Ronald Reagan Barack Obama",1
"4241","Bernie Sanders","21","Ronald Reagan Donald Trump",1
"4242","Bernie Sanders","21","Ronald Reagan Elizabeth Warren",1
"4243","Bernie Sanders","21","Ronald Reagan George W. Bush",0
"4244","Bernie Sanders","21","Ronald Reagan Hillary Clinton",1
"4245","Bernie Sanders","21","Ronald Reagan Joe Biden",1
"4246","Bernie Sanders","21","Ronald Reagan Richard Nixon",0
"4247","Donald Trump","21","Abraham Lincoln Barack Obama",0
"4248","Donald Trump","21","Abraham Lincoln Bernie Sanders",1
"4249","Donald Trump","21","Abraham Lincoln Elizabeth Warren",0
"4250","Donald Trump","21","Abraham Lincoln George W. Bush",0
"4251","Donald Trump","21","Abraham Lincoln Hillary Clinton",0
"4252","Donald Trump","21","Abraham Lincoln Joe Biden",0
"4253","Donald Trump","21","Abraham Lincoln Richard Nixon",1
"4254","Donald Trump","21","Abraham Lincoln Ronald Reagan",1
"4255","Donald Trump","21","Barack Obama Abraham Lincoln",0
"4256","Donald Trump","21","Barack Obama Bernie Sanders",0
"4257","Donald Trump","21","Barack Obama Elizabeth Warren",0
"4258","Donald Trump","21","Barack Obama George W. Bush",0
"4259","Donald Trump","21","Barack Obama Hillary Clinton",0
"4260","Donald Trump","21","Barack Obama Joe Biden",1
"4261","Donald Trump","21","Barack Obama Richard Nixon",0
"4262","Donald Trump","21","Barack Obama Ronald Reagan",1
"4263","Donald Trump","21","Bernie Sanders Abraham Lincoln",1
"4264","Donald Trump","21","Bernie Sanders Barack Obama",0
"4265","Donald Trump","21","Bernie Sanders Elizabeth Warren",0
"4266","Donald Trump","21","Bernie Sanders George W. Bush",1
"4267","Donald Trump","21","Bernie Sanders Hillary Clinton",1
"4268","Donald Trump","21","Bernie Sanders Joe Biden",1
"4269","Donald Trump","21","Bernie Sanders Richard Nixon",1
"4270","Donald Trump","21","Bernie Sanders Ronald Reagan",1
"4271","Donald Trump","21","Elizabeth Warren Abraham Lincoln",1
"4272","Donald Trump","21","Elizabeth Warren Barack Obama",1
"4273","Donald Trump","21","Elizabeth Warren Bernie Sanders",1
"4274","Donald Trump","21","Elizabeth Warren George W. Bush",1
"4275","Donald Trump","21","Elizabeth Warren Hillary Clinton",1
"4276","Donald Trump","21","Elizabeth Warren Joe Biden",1
"4277","Donald Trump","21","Elizabeth Warren Richard Nixon",1
"4278","Donald Trump","21","Elizabeth Warren Ronald Reagan",1
"4279","Donald Trump","21","George W. Bush Abraham Lincoln",1
"4280","Donald Trump","21","George W. Bush Barack Obama",0
"4281","Donald Trump","21","George W. Bush Bernie Sanders",1
"4282","Donald Trump","21","George W. Bush Elizabeth Warren",0
"4283","Donald Trump","21","George W. Bush Hillary Clinton",0
"4284","Donald Trump","21","George W. Bush Joe Biden",0
"4285","Donald Trump","21","George W. Bush Richard Nixon",0
"4286","Donald Trump","21","George W. Bush Ronald Reagan",0
"4287","Donald Trump","21","Hillary Clinton Abraham Lincoln",1
"4288","Donald Trump","21","Hillary Clinton Barack Obama",1
"4289","Donald Trump","21","Hillary Clinton Bernie Sanders",1
"4290","Donald Trump","21","Hillary Clinton Elizabeth Warren",0
"4291","Donald Trump","21","Hillary Clinton George W. Bush",0
"4292","Donald Trump","21","Hillary Clinton Joe Biden",1
"4293","Donald Trump","21","Hillary Clinton Richard Nixon",1
"4294","Donald Trump","21","Hillary Clinton Ronald Reagan",1
"4295","Donald Trump","21","Joe Biden Abraham Lincoln",1
"4296","Donald Trump","21","Joe Biden Barack Obama",0
"4297","Donald Trump","21","Joe Biden Bernie Sanders",0
"4298","Donald Trump","21","Joe Biden Elizabeth Warren",0
"4299","Donald Trump","21","Joe Biden George W. Bush",1
"4300","Donald Trump","21","Joe Biden Hillary Clinton",0
"4301","Donald Trump","21","Joe Biden Richard Nixon",1
"4302","Donald Trump","21","Joe Biden Ronald Reagan",1
"4303","Donald Trump","21","Richard Nixon Abraham Lincoln",0
"4304","Donald Trump","21","Richard Nixon Barack Obama",0
"4305","Donald Trump","21","Richard Nixon Bernie Sanders",1
"4306","Donald Trump","21","Richard Nixon Elizabeth Warren",0
"4307","Donald Trump","21","Richard Nixon George W. Bush",0
"4308","Donald Trump","21","Richard Nixon Hillary Clinton",0
"4309","Donald Trump","21","Richard Nixon Joe Biden",0
"4310","Donald Trump","21","Richard Nixon Ronald Reagan",0
"4311","Donald Trump","21","Ronald Reagan Abraham Lincoln",0
"4312","Donald Trump","21","Ronald Reagan Barack Obama",0
"4313","Donald Trump","21","Ronald Reagan Bernie Sanders",0
"4314","Donald Trump","21","Ronald Reagan Elizabeth Warren",0
"4315","Donald Trump","21","Ronald Reagan George W. Bush",1
"4316","Donald Trump","21","Ronald Reagan Hillary Clinton",0
"4317","Donald Trump","21","Ronald Reagan Joe Biden",0
"4318","Donald Trump","21","Ronald Reagan Richard Nixon",1
"4319","Abraham Lincoln","22","Barack Obama Bernie Sanders",0
"4320","Abraham Lincoln","22","Barack Obama Donald Trump",0
"4321","Abraham Lincoln","22","Barack Obama Elizabeth Warren",0
"4322","Abraham Lincoln","22","Barack Obama George W. Bush",0
"4323","Abraham Lincoln","22","Barack Obama Hillary Clinton",0
"4324","Abraham Lincoln","22","Barack Obama Joe Biden",0
"4325","Abraham Lincoln","22","Barack Obama Richard Nixon",0
"4326","Abraham Lincoln","22","Barack Obama Ronald Reagan",0
"4327","Abraham Lincoln","22","Bernie Sanders Barack Obama",1
"4328","Abraham Lincoln","22","Bernie Sanders Donald Trump",0
"4329","Abraham Lincoln","22","Bernie Sanders Elizabeth Warren",0
"4330","Abraham Lincoln","22","Bernie Sanders George W. Bush",0
"4331","Abraham Lincoln","22","Bernie Sanders Hillary Clinton",0
"4332","Abraham Lincoln","22","Bernie Sanders Joe Biden",1
"4333","Abraham Lincoln","22","Bernie Sanders Richard Nixon",0
"4334","Abraham Lincoln","22","Bernie Sanders Ronald Reagan",0
"4335","Abraham Lincoln","22","Donald Trump Barack Obama",1
"4336","Abraham Lincoln","22","Donald Trump Bernie Sanders",1
"4337","Abraham Lincoln","22","Donald Trump Elizabeth Warren",1
"4338","Abraham Lincoln","22","Donald Trump George W. Bush",0
"4339","Abraham Lincoln","22","Donald Trump Hillary Clinton",1
"4340","Abraham Lincoln","22","Donald Trump Joe Biden",1
"4341","Abraham Lincoln","22","Donald Trump Richard Nixon",0
"4342","Abraham Lincoln","22","Donald Trump Ronald Reagan",1
"4343","Abraham Lincoln","22","Elizabeth Warren Barack Obama",1
"4344","Abraham Lincoln","22","Elizabeth Warren Bernie Sanders",1
"4345","Abraham Lincoln","22","Elizabeth Warren Donald Trump",0
"4346","Abraham Lincoln","22","Elizabeth Warren George W. Bush",0
"4347","Abraham Lincoln","22","Elizabeth Warren Hillary Clinton",0
"4348","Abraham Lincoln","22","Elizabeth Warren Joe Biden",0
"4349","Abraham Lincoln","22","Elizabeth Warren Richard Nixon",0
"4350","Abraham Lincoln","22","Elizabeth Warren Ronald Reagan",0
"4351","Abraham Lincoln","22","George W. Bush Barack Obama",1
"4352","Abraham Lincoln","22","George W. Bush Bernie Sanders",1
"4353","Abraham Lincoln","22","George W. Bush Donald Trump",1
"4354","Abraham Lincoln","22","George W. Bush Elizabeth Warren",1
"4355","Abraham Lincoln","22","George W. Bush Hillary Clinton",1
"4356","Abraham Lincoln","22","George W. Bush Joe Biden",1
"4357","Abraham Lincoln","22","George W. Bush Richard Nixon",1
"4358","Abraham Lincoln","22","George W. Bush Ronald Reagan",1
"4359","Abraham Lincoln","22","Hillary Clinton Barack Obama",1
"4360","Abraham Lincoln","22","Hillary Clinton Bernie Sanders",1
"4361","Abraham Lincoln","22","Hillary Clinton Donald Trump",0
"4362","Abraham Lincoln","22","Hillary Clinton Elizabeth Warren",0
"4363","Abraham Lincoln","22","Hillary Clinton George W. Bush",0
"4364","Abraham Lincoln","22","Hillary Clinton Joe Biden",1
"4365","Abraham Lincoln","22","Hillary Clinton Richard Nixon",0
"4366","Abraham Lincoln","22","Hillary Clinton Ronald Reagan",1
"4367","Abraham Lincoln","22","Joe Biden Barack Obama",1
"4368","Abraham Lincoln","22","Joe Biden Bernie Sanders",0
"4369","Abraham Lincoln","22","Joe Biden Donald Trump",0
"4370","Abraham Lincoln","22","Joe Biden Elizabeth Warren",0
"4371","Abraham Lincoln","22","Joe Biden George W. Bush",0
"4372","Abraham Lincoln","22","Joe Biden Hillary Clinton",0
"4373","Abraham Lincoln","22","Joe Biden Richard Nixon",0
"4374","Abraham Lincoln","22","Joe Biden Ronald Reagan",0
"4375","Abraham Lincoln","22","Richard Nixon Barack Obama",1
"4376","Abraham Lincoln","22","Richard Nixon Bernie Sanders",1
"4377","Abraham Lincoln","22","Richard Nixon Donald Trump",0
"4378","Abraham Lincoln","22","Richard Nixon Elizabeth Warren",1
"4379","Abraham Lincoln","22","Richard Nixon George W. Bush",0
"4380","Abraham Lincoln","22","Richard Nixon Hillary Clinton",0
"4381","Abraham Lincoln","22","Richard Nixon Joe Biden",1
"4382","Abraham Lincoln","22","Richard Nixon Ronald Reagan",0
"4383","Abraham Lincoln","22","Ronald Reagan Barack Obama",1
"4384","Abraham Lincoln","22","Ronald Reagan Bernie Sanders",1
"4385","Abraham Lincoln","22","Ronald Reagan Donald Trump",0
"4386","Abraham Lincoln","22","Ronald Reagan Elizabeth Warren",0
"4387","Abraham Lincoln","22","Ronald Reagan George W. Bush",0
"4388","Abraham Lincoln","22","Ronald Reagan Hillary Clinton",0
"4389","Abraham Lincoln","22","Ronald Reagan Joe Biden",0
"4390","Abraham Lincoln","22","Ronald Reagan Richard Nixon",0
"4391","Barack Obama","22","Abraham Lincoln Bernie Sanders",0
"4392","Barack Obama","22","Abraham Lincoln Donald Trump",0
"4393","Barack Obama","22","Abraham Lincoln Elizabeth Warren",0
"4394","Barack Obama","22","Abraham Lincoln George W. Bush",0
"4395","Barack Obama","22","Abraham Lincoln Hillary Clinton",0
"4396","Barack Obama","22","Abraham Lincoln Joe Biden",0
"4397","Barack Obama","22","Abraham Lincoln Richard Nixon",0
"4398","Barack Obama","22","Abraham Lincoln Ronald Reagan",0
"4399","Barack Obama","22","Bernie Sanders Abraham Lincoln",0
"4400","Barack Obama","22","Bernie Sanders Donald Trump",0
"4401","Barack Obama","22","Bernie Sanders Elizabeth Warren",0
"4402","Barack Obama","22","Bernie Sanders George W. Bush",0
"4403","Barack Obama","22","Bernie Sanders Hillary Clinton",1
"4404","Barack Obama","22","Bernie Sanders Joe Biden",1
"4405","Barack Obama","22","Bernie Sanders Richard Nixon",0
"4406","Barack Obama","22","Bernie Sanders Ronald Reagan",0
"4407","Barack Obama","22","Donald Trump Abraham Lincoln",1
"4408","Barack Obama","22","Donald Trump Bernie Sanders",1
"4409","Barack Obama","22","Donald Trump Elizabeth Warren",1
"4410","Barack Obama","22","Donald Trump George W. Bush",0
"4411","Barack Obama","22","Donald Trump Hillary Clinton",1
"4412","Barack Obama","22","Donald Trump Joe Biden",1
"4413","Barack Obama","22","Donald Trump Richard Nixon",0
"4414","Barack Obama","22","Donald Trump Ronald Reagan",1
"4415","Barack Obama","22","Elizabeth Warren Abraham Lincoln",1
"4416","Barack Obama","22","Elizabeth Warren Bernie Sanders",0
"4417","Barack Obama","22","Elizabeth Warren Donald Trump",0
"4418","Barack Obama","22","Elizabeth Warren George W. Bush",0
"4419","Barack Obama","22","Elizabeth Warren Hillary Clinton",0
"4420","Barack Obama","22","Elizabeth Warren Joe Biden",1
"4421","Barack Obama","22","Elizabeth Warren Richard Nixon",0
"4422","Barack Obama","22","Elizabeth Warren Ronald Reagan",0
"4423","Barack Obama","22","George W. Bush Abraham Lincoln",1
"4424","Barack Obama","22","George W. Bush Bernie Sanders",1
"4425","Barack Obama","22","George W. Bush Donald Trump",1
"4426","Barack Obama","22","George W. Bush Elizabeth Warren",1
"4427","Barack Obama","22","George W. Bush Hillary Clinton",1
"4428","Barack Obama","22","George W. Bush Joe Biden",1
"4429","Barack Obama","22","George W. Bush Richard Nixon",0
"4430","Barack Obama","22","George W. Bush Ronald Reagan",0
"4431","Barack Obama","22","Hillary Clinton Abraham Lincoln",1
"4432","Barack Obama","22","Hillary Clinton Bernie Sanders",0
"4433","Barack Obama","22","Hillary Clinton Donald Trump",0
"4434","Barack Obama","22","Hillary Clinton Elizabeth Warren",0
"4435","Barack Obama","22","Hillary Clinton George W. Bush",0
"4436","Barack Obama","22","Hillary Clinton Joe Biden",1
"4437","Barack Obama","22","Hillary Clinton Richard Nixon",0
"4438","Barack Obama","22","Hillary Clinton Ronald Reagan",0
"4439","Barack Obama","22","Joe Biden Abraham Lincoln",1
"4440","Barack Obama","22","Joe Biden Bernie Sanders",0
"4441","Barack Obama","22","Joe Biden Donald Trump",0
"4442","Barack Obama","22","Joe Biden Elizabeth Warren",0
"4443","Barack Obama","22","Joe Biden George W. Bush",0
"4444","Barack Obama","22","Joe Biden Hillary Clinton",0
"4445","Barack Obama","22","Joe Biden Richard Nixon",0
"4446","Barack Obama","22","Joe Biden Ronald Reagan",0
"4447","Barack Obama","22","Richard Nixon Abraham Lincoln",1
"4448","Barack Obama","22","Richard Nixon Bernie Sanders",1
"4449","Barack Obama","22","Richard Nixon Donald Trump",0
"4450","Barack Obama","22","Richard Nixon Elizabeth Warren",1
"4451","Barack Obama","22","Richard Nixon George W. Bush",1
"4452","Barack Obama","22","Richard Nixon Hillary Clinton",1
