Unnamed: 0,Concept,ID,Question,ChoiceNumber
6645,Barack Obama,50,Donald Trump Richard Nixon,0
6646,Barack Obama,50,Donald Trump Ronald Reagan,1
6647,Barack Obama,50,Elizabeth Warren Abraham Lincoln,1
6648,Barack Obama,50,Elizabeth Warren Bernie Sanders,0
6649,Barack Obama,50,Elizabeth Warren Donald Trump,0
6650,Barack Obama,50,Elizabeth Warren George W. Bush,0
6651,Barack Obama,50,Elizabeth Warren Hillary Clinton,1
6652,Barack Obama,50,Elizabeth Warren Joe Biden,1
6653,Barack Obama,50,Elizabeth Warren Richard Nixon,0
6654,Barack Obama,50,Elizabeth Warren Ronald Reagan,0
6655,Barack Obama,50,George W. Bush Abraham Lincoln,1
6656,Barack Obama,50,George W. Bush Bernie Sanders,1
6657,Barack Obama,50,George W. Bush Donald Trump,1
6658,Barack Obama,50,George W. Bush Elizabeth Warren,1
6659,Barack Obama,50,George W. Bush Hillary Clinton,1
6660,Barack Obama,50,George W. Bush Joe Biden,1
6661,Barack Obama,50,George W. Bush Richard Nixon,0
6662,Barack Obama,50,George W. Bush Ronald Reagan,0
6663,Barack Obama,50,Hillary Clinton Abraham Lincoln,1
6664,Barack Obama,50,Hillary Clinton Bernie Sanders,0
6665,Barack Obama,50,Hillary Clinton Donald Trump,0
6666,Barack Obama,50,Hillary Clinton Elizabeth Warren,0
6667,Barack Obama,50,Hillary Clinton George W. Bush,0
6668,Barack Obama,50,Hillary Clinton Joe Biden,1
6669,Barack Obama,50,Hillary Clinton Richard Nixon,0
6670,Barack Obama,50,Hillary Clinton Ronald Reagan,0
6671,Barack Obama,50,Joe Biden Abraham Lincoln,0
6672,Barack Obama,50,Joe Biden Bernie Sanders,0
6673,Barack Obama,50,Joe Biden Donald Trump,0
6674,Barack Obama,50,Joe Biden Elizabeth Warren,0
6675,Barack Obama,50,Joe Biden George W. Bush,0
6676,Barack Obama,50,Joe Biden Hillary Clinton,0
6677,Barack Obama,50,Joe Biden Richard Nixon,0
6678,Barack Obama,50,Joe Biden Ronald Reagan,0
6679,Barack Obama,50,Richard Nixon Abraham Lincoln,1
6680,Barack Obama,50,Richard Nixon Bernie Sanders,1
6681,Barack Obama,50,Richard Nixon Donald Trump,0
6682,Barack Obama,50,Richard Nixon Elizabeth Warren,1
6683,Barack Obama,50,Richard Nixon George W. Bush,0
6684,Barack Obama,50,Richard Nixon Hillary Clinton,1
6685,Barack Obama,50,Richard Nixon Joe Biden,1
6686,Barack Obama,50,Richard Nixon Ronald Reagan,1
6687,Barack Obama,50,Ronald Reagan Abraham Lincoln,1
6688,Barack Obama,50,Ronald Reagan Bernie Sanders,1
6689,Barack Obama,50,Ronald Reagan Donald Trump,0
6690,Barack Obama,50,Ronald Reagan Elizabeth Warren,1
6691,Barack Obama,50,Ronald Reagan George W. Bush,0
6692,Barack Obama,50,Ronald Reagan Hillary Clinton,1
6693,Barack Obama,50,Ronald Reagan Joe Biden,1
6694,Barack Obama,50,Ronald Reagan Richard Nixon,0
6695,Bernie Sanders,50,Abraham Lincoln Barack Obama,1
6696,Bernie Sanders,50,Abraham Lincoln Donald Trump,0
6697,Bernie Sanders,50,Abraham Lincoln Elizabeth Warren,1
6698,Bernie Sanders,50,Abraham Lincoln George W. Bush,0
6699,Bernie Sanders,50,Abraham Lincoln Hillary Clinton,0
6700,Bernie Sanders,50,Abraham Lincoln Joe Biden,1
6701,Bernie Sanders,50,Abraham Lincoln Richard Nixon,0
6702,Bernie Sanders,50,Abraham Lincoln Ronald Reagan,0
6703,Bernie Sanders,50,Barack Obama Abraham Lincoln,0
6704,Bernie Sanders,50,Barack Obama Donald Trump,0
6705,Bernie Sanders,50,Barack Obama Elizabeth Warren,1
6706,Bernie Sanders,50,Barack Obama George W. Bush,0
6707,Bernie Sanders,50,Barack Obama Hillary Clinton,0
6708,Bernie Sanders,50,Barack Obama Joe Biden,0
6709,Bernie Sanders,50,Barack Obama Richard Nixon,0
6710,Bernie Sanders,50,Barack Obama Ronald Reagan,0
6711,Bernie Sanders,50,Donald Trump Abraham Lincoln,1
6712,Bernie Sanders,50,Donald Trump Barack Obama,1
6713,Bernie Sanders,50,Donald Trump Elizabeth Warren,1
6714,Bernie Sanders,50,Donald Trump George W. Bush,0
6715,Bernie Sanders,50,Donald Trump Hillary Clinton,0
6716,Bernie Sanders,50,Donald Trump Joe Biden,1
6717,Bernie Sanders,50,Donald Trump Richard Nixon,0
6718,Bernie Sanders,50,Donald Trump Ronald Reagan,1
6719,Bernie Sanders,50,Elizabeth Warren Abraham Lincoln,0
6720,Bernie Sanders,50,Elizabeth Warren Barack Obama,0
6721,Bernie Sanders,50,Elizabeth Warren Donald Trump,0
6722,Bernie Sanders,50,Elizabeth Warren George W. Bush,0
6723,Bernie Sanders,50,Elizabeth Warren Hillary Clinton,0
6724,Bernie Sanders,50,Elizabeth Warren Joe Biden,0
6725,Bernie Sanders,50,Elizabeth Warren Richard Nixon,0
6726,Bernie Sanders,50,Elizabeth Warren Ronald Reagan,0
6727,Bernie Sanders,50,George W. Bush Abraham Lincoln,1
6728,Bernie Sanders,50,George W. Bush Barack Obama,1
6729,Bernie Sanders,50,George W. Bush Donald Trump,1
6730,Bernie Sanders,50,George W. Bush Elizabeth Warren,1
6731,Bernie Sanders,50,George W. Bush Hillary Clinton,1
6732,Bernie Sanders,50,George W. Bush Joe Biden,1
6733,Bernie Sanders,50,George W. Bush Richard Nixon,1
6734,Bernie Sanders,50,George W. Bush Ronald Reagan,1
6735,Bernie Sanders,50,Hillary Clinton Abraham Lincoln,1
6736,Bernie Sanders,50,Hillary Clinton Barack Obama,1
6737,Bernie Sanders,50,Hillary Clinton Donald Trump,0
6738,Bernie Sanders,50,Hillary Clinton Elizabeth Warren,1
6739,Bernie Sanders,50,Hillary Clinton George W. Bush,0
6740,Bernie Sanders,50,Hillary Clinton Joe Biden,0
6741,Bernie Sanders,50,Hillary Clinton Richard Nixon,0
6742,Bernie Sanders,50,Hillary Clinton Ronald Reagan,0
6743,Bernie Sanders,50,Joe Biden Abraham Lincoln,0
6744,Bernie Sanders,50,Joe Biden Barack Obama,1
6745,Bernie Sanders,50,Joe Biden Donald Trump,0
6746,Bernie Sanders,50,Joe Biden Elizabeth Warren,1
6747,Bernie Sanders,50,Joe Biden George W. Bush,0
6748,Bernie Sanders,50,Joe Biden Hillary Clinton,0
6749,Bernie Sanders,50,Joe Biden Richard Nixon,0
6750,Bernie Sanders,50,Joe Biden Ronald Reagan,0
6751,Bernie Sanders,50,Richard Nixon Abraham Lincoln,1
6752,Bernie Sanders,50,Richard Nixon Barack Obama,1
6753,Bernie Sanders,50,Richard Nixon Donald Trump,0
6754,Bernie Sanders,50,Richard Nixon Elizabeth Warren,1
6755,Bernie Sanders,50,Richard Nixon George W. Bush,0
6756,Bernie Sanders,50,Richard Nixon Hillary Clinton,1
6757,Bernie Sanders,50,Richard Nixon Joe Biden,1
6758,Bernie Sanders,50,Richard Nixon Ronald Reagan,0
6759,Bernie Sanders,50,Ronald Reagan Abraham Lincoln,1
6760,Bernie Sanders,50,Ronald Reagan Barack Obama,1
6761,Bernie Sanders,50,Ronald Reagan Donald Trump,0
6762,Bernie Sanders,50,Ronald Reagan Elizabeth Warren,1
6763,Bernie Sanders,50,Ronald Reagan George W. Bush,0
6764,Bernie Sanders,50,Ronald Reagan Hillary Clinton,1
6765,Bernie Sanders,50,Ronald Reagan Joe Biden,1
6766,Bernie Sanders,50,Ronald Reagan Richard Nixon,0
6767,Barack Obama,51,Abraham Lincoln Bernie Sanders,1
6768,Barack Obama,51,Abraham Lincoln Donald Trump,0
6769,Barack Obama,51,Abraham Lincoln Elizabeth Warren,0
6770,Barack Obama,51,Abraham Lincoln George W. Bush,0
6771,Barack Obama,51,Abraham Lincoln Hillary Clinton,0
6772,Barack Obama,51,Abraham Lincoln Joe Biden,1
6773,Barack Obama,51,Abraham Lincoln Richard Nixon,0
6774,Barack Obama,51,Abraham Lincoln Ronald Reagan,0
6775,Barack Obama,51,Bernie Sanders Abraham Lincoln,0
6776,Barack Obama,51,Bernie Sanders Donald Trump,0
6777,Barack Obama,51,Bernie Sanders Elizabeth Warren,0
6778,Barack Obama,51,Bernie Sanders George W. Bush,0
6779,Barack Obama,51,Bernie Sanders Hillary Clinton,0
6780,Barack Obama,51,Bernie Sanders Joe Biden,1
6781,Barack Obama,51,Bernie Sanders Richard Nixon,0
6782,Barack Obama,51,Bernie Sanders Ronald Reagan,0
6783,Barack Obama,51,Donald Trump Abraham Lincoln,1
6784,Barack Obama,51,Donald Trump Bernie Sanders,1
6785,Barack Obama,51,Donald Trump Elizabeth Warren,1
6786,Barack Obama,51,Donald Trump George W. Bush,0
6787,Barack Obama,51,Donald Trump Hillary Clinton,1
6788,Barack Obama,51,Donald Trump Joe Biden,1
6789,Barack Obama,51,Donald Trump Richard Nixon,1
6790,Barack Obama,51,Donald Trump Ronald Reagan,1
6791,Barack Obama,51,Elizabeth Warren Abraham Lincoln,1
6792,Barack Obama,51,Elizabeth Warren Bernie Sanders,0
6793,Barack Obama,51,Elizabeth Warren Donald Trump,0
6794,Barack Obama,51,Elizabeth Warren George W. Bush,0
6795,Barack Obama,51,Elizabeth Warren Hillary Clinton,1
6796,Barack Obama,51,Elizabeth Warren Joe Biden,1
6797,Barack Obama,51,Elizabeth Warren Richard Nixon,0
6798,Barack Obama,51,Elizabeth Warren Ronald Reagan,0
6799,Barack Obama,51,George W. Bush Abraham Lincoln,1
6800,Barack Obama,51,George W. Bush Bernie Sanders,1
6801,Barack Obama,51,George W. Bush Donald Trump,1
6802,Barack Obama,51,George W. Bush Elizabeth Warren,1
6803,Barack Obama,51,George W. Bush Hillary Clinton,1
6804,Barack Obama,51,George W. Bush Joe Biden,1
6805,Barack Obama,51,George W. Bush Richard Nixon,0
6806,Barack Obama,51,George W. Bush Ronald Reagan,0
6807,Barack Obama,51,Hillary Clinton Abraham Lincoln,0
6808,Barack Obama,51,Hillary Clinton Bernie Sanders,1
6809,Barack Obama,51,Hillary Clinton Donald Trump,0
6810,Barack Obama,51,Hillary Clinton Elizabeth Warren,0
6811,Barack Obama,51,Hillary Clinton George W. Bush,0
6812,Barack Obama,51,Hillary Clinton Joe Biden,1
6813,Barack Obama,51,Hillary Clinton Richard Nixon,0
6814,Barack Obama,51,Hillary Clinton Ronald Reagan,0
6815,Barack Obama,51,Joe Biden Abraham Lincoln,0
6816,Barack Obama,51,Joe Biden Bernie Sanders,0
6817,Barack Obama,51,Joe Biden Donald Trump,0
6818,Barack Obama,51,Joe Biden Elizabeth Warren,0
6819,Barack Obama,51,Joe Biden George W. Bush,0
6820,Barack Obama,51,Joe Biden Hillary Clinton,0
6821,Barack Obama,51,Joe Biden Richard Nixon,0
6822,Barack Obama,51,Joe Biden Ronald Reagan,0
6823,Barack Obama,51,Richard Nixon Abraham Lincoln,1
6824,Barack Obama,51,Richard Nixon Bernie Sanders,1
6825,Barack Obama,51,Richard Nixon Donald Trump,1
6826,Barack Obama,51,Richard Nixon Elizabeth Warren,1
6827,Barack Obama,51,Richard Nixon George W. Bush,1
6828,Barack Obama,51,Richard Nixon Hillary Clinton,1
6829,Barack Obama,51,Richard Nixon Joe Biden,1
6830,Barack Obama,51,Richard Nixon Ronald Reagan,1
6831,Barack Obama,51,Ronald Reagan Abraham Lincoln,1
6832,Barack Obama,51,Ronald Reagan Bernie Sanders,1
6833,Barack Obama,51,Ronald Reagan Donald Trump,0
6834,Barack Obama,51,Ronald Reagan Elizabeth Warren,1
6835,Barack Obama,51,Ronald Reagan George W. Bush,0
6836,Barack Obama,51,Ronald Reagan Hillary Clinton,1
6837,Barack Obama,51,Ronald Reagan Joe Biden,1
6838,Barack Obama,51,Ronald Reagan Richard Nixon,0
6839,Bernie Sanders,51,Abraham Lincoln Barack Obama,1
6840,Bernie Sanders,51,Abraham Lincoln Donald Trump,0
6841,Bernie Sanders,51,Abraham Lincoln Elizabeth Warren,1
6842,Bernie Sanders,51,Abraham Lincoln George W. Bush,0
6843,Bernie Sanders,51,Abraham Lincoln Hillary Clinton,0
6844,Bernie Sanders,51,Abraham Lincoln Joe Biden,1
6845,Bernie Sanders,51,Abraham Lincoln Richard Nixon,0
6846,Bernie Sanders,51,Abraham Lincoln Ronald Reagan,0
6847,Bernie Sanders,51,Barack Obama Abraham Lincoln,0
6848,Bernie Sanders,51,Barack Obama Donald Trump,0
6849,Bernie Sanders,51,Barack Obama Elizabeth Warren,1
6850,Bernie Sanders,51,Barack Obama George W. Bush,0
6851,Bernie Sanders,51,Barack Obama Hillary Clinton,0
6852,Bernie Sanders,51,Barack Obama Joe Biden,0
6853,Bernie Sanders,51,Barack Obama Richard Nixon,0
6854,Bernie Sanders,51,Barack Obama Ronald Reagan,0
6855,Bernie Sanders,51,Donald Trump Abraham Lincoln,1
6856,Bernie Sanders,51,Donald Trump Barack Obama,1
6857,Bernie Sanders,51,Donald Trump Elizabeth Warren,1
6858,Bernie Sanders,51,Donald Trump George W. Bush,0
6859,Bernie Sanders,51,Donald Trump Hillary Clinton,1
6860,Bernie Sanders,51,Donald Trump Joe Biden,1
6861,Bernie Sanders,51,Donald Trump Richard Nixon,0
6862,Bernie Sanders,51,Donald Trump Ronald Reagan,0
6863,Bernie Sanders,51,Elizabeth Warren Abraham Lincoln,0
6864,Bernie Sanders,51,Elizabeth Warren Barack Obama,0
6865,Bernie Sanders,51,Elizabeth Warren Donald Trump,0
6866,Bernie Sanders,51,Elizabeth Warren George W. Bush,0
6867,Bernie Sanders,51,Elizabeth Warren Hillary Clinton,0
6868,Bernie Sanders,51,Elizabeth Warren Joe Biden,0
6869,Bernie Sanders,51,Elizabeth Warren Richard Nixon,0
6870,Bernie Sanders,51,Elizabeth Warren Ronald Reagan,0
6871,Bernie Sanders,51,George W. Bush Abraham Lincoln,1
6872,Bernie Sanders,51,George W. Bush Barack Obama,1
6873,Bernie Sanders,51,George W. Bush Donald Trump,1
6874,Bernie Sanders,51,George W. Bush Elizabeth Warren,1
6875,Bernie Sanders,51,George W. Bush Hillary Clinton,1
6876,Bernie Sanders,51,George W. Bush Joe Biden,1
6877,Bernie Sanders,51,George W. Bush Richard Nixon,1
6878,Bernie Sanders,51,George W. Bush Ronald Reagan,1
6879,Bernie Sanders,51,Hillary Clinton Abraham Lincoln,1
6880,Bernie Sanders,51,Hillary Clinton Barack Obama,1
6881,Bernie Sanders,51,Hillary Clinton Donald Trump,0
6882,Bernie Sanders,51,Hillary Clinton Elizabeth Warren,1
6883,Bernie Sanders,51,Hillary Clinton George W. Bush,0
6884,Bernie Sanders,51,Hillary Clinton Joe Biden,1
6885,Bernie Sanders,51,Hillary Clinton Richard Nixon,0
6886,Bernie Sanders,51,Hillary Clinton Ronald Reagan,0
6887,Bernie Sanders,51,Joe Biden Abraham Lincoln,0
6888,Bernie Sanders,51,Joe Biden Barack Obama,1
6889,Bernie Sanders,51,Joe Biden Donald Trump,0
6890,Bernie Sanders,51,Joe Biden Elizabeth Warren,1
6891,Bernie Sanders,51,Joe Biden George W. Bush,0
6892,Bernie Sanders,51,Joe Biden Hillary Clinton,0
6893,Bernie Sanders,51,Joe Biden Richard Nixon,0
6894,Bernie Sanders,51,Joe Biden Ronald Reagan,0
6895,Bernie Sanders,51,Richard Nixon Abraham Lincoln,1
6896,Bernie Sanders,51,Richard Nixon Barack Obama,1
6897,Bernie Sanders,51,Richard Nixon Donald Trump,1
6898,Bernie Sanders,51,Richard Nixon Elizabeth Warren,1
6899,Bernie Sanders,51,Richard Nixon George W. Bush,0
6900,Bernie Sanders,51,Richard Nixon Hillary Clinton,1
6901,Bernie Sanders,51,Richard Nixon Joe Biden,1
6902,Bernie Sanders,51,Richard Nixon Ronald Reagan,0
6903,Bernie Sanders,51,Ronald Reagan Abraham Lincoln,1
6904,Bernie Sanders,51,Ronald Reagan Barack Obama,1
6905,Bernie Sanders,51,Ronald Reagan Donald Trump,1
6906,Bernie Sanders,51,Ronald Reagan Elizabeth Warren,1
6907,Bernie Sanders,51,Ronald Reagan George W. Bush,0
6908,Bernie Sanders,51,Ronald Reagan Hillary Clinton,1
6909,Bernie Sanders,51,Ronald Reagan Joe Biden,1
6910,Bernie Sanders,51,Ronald Reagan Richard Nixon,1
6911,Barack Obama,52,Abraham Lincoln Bernie Sanders,0
6912,Barack Obama,52,Abraham Lincoln Donald Trump,0
6913,Barack Obama,52,Abraham Lincoln Elizabeth Warren,0
6914,Barack Obama,52,Abraham Lincoln George W. Bush,0
6915,Barack Obama,52,Abraham Lincoln Hillary Clinton,0
6916,Barack Obama,52,Abraham Lincoln Joe Biden,1
6917,Barack Obama,52,Abraham Lincoln Richard Nixon,0
6918,Barack Obama,52,Abraham Lincoln Ronald Reagan,0
6919,Barack Obama,52,Bernie Sanders Abraham Lincoln,0
6920,Barack Obama,52,Bernie Sanders Donald Trump,0
6921,Barack Obama,52,Bernie Sanders Elizabeth Warren,0
6922,Barack Obama,52,Bernie Sanders George W. Bush,0
6923,Barack Obama,52,Bernie Sanders Hillary Clinton,1
6924,Barack Obama,52,Bernie Sanders Joe Biden,1
6925,Barack Obama,52,Bernie Sanders Richard Nixon,0
6926,Barack Obama,52,Bernie Sanders Ronald Reagan,0
6927,Barack Obama,52,Donald Trump Abraham Lincoln,1
6928,Barack Obama,52,Donald Trump Bernie Sanders,1
6929,Barack Obama,52,Donald Trump Elizabeth Warren,1
6930,Barack Obama,52,Donald Trump George W. Bush,0
6931,Barack Obama,52,Donald Trump Hillary Clinton,1
6932,Barack Obama,52,Donald Trump Joe Biden,1
6933,Barack Obama,52,Donald Trump Richard Nixon,1
6934,Barack Obama,52,Donald Trump Ronald Reagan,1
6935,Barack Obama,52,Elizabeth Warren Abraham Lincoln,1
6936,Barack Obama,52,Elizabeth Warren Bernie Sanders,0
6937,Barack Obama,52,Elizabeth Warren Donald Trump,0
6938,Barack Obama,52,Elizabeth Warren George W. Bush,0
6939,Barack Obama,52,Elizabeth Warren Hillary Clinton,0
6940,Barack Obama,52,Elizabeth Warren Joe Biden,1
6941,Barack Obama,52,Elizabeth Warren Richard Nixon,0
6942,Barack Obama,52,Elizabeth Warren Ronald Reagan,0
6943,Barack Obama,52,George W. Bush Abraham Lincoln,1
6944,Barack Obama,52,George W. Bush Bernie Sanders,1
6945,Barack Obama,52,George W. Bush Donald Trump,1
6946,Barack Obama,52,George W. Bush Elizabeth Warren,1
6947,Barack Obama,52,George W. Bush Hillary Clinton,1
6948,Barack Obama,52,George W. Bush Joe Biden,1
6949,Barack Obama,52,George W. Bush Richard Nixon,0
6950,Barack Obama,52,George W. Bush Ronald Reagan,0
6951,Barack Obama,52,Hillary Clinton Abraham Lincoln,0
6952,Barack Obama,52,Hillary Clinton Bernie Sanders,0
6953,Barack Obama,52,Hillary Clinton Donald Trump,0
6954,Barack Obama,52,Hillary Clinton Elizabeth Warren,0
6955,Barack Obama,52,Hillary Clinton George W. Bush,0
6956,Barack Obama,52,Hillary Clinton Joe Biden,1
6957,Barack Obama,52,Hillary Clinton Richard Nixon,0
6958,Barack Obama,52,Hillary Clinton Ronald Reagan,0
6959,Barack Obama,52,Joe Biden Abraham Lincoln,1
6960,Barack Obama,52,Joe Biden Bernie Sanders,0
6961,Barack Obama,52,Joe Biden Donald Trump,0
6962,Barack Obama,52,Joe Biden Elizabeth Warren,0
6963,Barack Obama,52,Joe Biden George W. Bush,0
6964,Barack Obama,52,Joe Biden Hillary Clinton,0
6965,Barack Obama,52,Joe Biden Richard Nixon,0
6966,Barack Obama,52,Joe Biden Ronald Reagan,0
6967,Barack Obama,52,Richard Nixon Abraham Lincoln,1
6968,Barack Obama,52,Richard Nixon Bernie Sanders,1
6969,Barack Obama,52,Richard Nixon Donald Trump,0
6970,Barack Obama,52,Richard Nixon Elizabeth Warren,1
6971,Barack Obama,52,Richard Nixon George W. Bush,1
6972,Barack Obama,52,Richard Nixon Hillary Clinton,1
6973,Barack Obama,52,Richard Nixon Joe Biden,1
6974,Barack Obama,52,Richard Nixon Ronald Reagan,1
6975,Barack Obama,52,Ronald Reagan Abraham Lincoln,1
6976,Barack Obama,52,Ronald Reagan Bernie Sanders,1
6977,Barack Obama,52,Ronald Reagan Donald Trump,0
6978,Barack Obama,52,Ronald Reagan Elizabeth Warren,1
6979,Barack Obama,52,Ronald Reagan George W. Bush,0
6980,Barack Obama,52,Ronald Reagan Hillary Clinton,1
6981,Barack Obama,52,Ronald Reagan Joe Biden,1
6982,Barack Obama,52,Ronald Reagan Richard Nixon,0
6983,Bernie Sanders,52,Abraham Lincoln Barack Obama,1
6984,Bernie Sanders,52,Abraham Lincoln Donald Trump,0
6985,Bernie Sanders,52,Abraham Lincoln Elizabeth Warren,1
6986,Bernie Sanders,52,Abraham Lincoln George W. Bush,0
6987,Bernie Sanders,52,Abraham Lincoln Hillary Clinton,0
6988,Bernie Sanders,52,Abraham Lincoln Joe Biden,0
6989,Bernie Sanders,52,Abraham Lincoln Richard Nixon,0
6990,Bernie Sanders,52,Abraham Lincoln Ronald Reagan,0
6991,Bernie Sanders,52,Barack Obama Abraham Lincoln,0
6992,Bernie Sanders,52,Barack Obama Donald Trump,0
6993,Bernie Sanders,52,Barack Obama Elizabeth Warren,1
6994,Bernie Sanders,52,Barack Obama George W. Bush,0
6995,Bernie Sanders,52,Barack Obama Hillary Clinton,0
6996,Bernie Sanders,52,Barack Obama Joe Biden,0
6997,Bernie Sanders,52,Barack Obama Richard Nixon,0
6998,Bernie Sanders,52,Barack Obama Ronald Reagan,0
6999,Bernie Sanders,52,Donald Trump Abraham Lincoln,1
7000,Bernie Sanders,52,Donald Trump Barack Obama,1
7001,Bernie Sanders,52,Donald Trump Elizabeth Warren,1
7002,Bernie Sanders,52,Donald Trump George W. Bush,0
7003,Bernie Sanders,52,Donald Trump Hillary Clinton,1
7004,Bernie Sanders,52,Donald Trump Joe Biden,1
7005,Bernie Sanders,52,Donald Trump Richard Nixon,0
7006,Bernie Sanders,52,Donald Trump Ronald Reagan,0
7007,Bernie Sanders,52,Elizabeth Warren Abraham Lincoln,0
7008,Bernie Sanders,52,Elizabeth Warren Barack Obama,0
7009,Bernie Sanders,52,Elizabeth Warren Donald Trump,0
7010,Bernie Sanders,52,Elizabeth Warren George W. Bush,0
7011,Bernie Sanders,52,Elizabeth Warren Hillary Clinton,0
7012,Bernie Sanders,52,Elizabeth Warren Joe Biden,0
7013,Bernie Sanders,52,Elizabeth Warren Richard Nixon,0
7014,Bernie Sanders,52,Elizabeth Warren Ronald Reagan,0
7015,Bernie Sanders,52,George W. Bush Abraham Lincoln,1
7016,Bernie Sanders,52,George W. Bush Barack Obama,1
7017,Bernie Sanders,52,George W. Bush Donald Trump,1
7018,Bernie Sanders,52,George W. Bush Elizabeth Warren,1
7019,Bernie Sanders,52,George W. Bush Hillary Clinton,1
7020,Bernie Sanders,52,George W. Bush Joe Biden,1
7021,Bernie Sanders,52,George W. Bush Richard Nixon,1
7022,Bernie Sanders,52,George W. Bush Ronald Reagan,1
7023,Bernie Sanders,52,Hillary Clinton Abraham Lincoln,1
7024,Bernie Sanders,52,Hillary Clinton Barack Obama,1
7025,Bernie Sanders,52,Hillary Clinton Donald Trump,0
7026,Bernie Sanders,52,Hillary Clinton Elizabeth Warren,1
7027,Bernie Sanders,52,Hillary Clinton George W. Bush,0
7028,Bernie Sanders,52,Hillary Clinton Joe Biden,1
7029,Bernie Sanders,52,Hillary Clinton Richard Nixon,0
7030,Bernie Sanders,52,Hillary Clinton Ronald Reagan,0
7031,Bernie Sanders,52,Joe Biden Abraham Lincoln,0
7032,Bernie Sanders,52,Joe Biden Barack Obama,1
7033,Bernie Sanders,52,Joe Biden Donald Trump,0
7034,Bernie Sanders,52,Joe Biden Elizabeth Warren,1
7035,Bernie Sanders,52,Joe Biden George W. Bush,0
7036,Bernie Sanders,52,Joe Biden Hillary Clinton,0
7037,Bernie Sanders,52,Joe Biden Richard Nixon,0
7038,Bernie Sanders,52,Joe Biden Ronald Reagan,0
7039,Bernie Sanders,52,Richard Nixon Abraham Lincoln,1
7040,Bernie Sanders,52,Richard Nixon Barack Obama,1
7041,Bernie Sanders,52,Richard Nixon Donald Trump,0
7042,Bernie Sanders,52,Richard Nixon Elizabeth Warren,1
7043,Bernie Sanders,52,Richard Nixon George W. Bush,0
7044,Bernie Sanders,52,Richard Nixon Hillary Clinton,1
7045,Bernie Sanders,52,Richard Nixon Joe Biden,1
7046,Bernie Sanders,52,Richard Nixon Ronald Reagan,0
7047,Bernie Sanders,52,Ronald Reagan Abraham Lincoln,1
7048,Bernie Sanders,52,Ronald Reagan Barack Obama,1
7049,Bernie Sanders,52,Ronald Reagan Donald Trump,1
7050,Bernie Sanders,52,Ronald Reagan Elizabeth Warren,1
7051,Bernie Sanders,52,Ronald Reagan George W. Bush,0
7052,Bernie Sanders,52,Ronald Reagan Hillary Clinton,1
7053,Bernie Sanders,52,Ronald Reagan Joe Biden,1
7054,Bernie Sanders,52,Ronald Reagan Richard Nixon,1
7055,Barack Obama,53,Abraham Lincoln Bernie Sanders,1
7056,Barack Obama,53,Abraham Lincoln Donald Trump,0
7057,Barack Obama,53,Abraham Lincoln Elizabeth Warren,0
7058,Barack Obama,53,Abraham Lincoln George W. Bush,0
7059,Barack Obama,53,Abraham Lincoln Hillary Clinton,0
7060,Barack Obama,53,Abraham Lincoln Joe Biden,0
7061,Barack Obama,53,Abraham Lincoln Richard Nixon,0
7062,Barack Obama,53,Abraham Lincoln Ronald Reagan,0
7063,Barack Obama,53,Bernie Sanders Abraham Lincoln,1
7064,Barack Obama,53,Bernie Sanders Donald Trump,0
7065,Barack Obama,53,Bernie Sanders Elizabeth Warren,0
7066,Barack Obama,53,Bernie Sanders George W. Bush,0
7067,Barack Obama,53,Bernie Sanders Hillary Clinton,0
7068,Barack Obama,53,Bernie Sanders Joe Biden,1
7069,Barack Obama,53,Bernie Sanders Richard Nixon,0
7070,Barack Obama,53,Bernie Sanders Ronald Reagan,0
7071,Barack Obama,53,Donald Trump Abraham Lincoln,1
7072,Barack Obama,53,Donald Trump Bernie Sanders,1
7073,Barack Obama,53,Donald Trump Elizabeth Warren,1
7074,Barack Obama,53,Donald Trump George W. Bush,0
7075,Barack Obama,53,Donald Trump Hillary Clinton,1
7076,Barack Obama,53,Donald Trump Joe Biden,1
7077,Barack Obama,53,Donald Trump Richard Nixon,0
7078,Barack Obama,53,Donald Trump Ronald Reagan,1
7079,Barack Obama,53,Elizabeth Warren Abraham Lincoln,1
7080,Barack Obama,53,Elizabeth Warren Bernie Sanders,1
7081,Barack Obama,53,Elizabeth Warren Donald Trump,0
7082,Barack Obama,53,Elizabeth Warren George W. Bush,0
7083,Barack Obama,53,Elizabeth Warren Hillary Clinton,0
7084,Barack Obama,53,Elizabeth Warren Joe Biden,1
7085,Barack Obama,53,Elizabeth Warren Richard Nixon,0
7086,Barack Obama,53,Elizabeth Warren Ronald Reagan,0
7087,Barack Obama,53,George W. Bush Abraham Lincoln,1
7088,Barack Obama,53,George W. Bush Bernie Sanders,1
7089,Barack Obama,53,George W. Bush Donald Trump,1
7090,Barack Obama,53,George W. Bush Elizabeth Warren,1
7091,Barack Obama,53,George W. Bush Hillary Clinton,1
7092,Barack Obama,53,George W. Bush Joe Biden,1
7093,Barack Obama,53,George W. Bush Richard Nixon,0
7094,Barack Obama,53,George W. Bush Ronald Reagan,0
7095,Barack Obama,53,Hillary Clinton Abraham Lincoln,1
7096,Barack Obama,53,Hillary Clinton Bernie Sanders,1
7097,Barack Obama,53,Hillary Clinton Donald Trump,0
7098,Barack Obama,53,Hillary Clinton Elizabeth Warren,0
7099,Barack Obama,53,Hillary Clinton George W. Bush,0
7100,Barack Obama,53,Hillary Clinton Joe Biden,1
