Concept,Iteration,S_Chao1,NumberOfPeople,NumberOfTrials,Prior,Tables,Alpha,Posterior,Chain,ProbabilityOfSameTable,model_name,prompt,temperature,concept_category
Abraham Lincoln,499,1.0,25,36,Simplicity,1,0.16,-435.6298839596363,1,1.0,tulu,identity,default,politicians
Richard Nixon,499,2.0,25,36,Simplicity,2,0.16,-547.3083018553609,1,0.9232,tulu,identity,default,politicians
a seal,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,tulu,identity,default,animals
an ostrich,499,1.0,4,36,Simplicity,1,0.16,-95.75192272484242,1,1.0,tulu,identity,default,animals
a whale,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,tulu,identity,default,animals
a chicken,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,tulu,identity,default,animals
a robin,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,tulu,identity,default,animals
a finch,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,tulu,identity,default,animals
Hillary Clinton,499,2.0,23,36,Simplicity,2,0.16,-418.4115601512427,1,0.9168241965973536,tulu,identity,default,politicians
Donald Trump,499,6.666666666666666,9,36,Simplicity,4,0.16,-221.51454296333236,1,0.4814814814814814,tulu,identity,default,politicians
Joe Biden,499,3.962962962962963,27,36,Simplicity,3,0.16,-529.2817361961806,1,0.8600823045267489,tulu,identity,default,politicians
Elizabeth Warren,499,2.0,32,36,Simplicity,2,0.16,-627.098575881463,1,0.939453125,tulu,identity,default,politicians
Ronald Reagan,499,2.0,25,36,Simplicity,2,0.16,-558.7483939263938,1,0.9232,tulu,identity,default,politicians
Bernie Sanders,499,1.0,29,36,Simplicity,1,0.16,-532.6079429658012,1,1.0,tulu,identity,default,politicians
George W. Bush,499,3.9565217391304346,23,36,Simplicity,3,0.16,-537.8696726236204,1,0.8374291115311908,tulu,identity,default,politicians
Barack Obama,499,1.0,17,36,Simplicity,1,0.16,-370.61216985946345,1,1.0,tulu,identity,default,politicians
Abraham Lincoln,499,1.0,28,36,Simplicity,1,0.16,-477.9729234695585,1,1.0,tulu,identity,default,politicians
Richard Nixon,499,2.0,26,36,Simplicity,2,0.16,-560.370588375063,1,0.9260355029585798,tulu,identity,default,politicians
a seal,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,tulu,identity,default,animals
an ostrich,499,1.0,4,36,Simplicity,1,0.16,-95.75192272484242,1,1.0,tulu,identity,default,animals
a whale,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,tulu,identity,default,animals
a chicken,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,tulu,identity,default,animals
a robin,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,tulu,identity,default,animals
a finch,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,tulu,identity,default,animals
Hillary Clinton,499,2.0,23,36,Simplicity,2,0.16,-418.4115601512427,1,0.9168241965973536,tulu,identity,default,politicians
Donald Trump,499,6.666666666666666,9,36,Simplicity,4,0.16,-221.51454296333236,1,0.4814814814814814,tulu,identity,default,politicians
Joe Biden,499,3.962962962962963,27,36,Simplicity,3,0.16,-529.2817361961806,1,0.8600823045267489,tulu,identity,default,politicians
Elizabeth Warren,499,2.0,32,36,Simplicity,2,0.16,-627.098575881463,1,0.939453125,tulu,identity,default,politicians
Ronald Reagan,499,2.0,25,36,Simplicity,2,0.16,-558.7483939263938,1,0.9232,tulu,identity,default,politicians
Bernie Sanders,499,1.0,29,36,Simplicity,1,0.16,-532.6079429658012,1,1.0,tulu,identity,default,politicians
George W. Bush,499,3.9565217391304346,23,36,Simplicity,3,0.16,-537.8696726236204,1,0.8374291115311908,tulu,identity,default,politicians
Barack Obama,499,1.0,17,36,Simplicity,1,0.16,-370.61216985946345,1,1.0,tulu,identity,default,politicians
Abraham Lincoln,499,1.0,28,36,Simplicity,1,0.16,-477.9729234695585,1,1.0,tulu,identity,default,politicians
Richard Nixon,499,2.0,26,36,Simplicity,2,0.16,-560.370588375063,1,0.9260355029585798,tulu,identity,default,politicians
a seal,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,tulu,identity,default,animals
an ostrich,499,1.0,4,36,Simplicity,1,0.16,-95.75192272484242,1,1.0,tulu,identity,default,animals
a whale,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,tulu,identity,default,animals
a chicken,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,tulu,identity,default,animals
a robin,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,tulu,identity,default,animals
a finch,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,tulu,identity,default,animals
Hillary Clinton,499,2.0,23,36,Simplicity,2,0.16,-418.4115601512427,1,0.9168241965973536,tulu,identity,default,politicians
Donald Trump,499,6.666666666666666,9,36,Simplicity,4,0.16,-221.51454296333236,1,0.4814814814814814,tulu,identity,default,politicians
Joe Biden,499,3.962962962962963,27,36,Simplicity,3,0.16,-529.2817361961806,1,0.8600823045267489,tulu,identity,default,politicians
Elizabeth Warren,499,2.0,32,36,Simplicity,2,0.16,-627.098575881463,1,0.939453125,tulu,identity,default,politicians
Ronald Reagan,499,2.0,25,36,Simplicity,2,0.16,-558.7483939263938,1,0.9232,tulu,identity,default,politicians
Bernie Sanders,499,1.0,29,36,Simplicity,1,0.16,-532.6079429658012,1,1.0,tulu,identity,default,politicians
George W. Bush,499,3.9565217391304346,23,36,Simplicity,3,0.16,-537.8696726236204,1,0.8374291115311908,tulu,identity,default,politicians
Barack Obama,499,1.0,17,36,Simplicity,1,0.16,-370.61216985946345,1,1.0,tulu,identity,default,politicians
Abraham Lincoln,499,1.0,28,36,Simplicity,1,0.16,-477.9729234695585,1,1.0,tulu,identity,default,politicians
Richard Nixon,499,2.0,26,36,Simplicity,2,0.16,-560.370588375063,1,0.9260355029585798,tulu,identity,default,politicians
a seal,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,tulu,identity,default,animals
an ostrich,499,1.0,4,36,Simplicity,1,0.16,-95.75192272484242,1,1.0,tulu,identity,default,animals
a whale,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,tulu,identity,default,animals
a chicken,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,tulu,identity,default,animals
a robin,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,tulu,identity,default,animals
a finch,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,tulu,identity,default,animals
