Concept,Iteration,S_Chao1,NumberOfPeople,NumberOfTrials,Prior,Tables,Alpha,Posterior,Chain,ProbabilityOfSameTable,model_name,prompt,temperature,concept_category
a dolphin,499,1.0,44,36,Simplicity,1,0.16,-719.3219976712891,1,1.0,gemma-instruct,none,2.0,animals
Hillary Clinton,499,1.0,40,36,Simplicity,1,0.16,-346.9072586956768,1,1.0,gemma-instruct,none,2.0,politicians
Donald Trump,499,1.0,20,36,Simplicity,1,0.16,-259.9157796654468,1,1.0,gemma-instruct,none,2.0,politicians
Joe Biden,499,1.0,42,36,Simplicity,1,0.16,-253.0176080653948,1,1.0,gemma-instruct,none,2.0,politicians
Elizabeth Warren,499,1.0,58,36,Simplicity,1,0.16,-431.6901700548151,1,1.0,gemma-instruct,none,2.0,politicians
Ronald Reagan,499,1.0,63,36,Simplicity,1,0.16,-731.9059818399671,1,1.0,gemma-instruct,none,2.0,politicians
Bernie Sanders,499,1.0,66,36,Simplicity,1,0.16,-553.7816810245745,1,1.0,gemma-instruct,none,2.0,politicians
George W. Bush,499,1.0,59,36,Simplicity,1,0.16,-652.3903992347857,1,1.0,gemma-instruct,none,2.0,politicians
Barack Obama,499,1.0,37,36,Simplicity,1,0.16,-344.0405387047001,1,1.0,gemma-instruct,none,2.0,politicians
Abraham Lincoln,499,1.0,65,36,Simplicity,1,0.16,-436.8377290651889,1,1.0,gemma-instruct,none,2.0,politicians
Richard Nixon,499,1.0,42,36,Simplicity,1,0.16,-437.19773372355394,1,1.0,gemma-instruct,none,2.0,politicians
a salmon,499,1.0,25,36,Simplicity,1,0.16,-66.08674146191065,1,1.0,gemma-instruct,random,default,animals
an eagle,499,1.0,25,36,Simplicity,1,0.16,-73.5114436944188,1,1.0,gemma-instruct,random,default,animals
a seal,499,2.0,25,36,Simplicity,2,0.16,-123.65956491409588,1,0.9232,gemma-instruct,random,default,animals
an ostrich,499,1.0,25,36,Simplicity,1,0.16,-53.05817514069428,1,1.0,gemma-instruct,random,default,animals
a whale,499,1.0,25,36,Simplicity,1,0.16,-61.06946162509571,1,1.0,gemma-instruct,random,default,animals
a chicken,499,1.0,25,36,Simplicity,1,0.16,-78.32774916588644,1,1.0,gemma-instruct,random,default,animals
a penguin,499,1.0,25,36,Simplicity,1,0.16,-85.36830219192979,1,1.0,gemma-instruct,random,default,animals
a robin,499,1.0,25,36,Simplicity,1,0.16,-69.08074810949716,1,1.0,gemma-instruct,random,default,animals
a finch,499,2.0,25,36,Simplicity,2,0.16,-90.85964735861656,1,0.9232,gemma-instruct,random,default,animals
a dolphin,499,1.0,25,36,Simplicity,1,0.16,-56.05218178828079,1,1.0,gemma-instruct,random,default,animals
Hillary Clinton,499,1.0,22,36,Simplicity,1,0.16,-99.48402668666772,1,1.0,gemma-instruct,random,default,politicians
Donald Trump,499,1.0,9,36,Simplicity,1,0.16,-68.2439074601848,1,1.0,gemma-instruct,random,default,politicians
Joe Biden,499,1.0,24,36,Simplicity,1,0.16,-100.54725298703656,1,1.0,gemma-instruct,random,default,politicians
Elizabeth Warren,499,1.0,21,36,Simplicity,1,0.16,-122.8606712816333,1,1.0,gemma-instruct,random,default,politicians
Ronald Reagan,499,1.0,25,36,Simplicity,1,0.16,-148.0206385933299,1,1.0,gemma-instruct,random,default,politicians
Bernie Sanders,499,1.0,25,36,Simplicity,1,0.16,-111.50467658987272,1,1.0,gemma-instruct,random,default,politicians
George W. Bush,499,1.0,22,36,Simplicity,1,0.16,-97.52443236022242,1,1.0,gemma-instruct,random,default,politicians
Barack Obama,499,1.0,25,36,Simplicity,1,0.16,-154.95916106207594,1,1.0,gemma-instruct,random,default,politicians
Abraham Lincoln,499,1.0,25,36,Simplicity,1,0.16,-71.1040212987256,1,1.0,gemma-instruct,random,default,politicians
Richard Nixon,499,1.0,24,36,Simplicity,1,0.16,-115.91874728328968,1,1.0,gemma-instruct,random,default,politicians
a salmon,499,1.0,50,36,Simplicity,1,0.16,-90.84854961110304,1,1.0,gemma-instruct,random,default,animals
an eagle,499,1.0,50,36,Simplicity,1,0.16,-115.47142565879332,1,1.0,gemma-instruct,random,default,animals
a seal,499,2.0,50,36,Simplicity,2,0.16,-156.43822328346965,1,0.9608,gemma-instruct,random,default,animals
an ostrich,499,1.0,50,36,Simplicity,1,0.16,-64.21179382143619,1,1.0,gemma-instruct,random,default,animals
a whale,499,1.0,50,36,Simplicity,1,0.16,-103.3857580094046,1,1.0,gemma-instruct,random,default,animals
a chicken,499,1.0,50,36,Simplicity,1,0.16,-141.0289694171118,1,1.0,gemma-instruct,random,default,animals
a penguin,499,1.0,50,36,Simplicity,1,0.16,-139.67321783301426,1,1.0,gemma-instruct,random,default,animals
a robin,499,1.0,50,36,Simplicity,1,0.16,-88.88431435866721,1,1.0,gemma-instruct,random,default,animals
a finch,499,2.0,50,36,Simplicity,2,0.16,-143.33539572505646,1,0.9608,gemma-instruct,random,default,animals
a dolphin,499,1.0,50,36,Simplicity,1,0.16,-102.30387310799532,1,1.0,gemma-instruct,random,default,animals
Hillary Clinton,499,1.0,22,36,Simplicity,1,0.16,-99.48402668666772,1,1.0,gemma-instruct,random,default,politicians
Donald Trump,499,1.0,9,36,Simplicity,1,0.16,-68.2439074601848,1,1.0,gemma-instruct,random,default,politicians
Joe Biden,499,1.0,24,36,Simplicity,1,0.16,-100.54725298703656,1,1.0,gemma-instruct,random,default,politicians
Elizabeth Warren,499,1.0,21,36,Simplicity,1,0.16,-122.8606712816333,1,1.0,gemma-instruct,random,default,politicians
Ronald Reagan,499,1.0,35,36,Simplicity,1,0.16,-204.52240458846387,1,1.0,gemma-instruct,random,default,politicians
Bernie Sanders,499,1.0,48,36,Simplicity,1,0.16,-184.937331650624,1,1.0,gemma-instruct,random,default,politicians
George W. Bush,499,1.0,22,36,Simplicity,1,0.16,-97.52443236022242,1,1.0,gemma-instruct,random,default,politicians
Barack Obama,499,1.0,35,36,Simplicity,1,0.16,-200.23111128526529,1,1.0,gemma-instruct,random,default,politicians
Abraham Lincoln,499,1.0,50,36,Simplicity,1,0.16,-150.7093983109555,1,1.0,gemma-instruct,random,default,politicians
Richard Nixon,499,1.0,24,36,Simplicity,1,0.16,-115.91874728328968,1,1.0,gemma-instruct,random,default,politicians
a salmon,499,1.0,61,36,Simplicity,1,0.16,-93.61545834628124,1,1.0,gemma-instruct,random,default,animals
an eagle,499,1.0,62,36,Simplicity,1,0.16,-142.11247794796438,1,1.0,gemma-instruct,random,default,animals
a seal,499,2.0,53,36,Simplicity,2,0.16,-157.81390153157932,1,0.9629761480954075,gemma-instruct,random,default,animals
an ostrich,499,1.0,75,36,Simplicity,1,0.16,-86.20142118179645,1,1.0,gemma-instruct,random,default,animals
a whale,499,1.0,75,36,Simplicity,1,0.16,-119.92385328173964,1,1.0,gemma-instruct,random,default,animals
a chicken,499,1.0,58,36,Simplicity,1,0.16,-156.32046640261385,1,1.0,gemma-instruct,random,default,animals
a penguin,499,2.0,63,36,Simplicity,2,0.16,-182.80264987917917,1,0.9687578735197782,gemma-instruct,random,default,animals
a robin,499,1.0,62,36,Simplicity,1,0.16,-125.79961444865366,1,1.0,gemma-instruct,random,default,animals
a finch,499,2.0,69,36,Simplicity,2,0.16,-159.30972950095438,1,0.971434572568788,gemma-instruct,random,default,animals
a dolphin,499,1.0,68,36,Simplicity,1,0.16,-127.37054884175936,1,1.0,gemma-instruct,random,default,animals
Hillary Clinton,499,1.0,22,36,Simplicity,1,0.16,-99.48402668666772,1,1.0,gemma-instruct,random,default,politicians
Donald Trump,499,1.0,9,36,Simplicity,1,0.16,-68.2439074601848,1,1.0,gemma-instruct,random,default,politicians
Joe Biden,499,1.0,24,36,Simplicity,1,0.16,-100.54725298703656,1,1.0,gemma-instruct,random,default,politicians
Elizabeth Warren,499,1.0,21,36,Simplicity,1,0.16,-122.8606712816333,1,1.0,gemma-instruct,random,default,politicians
Ronald Reagan,499,1.0,35,36,Simplicity,1,0.16,-204.52240458846387,1,1.0,gemma-instruct,random,default,politicians
Bernie Sanders,499,1.0,48,36,Simplicity,1,0.16,-184.937331650624,1,1.0,gemma-instruct,random,default,politicians
George W. Bush,499,1.0,22,36,Simplicity,1,0.16,-97.52443236022242,1,1.0,gemma-instruct,random,default,politicians
Barack Obama,499,1.0,35,36,Simplicity,1,0.16,-200.23111128526529,1,1.0,gemma-instruct,random,default,politicians
Abraham Lincoln,499,2.0,72,36,Simplicity,2,0.16,-210.2790670473085,1,0.9726080246913582,gemma-instruct,random,default,politicians
Richard Nixon,499,1.0,24,36,Simplicity,1,0.16,-115.91874728328968,1,1.0,gemma-instruct,random,default,politicians
a salmon,499,1.0,61,36,Simplicity,1,0.16,-93.61545834628124,1,1.0,gemma-instruct,random,default,animals
an eagle,499,1.0,62,36,Simplicity,1,0.16,-142.11247794796438,1,1.0,gemma-instruct,random,default,animals
a seal,499,2.0,53,36,Simplicity,2,0.16,-157.81390153157932,1,0.9629761480954075,gemma-instruct,random,default,animals
an ostrich,499,1.0,77,36,Simplicity,1,0.16,-86.51290180866089,1,1.0,gemma-instruct,random,default,animals
a whale,499,1.0,80,36,Simplicity,1,0.16,-121.14955939357294,1,1.0,gemma-instruct,random,default,animals
a chicken,499,1.0,58,36,Simplicity,1,0.16,-156.32046640261385,1,1.0,gemma-instruct,random,default,animals
a penguin,499,2.0,63,36,Simplicity,2,0.16,-182.80264987917917,1,0.9687578735197782,gemma-instruct,random,default,animals
a robin,499,1.0,62,36,Simplicity,1,0.16,-125.79961444865366,1,1.0,gemma-instruct,random,default,animals
a finch,499,3.985507246376812,69,36,Simplicity,3,0.16,-158.06540314689158,1,0.9432892249527408,gemma-instruct,random,default,animals
a dolphin,499,1.0,68,36,Simplicity,1,0.16,-127.37054884175936,1,1.0,gemma-instruct,random,default,animals
Hillary Clinton,499,1.0,22,36,Simplicity,1,0.16,-99.48402668666772,1,1.0,gemma-instruct,random,default,politicians
Donald Trump,499,1.0,9,36,Simplicity,1,0.16,-68.2439074601848,1,1.0,gemma-instruct,random,default,politicians
Joe Biden,499,1.0,24,36,Simplicity,1,0.16,-100.54725298703656,1,1.0,gemma-instruct,random,default,politicians
Elizabeth Warren,499,1.0,21,36,Simplicity,1,0.16,-122.8606712816333,1,1.0,gemma-instruct,random,default,politicians
Ronald Reagan,499,1.0,35,36,Simplicity,1,0.16,-204.52240458846387,1,1.0,gemma-instruct,random,default,politicians
Bernie Sanders,499,1.0,48,36,Simplicity,1,0.16,-184.937331650624,1,1.0,gemma-instruct,random,default,politicians
George W. Bush,499,1.0,22,36,Simplicity,1,0.16,-97.52443236022242,1,1.0,gemma-instruct,random,default,politicians
Barack Obama,499,2.0,35,36,Simplicity,2,0.16,-220.4137009859336,1,0.6473469387755102,gemma-instruct,random,default,politicians
Abraham Lincoln,499,2.0,72,36,Simplicity,2,0.16,-210.2790670473085,1,0.9726080246913582,gemma-instruct,random,default,politicians
Richard Nixon,499,1.0,24,36,Simplicity,1,0.16,-115.91874728328968,1,1.0,gemma-instruct,random,default,politicians
Hillary Clinton,499,1.0,25,36,Simplicity,1,0.16,-71.40892874968017,1,1.0,gemma-instruct,nonsense,default,politicians
Donald Trump,499,1.0,21,36,Simplicity,1,0.16,-96.1987080523254,1,1.0,gemma-instruct,nonsense,default,politicians
Joe Biden,499,1.0,25,36,Simplicity,1,0.16,-73.12729448795403,1,1.0,gemma-instruct,nonsense,default,politicians
Elizabeth Warren,499,1.0,25,36,Simplicity,1,0.16,-63.397642265278726,1,1.0,gemma-instruct,nonsense,default,politicians
Ronald Reagan,499,1.0,25,36,Simplicity,1,0.16,-71.1040212987256,1,1.0,gemma-instruct,nonsense,default,politicians
Bernie Sanders,499,1.0,25,36,Simplicity,1,0.16,-110.7596088269591,1,1.0,gemma-instruct,nonsense,default,politicians
George W. Bush,499,1.0,25,36,Simplicity,1,0.16,-76.42620858649514,1,1.0,gemma-instruct,nonsense,default,politicians
Barack Obama,499,1.0,25,36,Simplicity,1,0.16,-86.33903565028785,1,1.0,gemma-instruct,nonsense,default,politicians
Abraham Lincoln,499,1.0,25,36,Simplicity,1,0.16,-58.0754549775092,1,1.0,gemma-instruct,nonsense,default,politicians
Richard Nixon,499,1.0,25,36,Simplicity,1,0.16,-71.1040212987256,1,1.0,gemma-instruct,nonsense,default,politicians
a salmon,499,1.0,25,36,Simplicity,1,0.16,-116.86935473196924,1,1.0,gemma-instruct,nonsense,default,animals
an eagle,499,1.0,25,36,Simplicity,1,0.16,-112.72194340235389,1,1.0,gemma-instruct,nonsense,default,animals
a seal,499,1.0,25,36,Simplicity,1,0.16,-83.7716690634931,1,1.0,gemma-instruct,nonsense,default,animals
an ostrich,499,1.0,25,36,Simplicity,1,0.16,-66.08674146191066,1,1.0,gemma-instruct,nonsense,default,animals
a whale,499,1.0,25,36,Simplicity,1,0.16,-92.93450085603284,1,1.0,gemma-instruct,nonsense,default,animals
a chicken,499,1.0,25,36,Simplicity,1,0.16,-115.41104259898576,1,1.0,gemma-instruct,nonsense,default,animals
a penguin,499,1.0,25,36,Simplicity,1,0.16,-126.48845861980408,1,1.0,gemma-instruct,nonsense,default,animals
a robin,499,1.0,25,36,Simplicity,1,0.16,-78.4494817757236,1,1.0,gemma-instruct,nonsense,default,animals
a finch,499,1.0,25,36,Simplicity,1,0.16,-91.1731406459854,1,1.0,gemma-instruct,nonsense,default,animals
a dolphin,499,1.0,25,36,Simplicity,1,0.16,-100.1582287231936,1,1.0,gemma-instruct,nonsense,default,animals
Hillary Clinton,499,1.0,39,36,Simplicity,1,0.16,-99.89220342406436,1,1.0,gemma-instruct,nonsense,default,politicians
Donald Trump,499,1.0,21,36,Simplicity,1,0.16,-96.1987080523254,1,1.0,gemma-instruct,nonsense,default,politicians
Joe Biden,499,1.0,41,36,Simplicity,1,0.16,-93.57289064777991,1,1.0,gemma-instruct,nonsense,default,politicians
Elizabeth Warren,499,1.0,42,36,Simplicity,1,0.16,-75.14990640931765,1,1.0,gemma-instruct,nonsense,default,politicians
Ronald Reagan,499,1.0,50,36,Simplicity,1,0.16,-160.0315736061393,1,1.0,gemma-instruct,nonsense,default,politicians
Bernie Sanders,499,2.0,50,36,Simplicity,2,0.16,-158.60867106440156,1,0.9608,gemma-instruct,nonsense,default,politicians
George W. Bush,499,1.0,41,36,Simplicity,1,0.16,-89.81125379847863,1,1.0,gemma-instruct,nonsense,default,politicians
Barack Obama,499,1.0,49,36,Simplicity,1,0.16,-129.60682134467936,1,1.0,gemma-instruct,nonsense,default,politicians
Abraham Lincoln,499,1.0,50,36,Simplicity,1,0.16,-81.3947790667746,1,1.0,gemma-instruct,nonsense,default,politicians
Richard Nixon,499,1.0,47,36,Simplicity,1,0.16,-118.33643295765832,1,1.0,gemma-instruct,nonsense,default,politicians
a salmon,499,1.0,50,36,Simplicity,1,0.16,-159.1011317742219,1,1.0,gemma-instruct,nonsense,default,animals
an eagle,499,2.0,50,36,Simplicity,2,0.16,-232.9049423472901,1,0.5648000000000001,gemma-instruct,nonsense,default,animals
a seal,499,1.0,50,36,Simplicity,1,0.16,-140.77685184782968,1,1.0,gemma-instruct,nonsense,default,animals
an ostrich,499,1.0,50,36,Simplicity,1,0.16,-105.38731096196848,1,1.0,gemma-instruct,nonsense,default,animals
a whale,499,1.0,50,36,Simplicity,1,0.16,-149.75544538986634,1,1.0,gemma-instruct,nonsense,default,animals
a chicken,499,1.0,50,36,Simplicity,1,0.16,-169.2718720713485,1,1.0,gemma-instruct,nonsense,default,animals
a penguin,499,1.0,49,36,Simplicity,1,0.16,-173.02870467962504,1,1.0,gemma-instruct,nonsense,default,animals
a robin,499,1.0,50,36,Simplicity,1,0.16,-129.36109031023463,1,1.0,gemma-instruct,nonsense,default,animals
a finch,499,1.0,50,36,Simplicity,1,0.16,-192.1048807216552,1,1.0,gemma-instruct,nonsense,default,animals
a dolphin,499,1.0,50,36,Simplicity,1,0.16,-162.5049548912218,1,1.0,gemma-instruct,nonsense,default,animals
Hillary Clinton,499,1.0,39,36,Simplicity,1,0.16,-99.89220342406436,1,1.0,gemma-instruct,nonsense,default,politicians
Donald Trump,499,1.0,21,36,Simplicity,1,0.16,-96.1987080523254,1,1.0,gemma-instruct,nonsense,default,politicians
Joe Biden,499,1.0,41,36,Simplicity,1,0.16,-93.57289064777991,1,1.0,gemma-instruct,nonsense,default,politicians
Elizabeth Warren,499,1.0,42,36,Simplicity,1,0.16,-75.14990640931765,1,1.0,gemma-instruct,nonsense,default,politicians
Ronald Reagan,499,1.0,65,36,Simplicity,1,0.16,-187.2090442524894,1,1.0,gemma-instruct,nonsense,default,politicians
Bernie Sanders,499,2.0,50,36,Simplicity,2,0.16,-158.60867106440156,1,0.9608,gemma-instruct,nonsense,default,politicians
George W. Bush,499,1.0,41,36,Simplicity,1,0.16,-89.81125379847863,1,1.0,gemma-instruct,nonsense,default,politicians
Barack Obama,499,1.0,49,36,Simplicity,1,0.16,-129.60682134467936,1,1.0,gemma-instruct,nonsense,default,politicians
Abraham Lincoln,499,1.0,69,36,Simplicity,1,0.16,-89.27284911378254,1,1.0,gemma-instruct,nonsense,default,politicians
Richard Nixon,499,1.0,47,36,Simplicity,1,0.16,-118.33643295765832,1,1.0,gemma-instruct,nonsense,default,politicians
a salmon,499,1.0,62,36,Simplicity,1,0.16,-176.2238154097638,1,1.0,gemma-instruct,nonsense,default,animals
an eagle,499,2.0,65,36,Simplicity,2,0.16,-271.15222919219707,1,0.5995266272189348,gemma-instruct,nonsense,default,animals
a seal,499,1.0,58,36,Simplicity,1,0.16,-165.88576617692854,1,1.0,gemma-instruct,nonsense,default,animals
an ostrich,499,1.0,72,36,Simplicity,1,0.16,-142.17898459620486,1,1.0,gemma-instruct,nonsense,default,animals
a whale,499,1.0,75,36,Simplicity,1,0.16,-201.1666544919024,1,1.0,gemma-instruct,nonsense,default,animals
a chicken,499,1.0,63,36,Simplicity,1,0.16,-197.17870122210468,1,1.0,gemma-instruct,nonsense,default,animals
a penguin,499,1.0,49,36,Simplicity,1,0.16,-173.02870467962504,1,1.0,gemma-instruct,nonsense,default,animals
a robin,499,1.0,53,36,Simplicity,1,0.16,-134.50581906201367,1,1.0,gemma-instruct,nonsense,default,animals
a finch,499,1.0,67,36,Simplicity,1,0.16,-227.11617542519576,1,1.0,gemma-instruct,nonsense,default,animals
a dolphin,499,1.0,56,36,Simplicity,1,0.16,-178.5138734127837,1,1.0,gemma-instruct,nonsense,default,animals
Hillary Clinton,499,1.0,39,36,Simplicity,1,0.16,-99.89220342406436,1,1.0,gemma-instruct,nonsense,default,politicians
Donald Trump,499,1.0,21,36,Simplicity,1,0.16,-96.1987080523254,1,1.0,gemma-instruct,nonsense,default,politicians
Joe Biden,499,1.0,41,36,Simplicity,1,0.16,-93.57289064777991,1,1.0,gemma-instruct,nonsense,default,politicians
Elizabeth Warren,499,1.0,42,36,Simplicity,1,0.16,-75.14990640931765,1,1.0,gemma-instruct,nonsense,default,politicians
Ronald Reagan,499,1.0,65,36,Simplicity,1,0.16,-187.2090442524894,1,1.0,gemma-instruct,nonsense,default,politicians
Bernie Sanders,499,2.0,50,36,Simplicity,2,0.16,-158.60867106440156,1,0.9608,gemma-instruct,nonsense,default,politicians
George W. Bush,499,1.0,41,36,Simplicity,1,0.16,-89.81125379847863,1,1.0,gemma-instruct,nonsense,default,politicians
Barack Obama,499,1.0,49,36,Simplicity,1,0.16,-129.60682134467936,1,1.0,gemma-instruct,nonsense,default,politicians
Abraham Lincoln,499,1.0,69,36,Simplicity,1,0.16,-89.27284911378254,1,1.0,gemma-instruct,nonsense,default,politicians
Richard Nixon,499,1.0,47,36,Simplicity,1,0.16,-118.33643295765832,1,1.0,gemma-instruct,nonsense,default,politicians
a salmon,499,1.0,62,36,Simplicity,1,0.16,-176.2238154097638,1,1.0,gemma-instruct,nonsense,default,animals
an eagle,499,2.0,65,36,Simplicity,2,0.16,-266.9847372735415,1,0.5626035502958581,gemma-instruct,nonsense,default,animals
a seal,499,1.0,58,36,Simplicity,1,0.16,-165.88576617692854,1,1.0,gemma-instruct,nonsense,default,animals
an ostrich,499,1.0,72,36,Simplicity,1,0.16,-142.17898459620486,1,1.0,gemma-instruct,nonsense,default,animals
a whale,499,1.0,77,36,Simplicity,1,0.16,-206.38860101936143,1,1.0,gemma-instruct,nonsense,default,animals
a chicken,499,1.0,63,36,Simplicity,1,0.16,-197.17870122210468,1,1.0,gemma-instruct,nonsense,default,animals
a penguin,499,1.0,49,36,Simplicity,1,0.16,-173.02870467962504,1,1.0,gemma-instruct,nonsense,default,animals
a robin,499,1.0,53,36,Simplicity,1,0.16,-134.50581906201367,1,1.0,gemma-instruct,nonsense,default,animals
a finch,499,1.0,67,36,Simplicity,1,0.16,-227.11617542519576,1,1.0,gemma-instruct,nonsense,default,animals
a dolphin,499,1.0,56,36,Simplicity,1,0.16,-178.5138734127837,1,1.0,gemma-instruct,nonsense,default,animals
Hillary Clinton,499,1.0,11,36,Simplicity,1,0.16,-101.30220201019608,1,1.0,gemma-instruct,identity,default,politicians
Elizabeth Warren,499,1.0,11,36,Simplicity,1,0.16,-76.59596975638928,1,1.0,gemma-instruct,identity,default,politicians
Ronald Reagan,499,1.0,12,36,Simplicity,1,0.16,-102.23393677818186,1,1.0,gemma-instruct,identity,default,politicians
Bernie Sanders,499,1.0,25,36,Simplicity,1,0.16,-185.8504573335824,1,1.0,gemma-instruct,identity,default,politicians
Joe Biden,499,1.0,3,36,Simplicity,1,0.16,-43.686814567241136,1,1.0,gemma-instruct,identity,default,politicians
Barack Obama,499,1.0,3,36,Simplicity,1,0.16,-51.494883623574296,1,1.0,gemma-instruct,identity,default,politicians
Abraham Lincoln,499,1.0,15,36,Simplicity,1,0.16,-53.187718008989705,1,1.0,gemma-instruct,identity,default,politicians
Richard Nixon,499,1.0,13,36,Simplicity,1,0.16,-92.10149400469118,1,1.0,gemma-instruct,identity,default,politicians
a salmon,499,1.0,25,36,Simplicity,1,0.16,-124.10426687412678,1,1.0,gemma-instruct,identity,default,animals
an eagle,499,1.0,25,36,Simplicity,1,0.16,-142.14361720355774,1,1.0,gemma-instruct,identity,default,animals
a seal,499,1.0,25,36,Simplicity,1,0.16,-174.68901988148386,1,1.0,gemma-instruct,identity,default,animals
an ostrich,499,1.0,25,36,Simplicity,1,0.16,-112.22724586104866,1,1.0,gemma-instruct,identity,default,animals
a whale,499,1.0,25,36,Simplicity,1,0.16,-139.15297812239925,1,1.0,gemma-instruct,identity,default,animals
a chicken,499,1.0,25,36,Simplicity,1,0.16,-136.75036434771218,1,1.0,gemma-instruct,identity,default,animals
a penguin,499,1.0,25,36,Simplicity,1,0.16,-162.42013061088986,1,1.0,gemma-instruct,identity,default,animals
a robin,499,1.0,25,36,Simplicity,1,0.16,-133.44556728444957,1,1.0,gemma-instruct,identity,default,animals
a finch,499,1.0,25,36,Simplicity,1,0.16,-113.86805020264616,1,1.0,gemma-instruct,identity,default,animals
a dolphin,499,1.0,25,36,Simplicity,1,0.16,-116.90532459221308,1,1.0,gemma-instruct,identity,default,animals
Hillary Clinton,499,1.0,11,36,Simplicity,1,0.16,-101.30220201019608,1,1.0,gemma-instruct,identity,default,politicians
Elizabeth Warren,499,1.0,11,36,Simplicity,1,0.16,-76.59596975638928,1,1.0,gemma-instruct,identity,default,politicians
Ronald Reagan,499,1.0,12,36,Simplicity,1,0.16,-102.23393677818186,1,1.0,gemma-instruct,identity,default,politicians
Bernie Sanders,499,1.0,50,36,Simplicity,1,0.16,-308.6644984824393,1,1.0,gemma-instruct,identity,default,politicians
Joe Biden,499,1.0,3,36,Simplicity,1,0.16,-43.686814567241136,1,1.0,gemma-instruct,identity,default,politicians
Barack Obama,499,1.0,3,36,Simplicity,1,0.16,-51.494883623574296,1,1.0,gemma-instruct,identity,default,politicians
Abraham Lincoln,499,1.0,15,36,Simplicity,1,0.16,-53.187718008989705,1,1.0,gemma-instruct,identity,default,politicians
Richard Nixon,499,1.0,13,36,Simplicity,1,0.16,-92.10149400469118,1,1.0,gemma-instruct,identity,default,politicians
a salmon,499,1.0,50,36,Simplicity,1,0.16,-196.3765828716042,1,1.0,gemma-instruct,identity,default,animals
an eagle,499,1.0,50,36,Simplicity,1,0.16,-246.27355646696947,1,1.0,gemma-instruct,identity,default,animals
a seal,499,1.0,50,36,Simplicity,1,0.16,-275.1476083424443,1,1.0,gemma-instruct,identity,default,animals
an ostrich,499,1.0,50,36,Simplicity,1,0.16,-169.62122019213845,1,1.0,gemma-instruct,identity,default,animals
a whale,499,1.0,50,36,Simplicity,1,0.16,-218.69265600412092,1,1.0,gemma-instruct,identity,default,animals
a chicken,499,1.0,50,36,Simplicity,1,0.16,-200.80785027317165,1,1.0,gemma-instruct,identity,default,animals
a penguin,499,1.0,50,36,Simplicity,1,0.16,-251.59695389995207,1,1.0,gemma-instruct,identity,default,animals
a robin,499,1.0,50,36,Simplicity,1,0.16,-222.93391302911584,1,1.0,gemma-instruct,identity,default,animals
a finch,499,1.0,50,36,Simplicity,1,0.16,-168.80343661016522,1,1.0,gemma-instruct,identity,default,animals
a dolphin,499,1.0,50,36,Simplicity,1,0.16,-174.22395653508056,1,1.0,gemma-instruct,identity,default,animals
Hillary Clinton,499,1.0,11,36,Simplicity,1,0.16,-101.30220201019608,1,1.0,gemma-instruct,identity,default,politicians
Elizabeth Warren,499,1.0,11,36,Simplicity,1,0.16,-76.59596975638928,1,1.0,gemma-instruct,identity,default,politicians
Ronald Reagan,499,1.0,12,36,Simplicity,1,0.16,-102.23393677818186,1,1.0,gemma-instruct,identity,default,politicians
Bernie Sanders,499,1.0,59,36,Simplicity,1,0.16,-352.64382298708506,1,1.0,gemma-instruct,identity,default,politicians
Joe Biden,499,1.0,3,36,Simplicity,1,0.16,-43.686814567241136,1,1.0,gemma-instruct,identity,default,politicians
Barack Obama,499,1.0,3,36,Simplicity,1,0.16,-51.494883623574296,1,1.0,gemma-instruct,identity,default,politicians
Abraham Lincoln,499,1.0,15,36,Simplicity,1,0.16,-53.187718008989705,1,1.0,gemma-instruct,identity,default,politicians
Richard Nixon,499,1.0,13,36,Simplicity,1,0.16,-92.10149400469118,1,1.0,gemma-instruct,identity,default,politicians
a salmon,499,1.0,75,36,Simplicity,1,0.16,-276.1847971839199,1,1.0,gemma-instruct,identity,default,animals
an eagle,499,1.0,75,36,Simplicity,1,0.16,-347.6288028139708,1,1.0,gemma-instruct,identity,default,animals
a seal,499,2.0,75,36,Simplicity,2,0.16,-400.054466762983,1,0.5747555555555556,gemma-instruct,identity,default,animals
an ostrich,499,1.0,75,36,Simplicity,1,0.16,-244.20145974517868,1,1.0,gemma-instruct,identity,default,animals
a whale,499,1.0,75,36,Simplicity,1,0.16,-320.3084687156028,1,1.0,gemma-instruct,identity,default,animals
a chicken,499,1.0,75,36,Simplicity,1,0.16,-254.54509826486537,1,1.0,gemma-instruct,identity,default,animals
a penguin,499,1.0,75,36,Simplicity,1,0.16,-338.50789967135694,1,1.0,gemma-instruct,identity,default,animals
a robin,499,2.0,73,36,Simplicity,2,0.16,-326.460679168247,1,0.7838243572902983,gemma-instruct,identity,default,animals
a finch,499,1.0,75,36,Simplicity,1,0.16,-260.59382382141973,1,1.0,gemma-instruct,identity,default,animals
a dolphin,499,1.0,75,36,Simplicity,1,0.16,-253.88585146134685,1,1.0,gemma-instruct,identity,default,animals
Hillary Clinton,499,1.0,11,36,Simplicity,1,0.16,-101.30220201019608,1,1.0,gemma-instruct,identity,default,politicians
Elizabeth Warren,499,1.0,11,36,Simplicity,1,0.16,-76.59596975638928,1,1.0,gemma-instruct,identity,default,politicians
Ronald Reagan,499,1.0,12,36,Simplicity,1,0.16,-102.23393677818186,1,1.0,gemma-instruct,identity,default,politicians
