ID,Table,Concept,model_name,prompt,temperature,concept_category
432,0,a whale,zephyr-mistral,nonsense,default,animals
434,0,a whale,zephyr-mistral,nonsense,default,animals
455,0,a whale,zephyr-mistral,nonsense,default,animals
462,0,a whale,zephyr-mistral,nonsense,default,animals
464,0,a whale,zephyr-mistral,nonsense,default,animals
465,0,a whale,zephyr-mistral,nonsense,default,animals
472,0,a whale,zephyr-mistral,nonsense,default,animals
481,0,a whale,zephyr-mistral,nonsense,default,animals
515,0,a whale,zephyr-mistral,nonsense,default,animals
528,0,a whale,zephyr-mistral,nonsense,default,animals
529,0,a whale,zephyr-mistral,nonsense,default,animals
537,0,a whale,zephyr-mistral,nonsense,default,animals
538,0,a whale,zephyr-mistral,nonsense,default,animals
543,0,a whale,zephyr-mistral,nonsense,default,animals
546,0,a whale,zephyr-mistral,nonsense,default,animals
565,0,a whale,zephyr-mistral,nonsense,default,animals
566,0,a whale,zephyr-mistral,nonsense,default,animals
571,0,a whale,zephyr-mistral,nonsense,default,animals
586,0,a whale,zephyr-mistral,nonsense,default,animals
606,0,a whale,zephyr-mistral,nonsense,default,animals
612,0,a whale,zephyr-mistral,nonsense,default,animals
614,0,a whale,zephyr-mistral,nonsense,default,animals
646,0,a whale,zephyr-mistral,nonsense,default,animals
668,0,a whale,zephyr-mistral,nonsense,default,animals
669,0,a whale,zephyr-mistral,nonsense,default,animals
683,0,a whale,zephyr-mistral,nonsense,default,animals
684,0,a whale,zephyr-mistral,nonsense,default,animals
715,0,a whale,zephyr-mistral,nonsense,default,animals
720,0,a whale,zephyr-mistral,nonsense,default,animals
723,0,a whale,zephyr-mistral,nonsense,default,animals
746,0,a whale,zephyr-mistral,nonsense,default,animals
752,0,a whale,zephyr-mistral,nonsense,default,animals
759,0,a whale,zephyr-mistral,nonsense,default,animals
762,0,a whale,zephyr-mistral,nonsense,default,animals
764,0,a whale,zephyr-mistral,nonsense,default,animals
770,0,a whale,zephyr-mistral,nonsense,default,animals
779,0,a whale,zephyr-mistral,nonsense,default,animals
783,0,a whale,zephyr-mistral,nonsense,default,animals
790,0,a whale,zephyr-mistral,nonsense,default,animals
797,0,a whale,zephyr-mistral,nonsense,default,animals
809,0,a whale,zephyr-mistral,nonsense,default,animals
820,0,a whale,zephyr-mistral,nonsense,default,animals
825,0,a whale,zephyr-mistral,nonsense,default,animals
862,0,a whale,zephyr-mistral,nonsense,default,animals
866,0,a whale,zephyr-mistral,nonsense,default,animals
884,0,a whale,zephyr-mistral,nonsense,default,animals
887,0,a whale,zephyr-mistral,nonsense,default,animals
14,0,a penguin,zephyr-mistral,nonsense,default,animals
18,0,a penguin,zephyr-mistral,nonsense,default,animals
23,0,a penguin,zephyr-mistral,nonsense,default,animals
57,0,a penguin,zephyr-mistral,nonsense,default,animals
58,0,a penguin,zephyr-mistral,nonsense,default,animals
61,0,a penguin,zephyr-mistral,nonsense,default,animals
108,0,a penguin,zephyr-mistral,nonsense,default,animals
133,0,a penguin,zephyr-mistral,nonsense,default,animals
138,0,a penguin,zephyr-mistral,nonsense,default,animals
152,0,a penguin,zephyr-mistral,nonsense,default,animals
160,0,a penguin,zephyr-mistral,nonsense,default,animals
179,0,a penguin,zephyr-mistral,nonsense,default,animals
188,0,a penguin,zephyr-mistral,nonsense,default,animals
194,0,a penguin,zephyr-mistral,nonsense,default,animals
199,0,a penguin,zephyr-mistral,nonsense,default,animals
200,0,a penguin,zephyr-mistral,nonsense,default,animals
203,0,a penguin,zephyr-mistral,nonsense,default,animals
244,0,a penguin,zephyr-mistral,nonsense,default,animals
252,0,a penguin,zephyr-mistral,nonsense,default,animals
262,0,a penguin,zephyr-mistral,nonsense,default,animals
278,0,a penguin,zephyr-mistral,nonsense,default,animals
280,0,a penguin,zephyr-mistral,nonsense,default,animals
281,0,a penguin,zephyr-mistral,nonsense,default,animals
282,0,a penguin,zephyr-mistral,nonsense,default,animals
284,0,a penguin,zephyr-mistral,nonsense,default,animals
297,0,a penguin,zephyr-mistral,nonsense,default,animals
314,0,a penguin,zephyr-mistral,nonsense,default,animals
320,0,a penguin,zephyr-mistral,nonsense,default,animals
330,0,a penguin,zephyr-mistral,nonsense,default,animals
351,0,a penguin,zephyr-mistral,nonsense,default,animals
355,0,a penguin,zephyr-mistral,nonsense,default,animals
358,0,a penguin,zephyr-mistral,nonsense,default,animals
362,0,a penguin,zephyr-mistral,nonsense,default,animals
371,0,a penguin,zephyr-mistral,nonsense,default,animals
397,0,a penguin,zephyr-mistral,nonsense,default,animals
404,0,a penguin,zephyr-mistral,nonsense,default,animals
410,0,a penguin,zephyr-mistral,nonsense,default,animals
426,0,a penguin,zephyr-mistral,nonsense,default,animals
505,0,a penguin,zephyr-mistral,nonsense,default,animals
540,0,a penguin,zephyr-mistral,nonsense,default,animals
550,0,a penguin,zephyr-mistral,nonsense,default,animals
554,0,a penguin,zephyr-mistral,nonsense,default,animals
561,0,a penguin,zephyr-mistral,nonsense,default,animals
563,0,a penguin,zephyr-mistral,nonsense,default,animals
583,0,a penguin,zephyr-mistral,nonsense,default,animals
585,0,a penguin,zephyr-mistral,nonsense,default,animals
588,0,a penguin,zephyr-mistral,nonsense,default,animals
601,0,a penguin,zephyr-mistral,nonsense,default,animals
602,0,a penguin,zephyr-mistral,nonsense,default,animals
621,0,a penguin,zephyr-mistral,nonsense,default,animals
628,0,a penguin,zephyr-mistral,nonsense,default,animals
641,0,a penguin,zephyr-mistral,nonsense,default,animals
648,0,a penguin,zephyr-mistral,nonsense,default,animals
657,0,a penguin,zephyr-mistral,nonsense,default,animals
661,0,a penguin,zephyr-mistral,nonsense,default,animals
686,0,a penguin,zephyr-mistral,nonsense,default,animals
687,0,a penguin,zephyr-mistral,nonsense,default,animals
691,0,a penguin,zephyr-mistral,nonsense,default,animals
701,0,a penguin,zephyr-mistral,nonsense,default,animals
703,0,a penguin,zephyr-mistral,nonsense,default,animals
729,0,a penguin,zephyr-mistral,nonsense,default,animals
736,0,a penguin,zephyr-mistral,nonsense,default,animals
753,0,a penguin,zephyr-mistral,nonsense,default,animals
755,0,a penguin,zephyr-mistral,nonsense,default,animals
767,0,a penguin,zephyr-mistral,nonsense,default,animals
778,0,a penguin,zephyr-mistral,nonsense,default,animals
791,0,a penguin,zephyr-mistral,nonsense,default,animals
802,0,a penguin,zephyr-mistral,nonsense,default,animals
814,0,a penguin,zephyr-mistral,nonsense,default,animals
823,0,a penguin,zephyr-mistral,nonsense,default,animals
828,0,a penguin,zephyr-mistral,nonsense,default,animals
833,0,a penguin,zephyr-mistral,nonsense,default,animals
835,0,a penguin,zephyr-mistral,nonsense,default,animals
836,0,a penguin,zephyr-mistral,nonsense,default,animals
849,0,a penguin,zephyr-mistral,nonsense,default,animals
853,0,a penguin,zephyr-mistral,nonsense,default,animals
854,0,a penguin,zephyr-mistral,nonsense,default,animals
857,0,a penguin,zephyr-mistral,nonsense,default,animals
865,0,a penguin,zephyr-mistral,nonsense,default,animals
881,0,a penguin,zephyr-mistral,nonsense,default,animals
898,0,a penguin,zephyr-mistral,nonsense,default,animals
21,0,a finch,zephyr-mistral,nonsense,default,animals
25,0,a finch,zephyr-mistral,nonsense,default,animals
51,0,a finch,zephyr-mistral,nonsense,default,animals
83,0,a finch,zephyr-mistral,nonsense,default,animals
87,0,a finch,zephyr-mistral,nonsense,default,animals
101,0,a finch,zephyr-mistral,nonsense,default,animals
110,0,a finch,zephyr-mistral,nonsense,default,animals
114,0,a finch,zephyr-mistral,nonsense,default,animals
145,0,a finch,zephyr-mistral,nonsense,default,animals
156,0,a finch,zephyr-mistral,nonsense,default,animals
164,0,a finch,zephyr-mistral,nonsense,default,animals
165,0,a finch,zephyr-mistral,nonsense,default,animals
171,0,a finch,zephyr-mistral,nonsense,default,animals
173,0,a finch,zephyr-mistral,nonsense,default,animals
175,0,a finch,zephyr-mistral,nonsense,default,animals
176,0,a finch,zephyr-mistral,nonsense,default,animals
183,0,a finch,zephyr-mistral,nonsense,default,animals
193,0,a finch,zephyr-mistral,nonsense,default,animals
201,0,a finch,zephyr-mistral,nonsense,default,animals
215,0,a finch,zephyr-mistral,nonsense,default,animals
231,0,a finch,zephyr-mistral,nonsense,default,animals
233,0,a finch,zephyr-mistral,nonsense,default,animals
249,0,a finch,zephyr-mistral,nonsense,default,animals
266,0,a finch,zephyr-mistral,nonsense,default,animals
268,0,a finch,zephyr-mistral,nonsense,default,animals
275,0,a finch,zephyr-mistral,nonsense,default,animals
276,0,a finch,zephyr-mistral,nonsense,default,animals
289,0,a finch,zephyr-mistral,nonsense,default,animals
294,0,a finch,zephyr-mistral,nonsense,default,animals
295,0,a finch,zephyr-mistral,nonsense,default,animals
305,0,a finch,zephyr-mistral,nonsense,default,animals
309,0,a finch,zephyr-mistral,nonsense,default,animals
326,0,a finch,zephyr-mistral,nonsense,default,animals
344,0,a finch,zephyr-mistral,nonsense,default,animals
365,0,a finch,zephyr-mistral,nonsense,default,animals
380,0,a finch,zephyr-mistral,nonsense,default,animals
392,0,a finch,zephyr-mistral,nonsense,default,animals
395,0,a finch,zephyr-mistral,nonsense,default,animals
421,0,a finch,zephyr-mistral,nonsense,default,animals
442,0,a finch,zephyr-mistral,nonsense,default,animals
447,0,a finch,zephyr-mistral,nonsense,default,animals
448,0,a finch,zephyr-mistral,nonsense,default,animals
452,0,a finch,zephyr-mistral,nonsense,default,animals
453,0,a finch,zephyr-mistral,nonsense,default,animals
461,0,a finch,zephyr-mistral,nonsense,default,animals
486,0,a finch,zephyr-mistral,nonsense,default,animals
490,0,a finch,zephyr-mistral,nonsense,default,animals
502,0,a finch,zephyr-mistral,nonsense,default,animals
507,0,a finch,zephyr-mistral,nonsense,default,animals
539,0,a finch,zephyr-mistral,nonsense,default,animals
553,0,a finch,zephyr-mistral,nonsense,default,animals
556,0,a finch,zephyr-mistral,nonsense,default,animals
579,0,a finch,zephyr-mistral,nonsense,default,animals
582,0,a finch,zephyr-mistral,nonsense,default,animals
599,0,a finch,zephyr-mistral,nonsense,default,animals
622,0,a finch,zephyr-mistral,nonsense,default,animals
640,0,a finch,zephyr-mistral,nonsense,default,animals
649,0,a finch,zephyr-mistral,nonsense,default,animals
654,0,a finch,zephyr-mistral,nonsense,default,animals
671,0,a finch,zephyr-mistral,nonsense,default,animals
674,0,a finch,zephyr-mistral,nonsense,default,animals
677,0,a finch,zephyr-mistral,nonsense,default,animals
690,0,a finch,zephyr-mistral,nonsense,default,animals
694,0,a finch,zephyr-mistral,nonsense,default,animals
712,0,a finch,zephyr-mistral,nonsense,default,animals
722,0,a finch,zephyr-mistral,nonsense,default,animals
756,0,a finch,zephyr-mistral,nonsense,default,animals
761,0,a finch,zephyr-mistral,nonsense,default,animals
769,0,a finch,zephyr-mistral,nonsense,default,animals
774,0,a finch,zephyr-mistral,nonsense,default,animals
800,0,a finch,zephyr-mistral,nonsense,default,animals
805,0,a finch,zephyr-mistral,nonsense,default,animals
818,0,a finch,zephyr-mistral,nonsense,default,animals
831,0,a finch,zephyr-mistral,nonsense,default,animals
855,0,a finch,zephyr-mistral,nonsense,default,animals
871,0,a finch,zephyr-mistral,nonsense,default,animals
873,0,a finch,zephyr-mistral,nonsense,default,animals
874,0,a finch,zephyr-mistral,nonsense,default,animals
880,0,a finch,zephyr-mistral,nonsense,default,animals
892,0,a finch,zephyr-mistral,nonsense,default,animals
895,0,a finch,zephyr-mistral,nonsense,default,animals
21,0,a finch,zephyr-mistral,identity,default,animals
51,0,a finch,zephyr-mistral,identity,default,animals
78,0,a finch,zephyr-mistral,identity,default,animals
83,0,a finch,zephyr-mistral,identity,default,animals
87,0,a finch,zephyr-mistral,identity,default,animals
91,0,a finch,zephyr-mistral,identity,default,animals
101,0,a finch,zephyr-mistral,identity,default,animals
110,0,a finch,zephyr-mistral,identity,default,animals
114,0,a finch,zephyr-mistral,identity,default,animals
124,0,a finch,zephyr-mistral,identity,default,animals
144,0,a finch,zephyr-mistral,identity,default,animals
145,0,a finch,zephyr-mistral,identity,default,animals
156,0,a finch,zephyr-mistral,identity,default,animals
164,0,a finch,zephyr-mistral,identity,default,animals
165,0,a finch,zephyr-mistral,identity,default,animals
171,0,a finch,zephyr-mistral,identity,default,animals
173,0,a finch,zephyr-mistral,identity,default,animals
175,0,a finch,zephyr-mistral,identity,default,animals
176,0,a finch,zephyr-mistral,identity,default,animals
183,0,a finch,zephyr-mistral,identity,default,animals
193,0,a finch,zephyr-mistral,identity,default,animals
215,0,a finch,zephyr-mistral,identity,default,animals
220,0,a finch,zephyr-mistral,identity,default,animals
231,0,a finch,zephyr-mistral,identity,default,animals
233,0,a finch,zephyr-mistral,identity,default,animals
246,0,a finch,zephyr-mistral,identity,default,animals
249,0,a finch,zephyr-mistral,identity,default,animals
268,0,a finch,zephyr-mistral,identity,default,animals
275,0,a finch,zephyr-mistral,identity,default,animals
276,0,a finch,zephyr-mistral,identity,default,animals
288,0,a finch,zephyr-mistral,identity,default,animals
295,0,a finch,zephyr-mistral,identity,default,animals
309,0,a finch,zephyr-mistral,identity,default,animals
326,0,a finch,zephyr-mistral,identity,default,animals
328,0,a finch,zephyr-mistral,identity,default,animals
365,0,a finch,zephyr-mistral,identity,default,animals
380,0,a finch,zephyr-mistral,identity,default,animals
392,0,a finch,zephyr-mistral,identity,default,animals
395,0,a finch,zephyr-mistral,identity,default,animals
401,0,a finch,zephyr-mistral,identity,default,animals
413,0,a finch,zephyr-mistral,identity,default,animals
435,0,a finch,zephyr-mistral,identity,default,animals
442,0,a finch,zephyr-mistral,identity,default,animals
448,0,a finch,zephyr-mistral,identity,default,animals
452,0,a finch,zephyr-mistral,identity,default,animals
453,0,a finch,zephyr-mistral,identity,default,animals
461,0,a finch,zephyr-mistral,identity,default,animals
486,0,a finch,zephyr-mistral,identity,default,animals
490,0,a finch,zephyr-mistral,identity,default,animals
495,0,a finch,zephyr-mistral,identity,default,animals
501,0,a finch,zephyr-mistral,identity,default,animals
502,0,a finch,zephyr-mistral,identity,default,animals
507,0,a finch,zephyr-mistral,identity,default,animals
539,0,a finch,zephyr-mistral,identity,default,animals
553,0,a finch,zephyr-mistral,identity,default,animals
556,0,a finch,zephyr-mistral,identity,default,animals
576,0,a finch,zephyr-mistral,identity,default,animals
579,0,a finch,zephyr-mistral,identity,default,animals
582,0,a finch,zephyr-mistral,identity,default,animals
598,0,a finch,zephyr-mistral,identity,default,animals
599,0,a finch,zephyr-mistral,identity,default,animals
624,0,a finch,zephyr-mistral,identity,default,animals
640,0,a finch,zephyr-mistral,identity,default,animals
642,0,a finch,zephyr-mistral,identity,default,animals
644,0,a finch,zephyr-mistral,identity,default,animals
649,0,a finch,zephyr-mistral,identity,default,animals
650,0,a finch,zephyr-mistral,identity,default,animals
654,0,a finch,zephyr-mistral,identity,default,animals
658,0,a finch,zephyr-mistral,identity,default,animals
671,0,a finch,zephyr-mistral,identity,default,animals
674,0,a finch,zephyr-mistral,identity,default,animals
677,0,a finch,zephyr-mistral,identity,default,animals
678,0,a finch,zephyr-mistral,identity,default,animals
690,0,a finch,zephyr-mistral,identity,default,animals
694,0,a finch,zephyr-mistral,identity,default,animals
712,0,a finch,zephyr-mistral,identity,default,animals
717,0,a finch,zephyr-mistral,identity,default,animals
724,0,a finch,zephyr-mistral,identity,default,animals
761,0,a finch,zephyr-mistral,identity,default,animals
769,0,a finch,zephyr-mistral,identity,default,animals
772,0,a finch,zephyr-mistral,identity,default,animals
774,0,a finch,zephyr-mistral,identity,default,animals
800,0,a finch,zephyr-mistral,identity,default,animals
805,0,a finch,zephyr-mistral,identity,default,animals
818,0,a finch,zephyr-mistral,identity,default,animals
831,0,a finch,zephyr-mistral,identity,default,animals
871,0,a finch,zephyr-mistral,identity,default,animals
873,0,a finch,zephyr-mistral,identity,default,animals
880,0,a finch,zephyr-mistral,identity,default,animals
895,0,a finch,zephyr-mistral,identity,default,animals
