Concept,Iteration,S_Chao1,NumberOfPeople,NumberOfTrials,Prior,Tables,Alpha,Posterior,Chain,ProbabilityOfSameTable,model_name,prompt,temperature,concept_category
a salmon,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,identity,default,animals
an eagle,499,7.6,5,36,Simplicity,4,0.16,-131.04332423422687,1,0.28,mistral-instruct,identity,default,animals
a seal,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,mistral-instruct,identity,default,animals
an ostrich,499,20.33333333333333,9,36,Simplicity,7,0.16,-230.4435704334867,1,0.1851851851851851,mistral-instruct,identity,default,animals
a whale,499,7.6,5,36,Simplicity,4,0.16,-127.08132129649373,1,0.28,mistral-instruct,identity,default,animals
a penguin,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,mistral-instruct,identity,default,animals
a robin,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,identity,default,animals
a finch,499,4.5,4,36,Simplicity,3,0.16,-102.49958635276816,1,0.375,mistral-instruct,identity,default,animals
a dolphin,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,identity,default,animals
Hillary Clinton,499,1.0,27,36,Simplicity,1,0.16,-419.7195326127742,1,1.0,mistral-instruct,identity,default,politicians
Donald Trump,499,2.0,13,36,Simplicity,2,0.16,-310.29647425042657,1,0.8579881656804735,mistral-instruct,identity,default,politicians
Joe Biden,499,2.0,6,36,Simplicity,2,0.16,-143.1124299636001,1,0.7222222222222223,mistral-instruct,identity,default,politicians
Elizabeth Warren,499,1.0,2,36,Simplicity,1,0.16,-40.203075358331134,1,1.0,mistral-instruct,identity,default,politicians
Ronald Reagan,499,1.0,16,36,Simplicity,1,0.16,-343.344799066956,1,1.0,mistral-instruct,identity,default,politicians
Bernie Sanders,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,mistral-instruct,identity,default,politicians
George W. Bush,499,1.0,19,36,Simplicity,1,0.16,-382.49039408623526,1,1.0,mistral-instruct,identity,default,politicians
Barack Obama,499,1.0,15,36,Simplicity,1,0.16,-277.5207743701456,1,1.0,mistral-instruct,identity,default,politicians
Abraham Lincoln,499,1.0,28,36,Simplicity,1,0.16,-484.0855111750912,1,1.0,mistral-instruct,identity,default,politicians
Richard Nixon,499,2.0,24,36,Simplicity,2,0.16,-474.7410735251073,1,0.9201388888888892,mistral-instruct,identity,default,politicians
a salmon,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,identity,default,animals
an eagle,499,7.6,5,36,Simplicity,4,0.16,-131.04332423422687,1,0.28,mistral-instruct,identity,default,animals
a seal,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,mistral-instruct,identity,default,animals
an ostrich,499,20.33333333333333,9,36,Simplicity,7,0.16,-230.4435704334867,1,0.1851851851851851,mistral-instruct,identity,default,animals
a whale,499,7.6,5,36,Simplicity,4,0.16,-127.08132129649373,1,0.28,mistral-instruct,identity,default,animals
a penguin,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,mistral-instruct,identity,default,animals
a robin,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,identity,default,animals
a finch,499,8.5,4,36,Simplicity,4,0.16,-102.99124783098016,1,0.25,mistral-instruct,identity,default,animals
a dolphin,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,mistral-instruct,identity,default,animals
Hillary Clinton,499,1.0,27,36,Simplicity,1,0.16,-419.7195326127742,1,1.0,mistral-instruct,identity,default,politicians
Donald Trump,499,3.9230769230769234,13,36,Simplicity,3,0.16,-303.8716080199175,1,0.727810650887574,mistral-instruct,identity,default,politicians
Joe Biden,499,2.0,6,36,Simplicity,2,0.16,-143.1124299636001,1,0.7222222222222223,mistral-instruct,identity,default,politicians
Elizabeth Warren,499,1.0,2,36,Simplicity,1,0.16,-40.203075358331134,1,1.0,mistral-instruct,identity,default,politicians
Ronald Reagan,499,1.0,16,36,Simplicity,1,0.16,-343.344799066956,1,1.0,mistral-instruct,identity,default,politicians
Bernie Sanders,499,2.5,2,36,Simplicity,2,0.16,-50.59974418087606,1,0.5,mistral-instruct,identity,default,politicians
George W. Bush,499,1.0,19,36,Simplicity,1,0.16,-382.49039408623526,1,1.0,mistral-instruct,identity,default,politicians
Barack Obama,499,2.0,15,36,Simplicity,2,0.16,-280.4199400479072,1,0.768888888888889,mistral-instruct,identity,default,politicians
Abraham Lincoln,499,1.0,28,36,Simplicity,1,0.16,-484.0855111750912,1,1.0,mistral-instruct,identity,default,politicians
Richard Nixon,499,2.0,24,36,Simplicity,2,0.16,-474.7410735251073,1,0.9201388888888892,mistral-instruct,identity,default,politicians
