Concept,Iteration,S_Chao1,NumberOfPeople,NumberOfTrials,Prior,Tables,Alpha,Posterior,Chain,ProbabilityOfSameTable,model_name,prompt,temperature,concept_category
Hillary Clinton,499,1.0,13,36,Simplicity,1,0.16,-99.54342460747088,1,1.0,zephyr-mistral,random,default,politicians
Donald Trump,499,1.0,4,36,Simplicity,1,0.16,-59.828793237134974,1,1.0,zephyr-mistral,random,default,politicians
Joe Biden,499,1.0,10,36,Simplicity,1,0.16,-107.4230103821604,1,1.0,zephyr-mistral,random,default,politicians
Elizabeth Warren,499,1.0,9,36,Simplicity,1,0.16,-58.57596476405324,1,1.0,zephyr-mistral,random,default,politicians
Ronald Reagan,499,1.0,7,36,Simplicity,1,0.16,-48.07642730310383,1,1.0,zephyr-mistral,random,default,politicians
Bernie Sanders,499,1.0,10,36,Simplicity,1,0.16,-80.13499791913898,1,1.0,zephyr-mistral,random,default,politicians
George W. Bush,499,1.0,4,36,Simplicity,1,0.16,-44.29133756382152,1,1.0,zephyr-mistral,random,default,politicians
Barack Obama,499,1.0,5,36,Simplicity,1,0.16,-54.21630716106482,1,1.0,zephyr-mistral,random,default,politicians
Abraham Lincoln,499,1.0,4,36,Simplicity,1,0.16,-41.30818407247436,1,1.0,zephyr-mistral,random,default,politicians
Richard Nixon,499,1.0,8,36,Simplicity,1,0.16,-55.41610390967312,1,1.0,zephyr-mistral,random,default,politicians
a salmon,499,1.0,25,36,Simplicity,1,0.16,-216.8737480341924,1,1.0,zephyr-mistral,random,default,animals
an eagle,499,1.0,25,36,Simplicity,1,0.16,-68.41492210209364,1,1.0,zephyr-mistral,random,default,animals
a seal,499,1.0,25,36,Simplicity,1,0.16,-164.2000147143192,1,1.0,zephyr-mistral,random,default,animals
an ostrich,499,1.0,25,36,Simplicity,1,0.16,-71.1040212987256,1,1.0,zephyr-mistral,random,default,animals
a whale,499,1.0,25,36,Simplicity,1,0.16,-199.2679405773769,1,1.0,zephyr-mistral,random,default,animals
a chicken,499,1.0,25,36,Simplicity,1,0.16,-78.44948177572354,1,1.0,zephyr-mistral,random,default,animals
a penguin,499,1.0,25,36,Simplicity,1,0.16,-161.339346621131,1,1.0,zephyr-mistral,random,default,animals
a robin,499,1.0,25,36,Simplicity,1,0.16,-68.41492210209367,1,1.0,zephyr-mistral,random,default,animals
a finch,499,1.0,25,36,Simplicity,1,0.16,-68.11001465113907,1,1.0,zephyr-mistral,random,default,animals
a dolphin,499,1.0,25,36,Simplicity,1,0.16,-173.78714333565364,1,1.0,zephyr-mistral,random,default,animals
Hillary Clinton,499,1.0,13,36,Simplicity,1,0.16,-99.54342460747088,1,1.0,zephyr-mistral,random,default,politicians
Donald Trump,499,1.0,4,36,Simplicity,1,0.16,-59.828793237134974,1,1.0,zephyr-mistral,random,default,politicians
Joe Biden,499,1.0,10,36,Simplicity,1,0.16,-107.4230103821604,1,1.0,zephyr-mistral,random,default,politicians
Elizabeth Warren,499,1.0,9,36,Simplicity,1,0.16,-58.57596476405324,1,1.0,zephyr-mistral,random,default,politicians
Ronald Reagan,499,1.0,7,36,Simplicity,1,0.16,-48.07642730310383,1,1.0,zephyr-mistral,random,default,politicians
Bernie Sanders,499,1.0,10,36,Simplicity,1,0.16,-80.13499791913898,1,1.0,zephyr-mistral,random,default,politicians
George W. Bush,499,1.0,4,36,Simplicity,1,0.16,-44.29133756382152,1,1.0,zephyr-mistral,random,default,politicians
Barack Obama,499,1.0,5,36,Simplicity,1,0.16,-54.21630716106482,1,1.0,zephyr-mistral,random,default,politicians
Abraham Lincoln,499,1.0,4,36,Simplicity,1,0.16,-41.30818407247436,1,1.0,zephyr-mistral,random,default,politicians
Richard Nixon,499,1.0,8,36,Simplicity,1,0.16,-55.41610390967312,1,1.0,zephyr-mistral,random,default,politicians
a salmon,499,1.0,49,36,Simplicity,1,0.16,-366.5913543507014,1,1.0,zephyr-mistral,random,default,animals
an eagle,499,1.0,50,36,Simplicity,1,0.16,-87.54290222779318,1,1.0,zephyr-mistral,random,default,animals
a seal,499,1.0,50,36,Simplicity,1,0.16,-239.85578511598712,1,1.0,zephyr-mistral,random,default,animals
an ostrich,499,1.0,50,36,Simplicity,1,0.16,-138.1721899126539,1,1.0,zephyr-mistral,random,default,animals
a whale,499,1.0,50,36,Simplicity,1,0.16,-349.5366861692306,1,1.0,zephyr-mistral,random,default,animals
a chicken,499,1.0,50,36,Simplicity,1,0.16,-105.38731096196844,1,1.0,zephyr-mistral,random,default,animals
a penguin,499,1.0,50,36,Simplicity,1,0.16,-264.0037443019719,1,1.0,zephyr-mistral,random,default,animals
a robin,499,1.0,50,36,Simplicity,1,0.16,-79.43054381433873,1,1.0,zephyr-mistral,random,default,animals
a finch,499,1.0,50,36,Simplicity,1,0.16,-90.84854961110304,1,1.0,zephyr-mistral,random,default,animals
a dolphin,499,1.0,50,36,Simplicity,1,0.16,-328.28621277756884,1,1.0,zephyr-mistral,random,default,animals
Hillary Clinton,499,1.0,13,36,Simplicity,1,0.16,-99.54342460747088,1,1.0,zephyr-mistral,random,default,politicians
Donald Trump,499,1.0,4,36,Simplicity,1,0.16,-59.828793237134974,1,1.0,zephyr-mistral,random,default,politicians
Joe Biden,499,1.0,10,36,Simplicity,1,0.16,-107.4230103821604,1,1.0,zephyr-mistral,random,default,politicians
Elizabeth Warren,499,1.0,9,36,Simplicity,1,0.16,-58.57596476405324,1,1.0,zephyr-mistral,random,default,politicians
Ronald Reagan,499,1.0,7,36,Simplicity,1,0.16,-48.07642730310383,1,1.0,zephyr-mistral,random,default,politicians
Bernie Sanders,499,1.0,10,36,Simplicity,1,0.16,-80.13499791913898,1,1.0,zephyr-mistral,random,default,politicians
George W. Bush,499,1.0,4,36,Simplicity,1,0.16,-44.29133756382152,1,1.0,zephyr-mistral,random,default,politicians
Barack Obama,499,1.0,5,36,Simplicity,1,0.16,-54.21630716106482,1,1.0,zephyr-mistral,random,default,politicians
Abraham Lincoln,499,1.0,4,36,Simplicity,1,0.16,-41.30818407247436,1,1.0,zephyr-mistral,random,default,politicians
Richard Nixon,499,1.0,8,36,Simplicity,1,0.16,-55.41610390967312,1,1.0,zephyr-mistral,random,default,politicians
a salmon,499,1.0,49,36,Simplicity,1,0.16,-366.5913543507014,1,1.0,zephyr-mistral,random,default,animals
an eagle,499,1.0,58,36,Simplicity,1,0.16,-94.21699674395258,1,1.0,zephyr-mistral,random,default,animals
a seal,499,1.0,65,36,Simplicity,1,0.16,-303.3137280668359,1,1.0,zephyr-mistral,random,default,animals
an ostrich,499,1.0,75,36,Simplicity,1,0.16,-219.44690285609428,1,1.0,zephyr-mistral,random,default,animals
a whale,499,1.0,75,36,Simplicity,1,0.16,-484.7084837543792,1,1.0,zephyr-mistral,random,default,animals
a chicken,499,1.0,72,36,Simplicity,1,0.16,-121.77924325722164,1,1.0,zephyr-mistral,random,default,animals
a penguin,499,1.0,74,36,Simplicity,1,0.16,-438.6427219691449,1,1.0,zephyr-mistral,random,default,animals
a robin,499,1.0,67,36,Simplicity,1,0.16,-106.48200452593028,1,1.0,zephyr-mistral,random,default,animals
a finch,499,1.0,75,36,Simplicity,1,0.16,-108.76206915521864,1,1.0,zephyr-mistral,random,default,animals
a dolphin,499,1.0,66,36,Simplicity,1,0.16,-433.060659320136,1,1.0,zephyr-mistral,random,default,animals
Hillary Clinton,499,1.0,13,36,Simplicity,1,0.16,-99.54342460747088,1,1.0,zephyr-mistral,random,default,politicians
Donald Trump,499,1.0,4,36,Simplicity,1,0.16,-59.828793237134974,1,1.0,zephyr-mistral,random,default,politicians
Joe Biden,499,1.0,10,36,Simplicity,1,0.16,-107.4230103821604,1,1.0,zephyr-mistral,random,default,politicians
Elizabeth Warren,499,1.0,9,36,Simplicity,1,0.16,-58.57596476405324,1,1.0,zephyr-mistral,random,default,politicians
Ronald Reagan,499,1.0,7,36,Simplicity,1,0.16,-48.07642730310383,1,1.0,zephyr-mistral,random,default,politicians
Bernie Sanders,499,1.0,10,36,Simplicity,1,0.16,-80.13499791913898,1,1.0,zephyr-mistral,random,default,politicians
George W. Bush,499,1.0,4,36,Simplicity,1,0.16,-44.29133756382152,1,1.0,zephyr-mistral,random,default,politicians
Barack Obama,499,1.0,5,36,Simplicity,1,0.16,-54.21630716106482,1,1.0,zephyr-mistral,random,default,politicians
Abraham Lincoln,499,1.0,4,36,Simplicity,1,0.16,-41.30818407247436,1,1.0,zephyr-mistral,random,default,politicians
Richard Nixon,499,1.0,8,36,Simplicity,1,0.16,-55.41610390967312,1,1.0,zephyr-mistral,random,default,politicians
a salmon,499,1.0,49,36,Simplicity,1,0.16,-366.5913543507014,1,1.0,zephyr-mistral,random,default,animals
an eagle,499,1.0,58,36,Simplicity,1,0.16,-94.21699674395258,1,1.0,zephyr-mistral,random,default,animals
a seal,499,1.0,65,36,Simplicity,1,0.16,-303.3137280668359,1,1.0,zephyr-mistral,random,default,animals
an ostrich,499,1.0,82,36,Simplicity,1,0.16,-223.48339969514225,1,1.0,zephyr-mistral,random,default,animals
a whale,499,1.0,86,36,Simplicity,1,0.16,-540.4904888050787,1,1.0,zephyr-mistral,random,default,animals
a chicken,499,1.0,72,36,Simplicity,1,0.16,-121.77924325722164,1,1.0,zephyr-mistral,random,default,animals
a penguin,499,1.0,74,36,Simplicity,1,0.16,-438.6427219691449,1,1.0,zephyr-mistral,random,default,animals
a robin,499,1.0,67,36,Simplicity,1,0.16,-106.48200452593028,1,1.0,zephyr-mistral,random,default,animals
a finch,499,1.0,78,36,Simplicity,1,0.16,-109.38540632888656,1,1.0,zephyr-mistral,random,default,animals
a dolphin,499,1.0,66,36,Simplicity,1,0.16,-433.060659320136,1,1.0,zephyr-mistral,random,default,animals
Hillary Clinton,499,1.0,8,36,Simplicity,1,0.16,-78.63170303592916,1,1.0,zephyr-mistral,nonsense,default,politicians
Donald Trump,499,1.0,5,36,Simplicity,1,0.16,-81.28323148771723,1,1.0,zephyr-mistral,nonsense,default,politicians
Joe Biden,499,1.0,3,36,Simplicity,1,0.16,-41.08412488179676,1,1.0,zephyr-mistral,nonsense,default,politicians
Elizabeth Warren,499,1.0,4,36,Simplicity,1,0.16,-35.3418770897801,1,1.0,zephyr-mistral,nonsense,default,politicians
Bernie Sanders,499,1.0,5,36,Simplicity,1,0.16,-49.95605860056279,1,1.0,zephyr-mistral,nonsense,default,politicians
George W. Bush,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,zephyr-mistral,nonsense,default,politicians
Barack Obama,499,1.0,3,36,Simplicity,1,0.16,-46.28950425268552,1,1.0,zephyr-mistral,nonsense,default,politicians
Abraham Lincoln,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,zephyr-mistral,nonsense,default,politicians
Richard Nixon,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,zephyr-mistral,nonsense,default,politicians
a salmon,499,1.0,25,36,Simplicity,1,0.16,-205.70478375487133,1,1.0,zephyr-mistral,nonsense,default,animals
an eagle,499,1.0,25,36,Simplicity,1,0.16,-63.09273481432414,1,1.0,zephyr-mistral,nonsense,default,animals
a seal,499,1.0,25,36,Simplicity,1,0.16,-108.73633563773068,1,1.0,zephyr-mistral,nonsense,default,animals
an ostrich,499,1.0,25,36,Simplicity,1,0.16,-58.07545497750919,1,1.0,zephyr-mistral,nonsense,default,animals
a whale,499,1.0,25,36,Simplicity,1,0.16,-172.17269092364683,1,1.0,zephyr-mistral,nonsense,default,animals
a chicken,499,1.0,25,36,Simplicity,1,0.16,-68.41492210209367,1,1.0,zephyr-mistral,nonsense,default,animals
a penguin,499,1.0,25,36,Simplicity,1,0.16,-171.69396442726955,1,1.0,zephyr-mistral,nonsense,default,animals
a robin,499,1.0,25,36,Simplicity,1,0.16,-63.09273481432413,1,1.0,zephyr-mistral,nonsense,default,animals
a finch,499,1.0,25,36,Simplicity,1,0.16,-64.06346827268221,1,1.0,zephyr-mistral,nonsense,default,animals
a dolphin,499,1.0,25,36,Simplicity,1,0.16,-132.17228936647413,1,1.0,zephyr-mistral,nonsense,default,animals
Hillary Clinton,499,1.0,8,36,Simplicity,1,0.16,-78.63170303592916,1,1.0,zephyr-mistral,nonsense,default,politicians
Donald Trump,499,1.0,5,36,Simplicity,1,0.16,-81.28323148771723,1,1.0,zephyr-mistral,nonsense,default,politicians
Joe Biden,499,1.0,3,36,Simplicity,1,0.16,-41.08412488179676,1,1.0,zephyr-mistral,nonsense,default,politicians
Elizabeth Warren,499,1.0,4,36,Simplicity,1,0.16,-35.3418770897801,1,1.0,zephyr-mistral,nonsense,default,politicians
Bernie Sanders,499,1.0,5,36,Simplicity,1,0.16,-49.95605860056279,1,1.0,zephyr-mistral,nonsense,default,politicians
George W. Bush,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,zephyr-mistral,nonsense,default,politicians
Barack Obama,499,1.0,3,36,Simplicity,1,0.16,-46.28950425268552,1,1.0,zephyr-mistral,nonsense,default,politicians
Abraham Lincoln,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,zephyr-mistral,nonsense,default,politicians
Richard Nixon,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,zephyr-mistral,nonsense,default,politicians
a salmon,499,1.0,38,36,Simplicity,1,0.16,-313.0899145380932,1,1.0,zephyr-mistral,nonsense,default,animals
an eagle,499,1.0,50,36,Simplicity,1,0.16,-120.05264963581772,1,1.0,zephyr-mistral,nonsense,default,animals
a seal,499,1.0,50,36,Simplicity,1,0.16,-206.76120820892507,1,1.0,zephyr-mistral,nonsense,default,animals
an ostrich,499,1.0,50,36,Simplicity,1,0.16,-98.7399811623678,1,1.0,zephyr-mistral,nonsense,default,animals
a whale,499,1.0,50,36,Simplicity,1,0.16,-294.93141341429634,1,1.0,zephyr-mistral,nonsense,default,animals
a chicken,499,1.0,50,36,Simplicity,1,0.16,-103.4230757095326,1,1.0,zephyr-mistral,nonsense,default,animals
a penguin,499,1.0,50,36,Simplicity,1,0.16,-306.4115225870364,1,1.0,zephyr-mistral,nonsense,default,animals
a robin,499,1.0,50,36,Simplicity,1,0.16,-69.93945556988233,1,1.0,zephyr-mistral,nonsense,default,animals
a finch,499,1.0,50,36,Simplicity,1,0.16,-77.39167316164689,1,1.0,zephyr-mistral,nonsense,default,animals
a dolphin,499,1.0,50,36,Simplicity,1,0.16,-233.485409583562,1,1.0,zephyr-mistral,nonsense,default,animals
Hillary Clinton,499,1.0,8,36,Simplicity,1,0.16,-78.63170303592916,1,1.0,zephyr-mistral,nonsense,default,politicians
Donald Trump,499,1.0,5,36,Simplicity,1,0.16,-81.28323148771723,1,1.0,zephyr-mistral,nonsense,default,politicians
Joe Biden,499,1.0,3,36,Simplicity,1,0.16,-41.08412488179676,1,1.0,zephyr-mistral,nonsense,default,politicians
Elizabeth Warren,499,1.0,4,36,Simplicity,1,0.16,-35.3418770897801,1,1.0,zephyr-mistral,nonsense,default,politicians
Bernie Sanders,499,1.0,5,36,Simplicity,1,0.16,-49.95605860056279,1,1.0,zephyr-mistral,nonsense,default,politicians
George W. Bush,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,zephyr-mistral,nonsense,default,politicians
Barack Obama,499,1.0,3,36,Simplicity,1,0.16,-46.28950425268552,1,1.0,zephyr-mistral,nonsense,default,politicians
Abraham Lincoln,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,zephyr-mistral,nonsense,default,politicians
Richard Nixon,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,zephyr-mistral,nonsense,default,politicians
a salmon,499,1.0,38,36,Simplicity,1,0.16,-313.0899145380932,1,1.0,zephyr-mistral,nonsense,default,animals
an eagle,499,1.0,61,36,Simplicity,1,0.16,-134.4642104796756,1,1.0,zephyr-mistral,nonsense,default,animals
a seal,499,1.0,71,36,Simplicity,1,0.16,-288.77049076306537,1,1.0,zephyr-mistral,nonsense,default,animals
an ostrich,499,1.0,75,36,Simplicity,1,0.16,-130.0077042091336,1,1.0,zephyr-mistral,nonsense,default,animals
a whale,499,1.0,75,36,Simplicity,1,0.16,-397.1420768046524,1,1.0,zephyr-mistral,nonsense,default,animals
a chicken,499,1.0,74,36,Simplicity,1,0.16,-162.67842794003897,1,1.0,zephyr-mistral,nonsense,default,animals
a penguin,499,1.0,75,36,Simplicity,1,0.16,-413.66822018216175,1,1.0,zephyr-mistral,nonsense,default,animals
a robin,499,1.0,69,36,Simplicity,1,0.16,-85.2141912866915,1,1.0,zephyr-mistral,nonsense,default,animals
a finch,499,1.0,75,36,Simplicity,1,0.16,-108.9171428404198,1,1.0,zephyr-mistral,nonsense,default,animals
a dolphin,499,1.0,67,36,Simplicity,1,0.16,-284.37358585324915,1,1.0,zephyr-mistral,nonsense,default,animals
Hillary Clinton,499,1.0,8,36,Simplicity,1,0.16,-78.63170303592916,1,1.0,zephyr-mistral,nonsense,default,politicians
Donald Trump,499,1.0,5,36,Simplicity,1,0.16,-81.28323148771723,1,1.0,zephyr-mistral,nonsense,default,politicians
Joe Biden,499,1.0,3,36,Simplicity,1,0.16,-41.08412488179676,1,1.0,zephyr-mistral,nonsense,default,politicians
Elizabeth Warren,499,1.0,4,36,Simplicity,1,0.16,-35.3418770897801,1,1.0,zephyr-mistral,nonsense,default,politicians
Bernie Sanders,499,1.0,5,36,Simplicity,1,0.16,-49.95605860056279,1,1.0,zephyr-mistral,nonsense,default,politicians
George W. Bush,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,zephyr-mistral,nonsense,default,politicians
Barack Obama,499,1.0,3,36,Simplicity,1,0.16,-46.28950425268552,1,1.0,zephyr-mistral,nonsense,default,politicians
Abraham Lincoln,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,zephyr-mistral,nonsense,default,politicians
Richard Nixon,499,1.0,1,36,Simplicity,1,0.16,-24.953298500158056,1,1.0,zephyr-mistral,nonsense,default,politicians
a salmon,499,1.0,38,36,Simplicity,1,0.16,-313.0899145380932,1,1.0,zephyr-mistral,nonsense,default,animals
an eagle,499,1.0,61,36,Simplicity,1,0.16,-134.4642104796756,1,1.0,zephyr-mistral,nonsense,default,animals
a seal,499,1.0,71,36,Simplicity,1,0.16,-288.77049076306537,1,1.0,zephyr-mistral,nonsense,default,animals
an ostrich,499,1.0,84,36,Simplicity,1,0.16,-135.23301689218465,1,1.0,zephyr-mistral,nonsense,default,animals
a whale,499,1.0,87,36,Simplicity,1,0.16,-451.54431167944784,1,1.0,zephyr-mistral,nonsense,default,animals
a chicken,499,1.0,74,36,Simplicity,1,0.16,-162.67842794003897,1,1.0,zephyr-mistral,nonsense,default,animals
a penguin,499,1.0,81,36,Simplicity,1,0.16,-444.5332626087096,1,1.0,zephyr-mistral,nonsense,default,animals
a robin,499,1.0,69,36,Simplicity,1,0.16,-85.2141912866915,1,1.0,zephyr-mistral,nonsense,default,animals
a finch,499,1.0,81,36,Simplicity,1,0.16,-110.22096503861576,1,1.0,zephyr-mistral,nonsense,default,animals
a dolphin,499,1.0,67,36,Simplicity,1,0.16,-284.37358585324915,1,1.0,zephyr-mistral,nonsense,default,animals
a salmon,499,1.0,25,36,Simplicity,1,0.16,-276.2650813108785,1,1.0,zephyr-mistral,identity,default,animals
an eagle,499,1.0,25,36,Simplicity,1,0.16,-128.91330160525797,1,1.0,zephyr-mistral,identity,default,animals
a seal,499,1.0,25,36,Simplicity,1,0.16,-195.14224246701116,1,1.0,zephyr-mistral,identity,default,animals
an ostrich,499,1.0,25,36,Simplicity,1,0.16,-132.8494368464452,1,1.0,zephyr-mistral,identity,default,animals
a whale,499,1.0,25,36,Simplicity,1,0.16,-211.788825130602,1,1.0,zephyr-mistral,identity,default,animals
a chicken,499,1.0,25,36,Simplicity,1,0.16,-91.3563154871028,1,1.0,zephyr-mistral,identity,default,animals
a penguin,499,1.0,25,36,Simplicity,1,0.16,-221.1243914258365,1,1.0,zephyr-mistral,identity,default,animals
a robin,499,1.0,25,36,Simplicity,1,0.16,-76.42620858649516,1,1.0,zephyr-mistral,identity,default,animals
a finch,499,1.0,25,36,Simplicity,1,0.16,-58.07545497750919,1,1.0,zephyr-mistral,identity,default,animals
a dolphin,499,1.0,25,36,Simplicity,1,0.16,-236.3853214421768,1,1.0,zephyr-mistral,identity,default,animals
Hillary Clinton,499,1.0,25,36,Simplicity,1,0.16,-303.11009618313614,1,1.0,zephyr-mistral,identity,default,politicians
Donald Trump,499,1.0,25,36,Simplicity,1,0.16,-313.25725117331376,1,1.0,zephyr-mistral,identity,default,politicians
Joe Biden,499,2.0,25,36,Simplicity,2,0.16,-340.9041846955361,1,0.8528,zephyr-mistral,identity,default,politicians
Elizabeth Warren,499,1.0,25,36,Simplicity,1,0.16,-226.36088604783384,1,1.0,zephyr-mistral,identity,default,politicians
Ronald Reagan,499,1.0,25,36,Simplicity,1,0.16,-173.33814198069496,1,1.0,zephyr-mistral,identity,default,politicians
Bernie Sanders,499,1.0,25,36,Simplicity,1,0.16,-224.47910929020023,1,1.0,zephyr-mistral,identity,default,politicians
George W. Bush,499,1.0,25,36,Simplicity,1,0.16,-232.9385517293488,1,1.0,zephyr-mistral,identity,default,politicians
Barack Obama,499,1.0,25,36,Simplicity,1,0.16,-301.65646282259826,1,1.0,zephyr-mistral,identity,default,politicians
Abraham Lincoln,499,1.0,25,36,Simplicity,1,0.16,-143.47058077196834,1,1.0,zephyr-mistral,identity,default,politicians
Richard Nixon,499,1.0,25,36,Simplicity,1,0.16,-226.0381790726493,1,1.0,zephyr-mistral,identity,default,politicians
a salmon,499,1.0,39,36,Simplicity,1,0.16,-396.62185242375153,1,1.0,zephyr-mistral,identity,default,animals
an eagle,499,1.0,47,36,Simplicity,1,0.16,-216.742657785414,1,1.0,zephyr-mistral,identity,default,animals
a seal,499,1.0,50,36,Simplicity,1,0.16,-340.5003703111463,1,1.0,zephyr-mistral,identity,default,animals
an ostrich,499,1.0,50,36,Simplicity,1,0.16,-223.8327024385426,1,1.0,zephyr-mistral,identity,default,animals
a whale,499,1.0,50,36,Simplicity,1,0.16,-439.3116763156767,1,1.0,zephyr-mistral,identity,default,animals
a chicken,499,1.0,50,36,Simplicity,1,0.16,-131.5248601130532,1,1.0,zephyr-mistral,identity,default,animals
a penguin,499,1.0,50,36,Simplicity,1,0.16,-406.9328742927138,1,1.0,zephyr-mistral,identity,default,animals
a robin,499,1.0,50,36,Simplicity,1,0.16,-130.0659019528529,1,1.0,zephyr-mistral,identity,default,animals
a finch,499,1.0,50,36,Simplicity,1,0.16,-69.9394555698823,1,1.0,zephyr-mistral,identity,default,animals
a dolphin,499,1.0,50,36,Simplicity,1,0.16,-418.63579471661046,1,1.0,zephyr-mistral,identity,default,animals
Hillary Clinton,499,1.0,50,36,Simplicity,1,0.16,-561.1186529718403,1,1.0,zephyr-mistral,identity,default,politicians
Donald Trump,499,1.0,50,36,Simplicity,1,0.16,-640.0339657051716,1,1.0,zephyr-mistral,identity,default,politicians
Joe Biden,499,2.0,48,36,Simplicity,2,0.16,-574.7102613498517,1,0.9201388888888892,zephyr-mistral,identity,default,politicians
Elizabeth Warren,499,1.0,50,36,Simplicity,1,0.16,-434.8217766104758,1,1.0,zephyr-mistral,identity,default,politicians
Ronald Reagan,499,1.0,50,36,Simplicity,1,0.16,-332.1787256756245,1,1.0,zephyr-mistral,identity,default,politicians
Bernie Sanders,499,2.0,50,36,Simplicity,2,0.16,-429.6871379243637,1,0.9608,zephyr-mistral,identity,default,politicians
George W. Bush,499,1.0,34,36,Simplicity,1,0.16,-312.13786526386525,1,1.0,zephyr-mistral,identity,default,politicians
Barack Obama,499,1.0,46,36,Simplicity,1,0.16,-497.9065005392062,1,1.0,zephyr-mistral,identity,default,politicians
Abraham Lincoln,499,1.0,50,36,Simplicity,1,0.16,-277.62802958011105,1,1.0,zephyr-mistral,identity,default,politicians
Richard Nixon,499,1.0,42,36,Simplicity,1,0.16,-352.65060226728195,1,1.0,zephyr-mistral,identity,default,politicians
a salmon,499,1.0,39,36,Simplicity,1,0.16,-396.62185242375153,1,1.0,zephyr-mistral,identity,default,animals
an eagle,499,1.0,47,36,Simplicity,1,0.16,-216.742657785414,1,1.0,zephyr-mistral,identity,default,animals
a seal,499,1.0,69,36,Simplicity,1,0.16,-441.66475379620766,1,1.0,zephyr-mistral,identity,default,animals
an ostrich,499,1.0,75,36,Simplicity,1,0.16,-343.2109074271299,1,1.0,zephyr-mistral,identity,default,animals
a whale,499,1.0,75,36,Simplicity,1,0.16,-627.1942165449507,1,1.0,zephyr-mistral,identity,default,animals
a chicken,499,1.0,70,36,Simplicity,1,0.16,-145.6244855927784,1,1.0,zephyr-mistral,identity,default,animals
a penguin,499,1.0,75,36,Simplicity,1,0.16,-588.1445229063693,1,1.0,zephyr-mistral,identity,default,animals
a robin,499,1.0,63,36,Simplicity,1,0.16,-159.5674271816647,1,1.0,zephyr-mistral,identity,default,animals
a finch,499,1.0,75,36,Simplicity,1,0.16,-102.62326277021268,1,1.0,zephyr-mistral,identity,default,animals
a dolphin,499,1.0,73,36,Simplicity,1,0.16,-566.9823723585027,1,1.0,zephyr-mistral,identity,default,animals
Hillary Clinton,499,1.0,53,36,Simplicity,1,0.16,-590.1274052854274,1,1.0,zephyr-mistral,identity,default,politicians
Donald Trump,499,1.0,53,36,Simplicity,1,0.16,-665.7414183315885,1,1.0,zephyr-mistral,identity,default,politicians
Joe Biden,499,2.0,48,36,Simplicity,2,0.16,-574.7102613498517,1,0.9201388888888892,zephyr-mistral,identity,default,politicians
Elizabeth Warren,499,1.0,62,36,Simplicity,1,0.16,-541.5893929932138,1,1.0,zephyr-mistral,identity,default,politicians
Ronald Reagan,499,1.0,55,36,Simplicity,1,0.16,-361.6323347861871,1,1.0,zephyr-mistral,identity,default,politicians
Bernie Sanders,499,1.0,75,36,Simplicity,1,0.16,-609.4170114009146,1,1.0,zephyr-mistral,identity,default,politicians
George W. Bush,499,1.0,34,36,Simplicity,1,0.16,-312.13786526386525,1,1.0,zephyr-mistral,identity,default,politicians
Barack Obama,499,1.0,46,36,Simplicity,1,0.16,-497.9065005392062,1,1.0,zephyr-mistral,identity,default,politicians
Abraham Lincoln,499,1.0,51,36,Simplicity,1,0.16,-281.51334674007364,1,1.0,zephyr-mistral,identity,default,politicians
Richard Nixon,499,1.0,42,36,Simplicity,1,0.16,-352.65060226728195,1,1.0,zephyr-mistral,identity,default,politicians
a salmon,499,1.0,39,36,Simplicity,1,0.16,-396.62185242375153,1,1.0,zephyr-mistral,identity,default,animals
an eagle,499,1.0,47,36,Simplicity,1,0.16,-216.742657785414,1,1.0,zephyr-mistral,identity,default,animals
a seal,499,1.0,69,36,Simplicity,1,0.16,-441.66475379620766,1,1.0,zephyr-mistral,identity,default,animals
an ostrich,499,1.0,78,36,Simplicity,1,0.16,-354.15309644939015,1,1.0,zephyr-mistral,identity,default,animals
a whale,499,1.0,77,36,Simplicity,1,0.16,-648.0486766868019,1,1.0,zephyr-mistral,identity,default,animals
a chicken,499,1.0,70,36,Simplicity,1,0.16,-145.6244855927784,1,1.0,zephyr-mistral,identity,default,animals
a penguin,499,1.0,78,36,Simplicity,1,0.16,-606.0952148795924,1,1.0,zephyr-mistral,identity,default,animals
a robin,499,1.0,63,36,Simplicity,1,0.16,-159.5674271816647,1,1.0,zephyr-mistral,identity,default,animals
a finch,499,1.0,90,36,Simplicity,1,0.16,-126.00943848465684,1,1.0,zephyr-mistral,identity,default,animals
a dolphin,499,1.0,73,36,Simplicity,1,0.16,-566.9823723585027,1,1.0,zephyr-mistral,identity,default,animals
Hillary Clinton,499,1.0,53,36,Simplicity,1,0.16,-590.1274052854274,1,1.0,zephyr-mistral,identity,default,politicians
