Concept,Iteration,S_Chao1,NumberOfPeople,NumberOfTrials,Prior,Tables,Alpha,Posterior,Chain,ProbabilityOfSameTable,model_name,prompt,temperature,concept_category
a salmon,499,15.866666666666667,75,36,Simplicity,6,0.16,-1565.2136990554836,1,0.8720000000000003,openchat,random,default,animals
an eagle,499,4.493333333333333,75,36,Simplicity,4,0.16,-1557.772275979184,1,0.5768888888888889,openchat,random,default,animals
a seal,499,3.9875,80,36,Simplicity,3,0.16,-1559.6516358765834,1,0.9509375,openchat,random,default,animals
an ostrich,499,2.0,92,36,Simplicity,2,0.16,-1729.58380330409,1,0.9784971644612476,openchat,random,default,animals
a whale,499,3.988636363636364,88,36,Simplicity,3,0.16,-1409.220947690556,1,0.9553202479338844,openchat,random,default,animals
a chicken,499,11.934065934065934,91,36,Simplicity,6,0.16,-1556.964043245178,1,0.4590025359256129,openchat,random,default,animals
a penguin,499,2.0,80,36,Simplicity,2,0.16,-1553.3096891511373,1,0.9753125,openchat,random,default,animals
a robin,499,16.82758620689655,58,36,Simplicity,7,0.16,-1046.3465775214322,1,0.7473246135552912,openchat,random,default,animals
a finch,499,4.989130434782608,92,36,Simplicity,4,0.16,-1780.416138217462,1,0.856805293005671,openchat,random,default,animals
a dolphin,499,1.0,70,36,Simplicity,1,0.16,-1074.4087750285223,1,1.0,openchat,random,default,animals
Hillary Clinton,499,10.76,25,36,Simplicity,5,0.16,-631.1822853021469,1,0.7120000000000001,openchat,nonsense,default,politicians
Donald Trump,499,2.0,25,36,Simplicity,2,0.16,-620.0983891819311,1,0.9232,openchat,nonsense,default,politicians
Joe Biden,499,6.88,25,36,Simplicity,4,0.16,-590.5528936852079,1,0.7792000000000001,openchat,nonsense,default,politicians
Elizabeth Warren,499,2.0,25,36,Simplicity,2,0.16,-584.4137357058792,1,0.9232,openchat,nonsense,default,politicians
Ronald Reagan,499,6.88,25,36,Simplicity,4,0.16,-627.86880127679,1,0.7792000000000001,openchat,nonsense,default,politicians
Bernie Sanders,499,1.0,25,36,Simplicity,1,0.16,-561.2464898652642,1,1.0,openchat,nonsense,default,politicians
George W. Bush,499,3.96,25,36,Simplicity,3,0.16,-610.651283850365,1,0.8496000000000001,openchat,nonsense,default,politicians
Barack Obama,499,9.32,25,36,Simplicity,5,0.16,-619.5462010980655,1,0.6512000000000002,openchat,nonsense,default,politicians
Abraham Lincoln,499,2.0,25,36,Simplicity,2,0.16,-581.3482340275158,1,0.9232,openchat,nonsense,default,politicians
Richard Nixon,499,1.0,25,36,Simplicity,1,0.16,-615.9553265228863,1,1.0,openchat,nonsense,default,politicians
a salmon,499,6.64,25,36,Simplicity,6,0.16,-582.8043267696557,1,0.4848000000000001,openchat,nonsense,default,animals
an eagle,499,3.96,25,36,Simplicity,3,0.16,-610.1621421964691,1,0.8496000000000001,openchat,nonsense,default,animals
a seal,499,2.0,25,36,Simplicity,2,0.16,-547.3168500796526,1,0.9232,openchat,nonsense,default,animals
an ostrich,499,3.96,25,36,Simplicity,3,0.16,-555.1537566989472,1,0.8496000000000001,openchat,nonsense,default,animals
a whale,499,2.0,25,36,Simplicity,2,0.16,-473.2890843043237,1,0.9232,openchat,nonsense,default,animals
a chicken,499,6.88,25,36,Simplicity,4,0.16,-519.7898397064204,1,0.7792000000000001,openchat,nonsense,default,animals
a penguin,499,2.0,25,36,Simplicity,2,0.16,-599.3252111859715,1,0.9232,openchat,nonsense,default,animals
a robin,499,2.0,25,36,Simplicity,2,0.16,-461.23915449250967,1,0.9232,openchat,nonsense,default,animals
a finch,499,15.0,25,36,Simplicity,9,0.16,-583.8875648035736,1,0.2768,openchat,nonsense,default,animals
a dolphin,499,1.0,25,36,Simplicity,1,0.16,-458.2274833220238,1,1.0,openchat,nonsense,default,animals
Hillary Clinton,499,2.0,50,36,Simplicity,2,0.16,-1186.773071002074,1,0.9608,openchat,nonsense,default,politicians
Donald Trump,499,1.0,31,36,Simplicity,1,0.16,-756.1342115574129,1,1.0,openchat,nonsense,default,politicians
Joe Biden,499,3.9743589743589753,39,36,Simplicity,3,0.16,-886.1737711190162,1,0.90138067061144,openchat,nonsense,default,politicians
Elizabeth Warren,499,2.0,39,36,Simplicity,2,0.16,-878.6112343928747,1,0.9026955950032872,openchat,nonsense,default,politicians
Ronald Reagan,499,2.0,44,36,Simplicity,2,0.16,-1043.65529285661,1,0.9555785123966942,openchat,nonsense,default,politicians
Bernie Sanders,499,2.0,50,36,Simplicity,2,0.16,-1075.0355094762854,1,0.9608,openchat,nonsense,default,politicians
George W. Bush,499,2.0,50,36,Simplicity,2,0.16,-1130.1510398321116,1,0.9608,openchat,nonsense,default,politicians
Barack Obama,499,5.931034482758621,29,36,Simplicity,4,0.16,-711.0696653827347,1,0.7502972651605232,openchat,nonsense,default,politicians
Abraham Lincoln,499,1.0,50,36,Simplicity,1,0.16,-1074.2149727981946,1,1.0,openchat,nonsense,default,politicians
Richard Nixon,499,1.0,50,36,Simplicity,1,0.16,-1164.5119267664895,1,1.0,openchat,nonsense,default,politicians
a salmon,499,3.98,50,36,Simplicity,3,0.16,-1140.4922667414078,1,0.9224,openchat,nonsense,default,animals
an eagle,499,1.0,50,36,Simplicity,1,0.16,-1164.9266954443046,1,1.0,openchat,nonsense,default,animals
a seal,499,2.0,50,36,Simplicity,2,0.16,-1091.0902430168458,1,0.9608,openchat,nonsense,default,animals
an ostrich,499,3.98,50,36,Simplicity,3,0.16,-1049.2309739707175,1,0.9224,openchat,nonsense,default,animals
a whale,499,3.98,50,36,Simplicity,3,0.16,-908.7109398224422,1,0.9224,openchat,nonsense,default,animals
a chicken,499,11.88,50,36,Simplicity,6,0.16,-947.9252052843316,1,0.4376000000000001,openchat,nonsense,default,animals
a penguin,499,2.0,50,36,Simplicity,2,0.16,-1117.5924015564276,1,0.9608,openchat,nonsense,default,animals
a robin,499,21.7,50,36,Simplicity,7,0.16,-932.4192801390328,1,0.7767999999999997,openchat,nonsense,default,animals
a finch,499,6.94,50,36,Simplicity,4,0.16,-1047.021490926119,1,0.8847999999999998,openchat,nonsense,default,animals
a dolphin,499,2.0,50,36,Simplicity,2,0.16,-836.8964506021412,1,0.9608,openchat,nonsense,default,animals
Hillary Clinton,499,2.0,54,36,Simplicity,2,0.16,-1274.139989416273,1,0.9636488340192044,openchat,nonsense,default,politicians
Donald Trump,499,1.0,31,36,Simplicity,1,0.16,-756.1342115574129,1,1.0,openchat,nonsense,default,politicians
Joe Biden,499,3.9743589743589753,39,36,Simplicity,3,0.16,-886.1737711190162,1,0.90138067061144,openchat,nonsense,default,politicians
Elizabeth Warren,499,2.0,39,36,Simplicity,2,0.16,-878.6112343928747,1,0.9026955950032872,openchat,nonsense,default,politicians
Ronald Reagan,499,2.0,44,36,Simplicity,2,0.16,-1043.65529285661,1,0.9555785123966942,openchat,nonsense,default,politicians
Bernie Sanders,499,2.0,59,36,Simplicity,2,0.16,-1251.9145858226652,1,0.9666762424590636,openchat,nonsense,default,politicians
George W. Bush,499,1.0,54,36,Simplicity,1,0.16,-1225.005121766907,1,1.0,openchat,nonsense,default,politicians
Barack Obama,499,5.931034482758621,29,36,Simplicity,4,0.16,-711.0696653827347,1,0.7502972651605232,openchat,nonsense,default,politicians
Abraham Lincoln,499,1.0,58,36,Simplicity,1,0.16,-1230.8742260324832,1,1.0,openchat,nonsense,default,politicians
Richard Nixon,499,1.0,50,36,Simplicity,1,0.16,-1164.5119267664895,1,1.0,openchat,nonsense,default,politicians
a salmon,499,3.98,50,36,Simplicity,3,0.16,-1140.4922667414078,1,0.9224,openchat,nonsense,default,animals
an eagle,499,2.0,68,36,Simplicity,2,0.16,-1528.5468958503163,1,0.9156574394463668,openchat,nonsense,default,animals
a seal,499,6.953125,64,36,Simplicity,4,0.16,-1376.532779029343,1,0.9091796875,openchat,nonsense,default,animals
an ostrich,499,10.92,75,36,Simplicity,5,0.16,-1529.7572950364795,1,0.8968888888888891,openchat,nonsense,default,animals
a whale,499,3.986666666666667,75,36,Simplicity,3,0.16,-1322.8541357199265,1,0.9477333333333336,openchat,nonsense,default,animals
a chicken,499,3.0,75,36,Simplicity,3,0.16,-1371.0832753227346,1,0.5043555555555557,openchat,nonsense,default,animals
a penguin,499,3.986666666666667,75,36,Simplicity,3,0.16,-1636.8866129986773,1,0.9477333333333336,openchat,nonsense,default,animals
a robin,499,10.89655172413793,58,36,Simplicity,5,0.16,-1085.7144837396834,1,0.8680142687277052,openchat,nonsense,default,animals
a finch,499,11.91044776119403,67,36,Simplicity,6,0.16,-1445.5591236571531,1,0.5241701938070839,openchat,nonsense,default,animals
a dolphin,499,2.0,57,36,Simplicity,2,0.16,-942.2277287729004,1,0.9655278547245304,openchat,nonsense,default,animals
Hillary Clinton,499,2.0,54,36,Simplicity,2,0.16,-1274.139989416273,1,0.9636488340192044,openchat,nonsense,default,politicians
Donald Trump,499,1.0,31,36,Simplicity,1,0.16,-756.1342115574129,1,1.0,openchat,nonsense,default,politicians
Joe Biden,499,3.9743589743589753,39,36,Simplicity,3,0.16,-886.1737711190162,1,0.90138067061144,openchat,nonsense,default,politicians
Elizabeth Warren,499,2.0,39,36,Simplicity,2,0.16,-878.6112343928747,1,0.9026955950032872,openchat,nonsense,default,politicians
Ronald Reagan,499,9.397727272727272,44,36,Simplicity,5,0.16,-1054.231130278224,1,0.7892561983471075,openchat,nonsense,default,politicians
Bernie Sanders,499,2.0,59,36,Simplicity,2,0.16,-1251.9145858226652,1,0.9666762424590636,openchat,nonsense,default,politicians
George W. Bush,499,2.0,54,36,Simplicity,2,0.16,-1226.7498183543332,1,0.9636488340192044,openchat,nonsense,default,politicians
Barack Obama,499,3.9655172413793114,29,36,Simplicity,3,0.16,-706.7347185187413,1,0.8692033293697979,openchat,nonsense,default,politicians
Abraham Lincoln,499,1.0,58,36,Simplicity,1,0.16,-1230.8742260324832,1,1.0,openchat,nonsense,default,politicians
Richard Nixon,499,2.0,50,36,Simplicity,2,0.16,-1167.021163640137,1,0.9608,openchat,nonsense,default,politicians
a salmon,499,3.98,50,36,Simplicity,3,0.16,-1140.4922667414078,1,0.9224,openchat,nonsense,default,animals
an eagle,499,2.0,68,36,Simplicity,2,0.16,-1528.5468958503163,1,0.9156574394463668,openchat,nonsense,default,animals
a seal,499,6.953125,64,36,Simplicity,4,0.16,-1376.532779029343,1,0.9091796875,openchat,nonsense,default,animals
an ostrich,499,3.9876543209876543,81,36,Simplicity,3,0.16,-1640.162250342833,1,0.9515317786922726,openchat,nonsense,default,animals
a whale,499,3.9875,80,36,Simplicity,3,0.16,-1427.313887910106,1,0.9509375,openchat,nonsense,default,animals
a chicken,499,4.987951807228916,83,36,Simplicity,4,0.16,-1500.133039603102,1,0.514878792277544,openchat,nonsense,default,animals
a penguin,499,2.0,75,36,Simplicity,2,0.16,-1635.7196432510832,1,0.973688888888889,openchat,nonsense,default,animals
a robin,499,6.948275862068965,58,36,Simplicity,4,0.16,-1084.7107992052215,1,0.9001189060642093,openchat,nonsense,default,animals
a finch,499,21.776119402985078,67,36,Simplicity,7,0.16,-1430.0286307834583,1,0.8302517264424144,openchat,nonsense,default,animals
a dolphin,499,2.0,57,36,Simplicity,2,0.16,-942.2277287729004,1,0.9655278547245304,openchat,nonsense,default,animals
Hillary Clinton,499,5.92,25,36,Simplicity,4,0.16,-581.1869590683198,1,0.7152,openchat,identity,default,politicians
Donald Trump,499,2.0,25,36,Simplicity,2,0.16,-595.0270206498111,1,0.9232,openchat,identity,default,politicians
Joe Biden,499,2.0,25,36,Simplicity,2,0.16,-581.1074253257892,1,0.9232,openchat,identity,default,politicians
Elizabeth Warren,499,1.0,25,36,Simplicity,1,0.16,-587.1654017314041,1,1.0,openchat,identity,default,politicians
Ronald Reagan,499,6.875,24,36,Simplicity,4,0.16,-596.1045735059382,1,0.7708333333333335,openchat,identity,default,politicians
Bernie Sanders,499,10.76,25,36,Simplicity,5,0.16,-586.5428090165872,1,0.7120000000000001,openchat,identity,default,politicians
George W. Bush,499,3.48,25,36,Simplicity,3,0.16,-589.6728254646015,1,0.7824,openchat,identity,default,politicians
Barack Obama,499,3.9,10,36,Simplicity,3,0.16,-252.49640214494207,1,0.6600000000000001,openchat,identity,default,politicians
Abraham Lincoln,499,2.0,25,36,Simplicity,2,0.16,-568.316045294542,1,0.9232,openchat,identity,default,politicians
Richard Nixon,499,2.0,25,36,Simplicity,2,0.16,-619.9346448421908,1,0.9232,openchat,identity,default,politicians
a salmon,499,2.0,25,36,Simplicity,2,0.16,-533.9995325720907,1,0.9232,openchat,identity,default,animals
an eagle,499,1.0,25,36,Simplicity,1,0.16,-551.1461943948929,1,1.0,openchat,identity,default,animals
a seal,499,1.0,25,36,Simplicity,1,0.16,-500.4070011762821,1,1.0,openchat,identity,default,animals
an ostrich,499,1.0,25,36,Simplicity,1,0.16,-495.2901707209862,1,1.0,openchat,identity,default,animals
a whale,499,1.0,25,36,Simplicity,1,0.16,-438.9827907554247,1,1.0,openchat,identity,default,animals
a chicken,499,2.0,25,36,Simplicity,2,0.16,-513.873099245348,1,0.9232,openchat,identity,default,animals
a penguin,499,2.0,25,36,Simplicity,2,0.16,-551.6376860912716,1,0.9232,openchat,identity,default,animals
a robin,499,10.76,25,36,Simplicity,5,0.16,-523.3269052802074,1,0.7120000000000001,openchat,identity,default,animals
a finch,499,1.0,25,36,Simplicity,1,0.16,-584.2740764471663,1,1.0,openchat,identity,default,animals
a dolphin,499,1.0,25,36,Simplicity,1,0.16,-392.8689806719339,1,1.0,openchat,identity,default,animals
Hillary Clinton,499,4.245,50,36,Simplicity,4,0.16,-1125.5916335618658,1,0.8136000000000001,openchat,identity,default,politicians
Donald Trump,499,2.0,39,36,Simplicity,2,0.16,-904.0638360378376,1,0.9500328731097962,openchat,identity,default,politicians
Joe Biden,499,3.98,50,36,Simplicity,3,0.16,-1104.7192998616615,1,0.9224,openchat,identity,default,politicians
Elizabeth Warren,499,2.0,28,36,Simplicity,2,0.16,-649.0838310210556,1,0.931122448979592,openchat,identity,default,politicians
Ronald Reagan,499,6.875,24,36,Simplicity,4,0.16,-596.1045735059382,1,0.7708333333333335,openchat,identity,default,politicians
Bernie Sanders,499,10.88,50,36,Simplicity,5,0.16,-1089.132254000532,1,0.8479999999999999,openchat,identity,default,politicians
George W. Bush,499,1.0,50,36,Simplicity,1,0.16,-1147.0619216764337,1,1.0,openchat,identity,default,politicians
Barack Obama,499,3.9,10,36,Simplicity,3,0.16,-252.49640214494207,1,0.6600000000000001,openchat,identity,default,politicians
Abraham Lincoln,499,2.0,50,36,Simplicity,2,0.16,-1085.0278041698468,1,0.9608,openchat,identity,default,politicians
Richard Nixon,499,2.0,50,36,Simplicity,2,0.16,-1160.198660325863,1,0.9608,openchat,identity,default,politicians
a salmon,499,3.98,50,36,Simplicity,3,0.16,-999.6380672701088,1,0.9224,openchat,identity,default,animals
an eagle,499,1.0,50,36,Simplicity,1,0.16,-1045.1617874891433,1,1.0,openchat,identity,default,animals
a seal,499,2.0,50,36,Simplicity,2,0.16,-952.3043588381352,1,0.9608,openchat,identity,default,animals
an ostrich,499,1.0,50,36,Simplicity,1,0.16,-915.5601972621756,1,1.0,openchat,identity,default,animals
a whale,499,1.0,50,36,Simplicity,1,0.16,-805.6743718467146,1,1.0,openchat,identity,default,animals
a chicken,499,2.0,50,36,Simplicity,2,0.16,-1020.981910551879,1,0.9608,openchat,identity,default,animals
a penguin,499,1.0,50,36,Simplicity,1,0.16,-1045.920694746773,1,1.0,openchat,identity,default,animals
a robin,499,10.88,50,36,Simplicity,5,0.16,-989.4804377921936,1,0.8479999999999999,openchat,identity,default,animals
a finch,499,1.0,50,36,Simplicity,1,0.16,-1075.1969201755026,1,1.0,openchat,identity,default,animals
a dolphin,499,1.0,50,36,Simplicity,1,0.16,-721.4522738479016,1,1.0,openchat,identity,default,animals
Hillary Clinton,499,3.4903846153846154,52,36,Simplicity,3,0.16,-1162.2349499311915,1,0.889792899408284,openchat,identity,default,politicians
Donald Trump,499,2.0,39,36,Simplicity,2,0.16,-904.0638360378376,1,0.9500328731097962,openchat,identity,default,politicians
Joe Biden,499,6.941176470588236,51,36,Simplicity,4,0.16,-1136.1885843920434,1,0.886966551326413,openchat,identity,default,politicians
Elizabeth Warren,499,2.0,28,36,Simplicity,2,0.16,-649.0838310210556,1,0.931122448979592,openchat,identity,default,politicians
Ronald Reagan,499,6.875,24,36,Simplicity,4,0.16,-596.1045735059382,1,0.7708333333333335,openchat,identity,default,politicians
Bernie Sanders,499,6.948275862068965,58,36,Simplicity,4,0.16,-1256.7384895533824,1,0.9001189060642093,openchat,identity,default,politicians
George W. Bush,499,2.0,55,36,Simplicity,2,0.16,-1254.5210142794222,1,0.964297520661157,openchat,identity,default,politicians
Barack Obama,499,3.9,10,36,Simplicity,3,0.16,-252.49640214494207,1,0.6600000000000001,openchat,identity,default,politicians
Abraham Lincoln,499,2.0,73,36,Simplicity,2,0.16,-1524.8840133429824,1,0.9729780446612872,openchat,identity,default,politicians
Richard Nixon,499,1.0,52,36,Simplicity,1,0.16,-1207.233464035861,1,1.0,openchat,identity,default,politicians
a salmon,499,1.0,75,36,Simplicity,1,0.16,-1470.5591914651404,1,1.0,openchat,identity,default,animals
an eagle,499,2.0,75,36,Simplicity,2,0.16,-1517.0532887461777,1,0.973688888888889,openchat,identity,default,animals
a seal,499,2.0,75,36,Simplicity,2,0.16,-1399.7059986367776,1,0.973688888888889,openchat,identity,default,animals
an ostrich,499,1.0,75,36,Simplicity,1,0.16,-1342.319833011837,1,1.0,openchat,identity,default,animals
a whale,499,1.0,75,36,Simplicity,1,0.16,-1195.325418776018,1,1.0,openchat,identity,default,animals
a chicken,499,1.0,75,36,Simplicity,1,0.16,-1466.9114784064527,1,1.0,openchat,identity,default,animals
a penguin,499,1.0,75,36,Simplicity,1,0.16,-1517.3911968680136,1,1.0,openchat,identity,default,animals
a robin,499,1.0,70,36,Simplicity,1,0.16,-1341.2914747322309,1,1.0,openchat,identity,default,animals
a finch,499,1.0,75,36,Simplicity,1,0.16,-1576.5698059344495,1,1.0,openchat,identity,default,animals
a dolphin,499,1.0,75,36,Simplicity,1,0.16,-1070.7010649610688,1,1.0,openchat,identity,default,animals
Hillary Clinton,499,3.4903846153846154,52,36,Simplicity,3,0.16,-1162.2349499311915,1,0.889792899408284,openchat,identity,default,politicians
Donald Trump,499,2.0,39,36,Simplicity,2,0.16,-904.0638360378376,1,0.9500328731097962,openchat,identity,default,politicians
Joe Biden,499,6.941176470588236,51,36,Simplicity,4,0.16,-1136.1885843920434,1,0.886966551326413,openchat,identity,default,politicians
Elizabeth Warren,499,2.0,28,36,Simplicity,2,0.16,-649.0838310210556,1,0.931122448979592,openchat,identity,default,politicians
Ronald Reagan,499,2.0,24,36,Simplicity,2,0.16,-593.7619173061092,1,0.9201388888888892,openchat,identity,default,politicians
Bernie Sanders,499,6.948275862068965,58,36,Simplicity,4,0.16,-1256.7384895533824,1,0.9001189060642093,openchat,identity,default,politicians
George W. Bush,499,3.981818181818182,55,36,Simplicity,3,0.16,-1259.8131148632383,1,0.9292561983471076,openchat,identity,default,politicians
Barack Obama,499,1.0,10,36,Simplicity,1,0.16,-251.93882620127752,1,1.0,openchat,identity,default,politicians
Abraham Lincoln,499,1.0,73,36,Simplicity,1,0.16,-1522.2543960840558,1,1.0,openchat,identity,default,politicians
Richard Nixon,499,1.0,52,36,Simplicity,1,0.16,-1207.233464035861,1,1.0,openchat,identity,default,politicians
a salmon,499,6.961538461538462,78,36,Simplicity,4,0.16,-1529.38175457549,1,0.9250493096646942,openchat,identity,default,animals
an eagle,499,1.0,80,36,Simplicity,1,0.16,-1613.133842642843,1,1.0,openchat,identity,default,animals
a seal,499,1.0,83,36,Simplicity,1,0.16,-1549.7813655633524,1,1.0,openchat,identity,default,animals
an ostrich,499,2.0,95,36,Simplicity,2,0.16,-1687.344036389051,1,0.938836565096953,openchat,identity,default,animals
a whale,499,1.0,92,36,Simplicity,1,0.16,-1437.987528406573,1,1.0,openchat,identity,default,animals
a chicken,499,2.0,94,36,Simplicity,2,0.16,-1811.617527022785,1,0.9789497510185604,openchat,identity,default,animals
a penguin,499,2.0,81,36,Simplicity,2,0.16,-1640.1452186944432,1,0.9756134735558604,openchat,identity,default,animals
a robin,499,2.0,70,36,Simplicity,2,0.16,-1342.0474622179847,1,0.9718367346938775,openchat,identity,default,animals
a finch,499,1.0,100,36,Simplicity,1,0.16,-2059.887944301817,1,1.0,openchat,identity,default,animals
a dolphin,499,1.0,80,36,Simplicity,1,0.16,-1136.2427965737415,1,1.0,openchat,identity,default,animals
