Concept,Iteration,S_Chao1,NumberOfPeople,NumberOfTrials,Prior,Tables,Alpha,Posterior,Chain,ProbabilityOfSameTable,model_name,prompt,temperature,concept_category
a whale,499,1.0,50,36,Simplicity,1,0.16,-886.6511761850523,1,1.0,starling,random,default,animals
a chicken,499,2.0,50,36,Simplicity,2,0.16,-863.0161213718679,1,0.5008,starling,random,default,animals
a penguin,499,1.0,50,36,Simplicity,1,0.16,-954.0709038276692,1,1.0,starling,random,default,animals
a robin,499,3.0,50,36,Simplicity,3,0.16,-755.1119732022462,1,0.8504,starling,random,default,animals
a finch,499,2.0,50,36,Simplicity,2,0.16,-852.9858294808212,1,0.52,starling,random,default,animals
a dolphin,499,1.0,50,36,Simplicity,1,0.16,-831.8583218994451,1,1.0,starling,random,default,animals
Hillary Clinton,499,2.0,50,36,Simplicity,2,0.16,-1118.544312080819,1,0.9608,starling,random,default,politicians
Donald Trump,499,6.94,50,36,Simplicity,4,0.16,-1175.0069816719713,1,0.8847999999999998,starling,random,default,politicians
Joe Biden,499,3.978260869565217,46,36,Simplicity,3,0.16,-992.0611137300792,1,0.9158790170132324,starling,random,default,politicians
Elizabeth Warren,499,3.49,50,36,Simplicity,3,0.16,-1059.4453239010536,1,0.8855999999999999,starling,random,default,politicians
Ronald Reagan,499,2.0,50,36,Simplicity,2,0.16,-1126.0540685848086,1,0.9608,starling,random,default,politicians
Bernie Sanders,499,1.0,50,36,Simplicity,1,0.16,-1093.6004415799944,1,1.0,starling,random,default,politicians
George W. Bush,499,3.98,50,36,Simplicity,3,0.16,-1083.5073675708604,1,0.9224,starling,random,default,politicians
Barack Obama,499,3.98,50,36,Simplicity,3,0.16,-1100.1204648868168,1,0.9224,starling,random,default,politicians
Abraham Lincoln,499,1.0,50,36,Simplicity,1,0.16,-1090.5121787771495,1,1.0,starling,random,default,politicians
Richard Nixon,499,9.41,50,36,Simplicity,5,0.16,-1094.667398093714,1,0.8128,starling,random,default,politicians
a salmon,499,2.0,75,36,Simplicity,2,0.16,-1508.0868521325783,1,0.973688888888889,starling,random,default,animals
an eagle,499,3.0,74,36,Simplicity,3,0.16,-1460.627495580346,1,0.5861943024105187,starling,random,default,animals
a seal,499,3.0,72,36,Simplicity,3,0.16,-1365.7957303789592,1,0.869212962962963,starling,random,default,animals
an ostrich,499,2.0,75,36,Simplicity,2,0.16,-1286.6290732735508,1,0.973688888888889,starling,random,default,animals
a whale,499,2.0,75,36,Simplicity,2,0.16,-1273.3896074944334,1,0.973688888888889,starling,random,default,animals
a chicken,499,3.0,75,36,Simplicity,3,0.16,-1252.95644540545,1,0.4883555555555556,starling,random,default,animals
a penguin,499,2.0,75,36,Simplicity,2,0.16,-1443.7402342635703,1,0.973688888888889,starling,random,default,animals
a robin,499,6.958333333333334,72,36,Simplicity,4,0.16,-1093.6748983766104,1,0.9189814814814816,starling,random,default,animals
a finch,499,2.0,75,36,Simplicity,2,0.16,-1279.2710717238583,1,0.52,starling,random,default,animals
a dolphin,499,2.0,75,36,Simplicity,2,0.16,-1219.6880929284066,1,0.973688888888889,starling,random,default,animals
Hillary Clinton,499,6.951612903225806,62,36,Simplicity,4,0.16,-1388.481318970935,1,0.9063475546305934,starling,random,default,politicians
Donald Trump,499,3.980769230769231,52,36,Simplicity,3,0.16,-1225.7688233263048,1,0.9252958579881656,starling,random,default,politicians
Joe Biden,499,3.978260869565217,46,36,Simplicity,3,0.16,-992.0611137300792,1,0.9158790170132324,starling,random,default,politicians
Elizabeth Warren,499,3.4921875,64,36,Simplicity,3,0.16,-1329.26442725602,1,0.90966796875,starling,random,default,politicians
Ronald Reagan,499,3.984126984126984,63,36,Simplicity,3,0.16,-1399.9911551682162,1,0.9380196523053664,starling,random,default,politicians
Bernie Sanders,499,1.0,71,36,Simplicity,1,0.16,-1515.6225984390264,1,1.0,starling,random,default,politicians
George W. Bush,499,2.0,58,36,Simplicity,2,0.16,-1244.1144309813797,1,0.9661117717003568,starling,random,default,politicians
Barack Obama,499,10.88679245283019,53,36,Simplicity,5,0.16,-1166.900532494843,1,0.8561765752936987,starling,random,default,politicians
Abraham Lincoln,499,2.0,63,36,Simplicity,2,0.16,-1334.9788262566597,1,0.9687578735197782,starling,random,default,politicians
Richard Nixon,499,1.0,60,36,Simplicity,1,0.16,-1301.0775901123686,1,1.0,starling,random,default,politicians
a salmon,499,2.0,79,36,Simplicity,2,0.16,-1573.4768896995984,1,0.9750040057683064,starling,random,default,animals
an eagle,499,3.0,74,36,Simplicity,3,0.16,-1460.627495580346,1,0.5861943024105187,starling,random,default,animals
a seal,499,3.0,72,36,Simplicity,3,0.16,-1365.7957303789592,1,0.869212962962963,starling,random,default,animals
an ostrich,499,2.0,90,36,Simplicity,2,0.16,-1524.1023739784944,1,0.9780246913580248,starling,random,default,animals
a whale,499,2.0,93,36,Simplicity,2,0.16,-1539.4952542106446,1,0.9787258642617644,starling,random,default,animals
a chicken,499,4.989583333333333,96,36,Simplicity,4,0.16,-1587.3036017721345,1,0.4796006944444443,starling,random,default,animals
a penguin,499,2.0,86,36,Simplicity,2,0.16,-1650.2957754293836,1,0.9545700378583016,starling,random,default,animals
a robin,499,6.958333333333334,72,36,Simplicity,4,0.16,-1093.6748983766104,1,0.9189814814814816,starling,random,default,animals
a finch,499,2.0,100,36,Simplicity,2,0.16,-1719.3952591699322,1,0.5392,starling,random,default,animals
a dolphin,499,2.0,82,36,Simplicity,2,0.16,-1321.8024982699276,1,0.9759071980963712,starling,random,default,animals
Hillary Clinton,499,2.0,62,36,Simplicity,2,0.16,-1385.503747510652,1,0.9682622268470344,starling,random,default,politicians
Donald Trump,499,1.0,52,36,Simplicity,1,0.16,-1226.2171821062173,1,1.0,starling,random,default,politicians
Joe Biden,499,3.978260869565217,46,36,Simplicity,3,0.16,-992.0611137300792,1,0.9158790170132324,starling,random,default,politicians
Elizabeth Warren,499,5.96875,64,36,Simplicity,4,0.16,-1329.635790925699,1,0.88037109375,starling,random,default,politicians
Ronald Reagan,499,1.0,63,36,Simplicity,1,0.16,-1391.7753109596972,1,1.0,starling,random,default,politicians
Bernie Sanders,499,1.0,71,36,Simplicity,1,0.16,-1515.6225984390264,1,1.0,starling,random,default,politicians
George W. Bush,499,2.0,58,36,Simplicity,2,0.16,-1244.1144309813797,1,0.9661117717003568,starling,random,default,politicians
Barack Obama,499,15.81132075471698,53,36,Simplicity,6,0.16,-1169.465016412843,1,0.8220007119971519,starling,random,default,politicians
Abraham Lincoln,499,2.0,63,36,Simplicity,2,0.16,-1332.7603493100255,1,0.9687578735197782,starling,random,default,politicians
Richard Nixon,499,1.0,60,36,Simplicity,1,0.16,-1301.0775901123686,1,1.0,starling,random,default,politicians
Hillary Clinton,499,9.32,25,36,Simplicity,5,0.16,-599.1113299152133,1,0.6512000000000002,starling,nonsense,default,politicians
Donald Trump,499,2.0,25,36,Simplicity,2,0.16,-602.6890480372269,1,0.9232,starling,nonsense,default,politicians
Joe Biden,499,10.76,25,36,Simplicity,5,0.16,-534.3726615443067,1,0.7120000000000001,starling,nonsense,default,politicians
Elizabeth Warren,499,1.0,25,36,Simplicity,1,0.16,-521.8641483859324,1,1.0,starling,nonsense,default,politicians
Ronald Reagan,499,5.92,25,36,Simplicity,4,0.16,-599.1103155340207,1,0.7152,starling,nonsense,default,politicians
Bernie Sanders,499,1.0,25,36,Simplicity,1,0.16,-512.6916712465834,1,1.0,starling,nonsense,default,politicians
George W. Bush,499,2.0,25,36,Simplicity,2,0.16,-571.420015610585,1,0.8528,starling,nonsense,default,politicians
Barack Obama,499,5.92,25,36,Simplicity,4,0.16,-576.4290361060489,1,0.7152,starling,nonsense,default,politicians
Abraham Lincoln,499,1.0,25,36,Simplicity,1,0.16,-544.5157147395901,1,1.0,starling,nonsense,default,politicians
Richard Nixon,499,1.0,25,36,Simplicity,1,0.16,-535.252074873851,1,1.0,starling,nonsense,default,politicians
a salmon,499,2.0,25,36,Simplicity,2,0.16,-573.3376224899355,1,0.9232,starling,nonsense,default,animals
an eagle,499,1.0,25,36,Simplicity,1,0.16,-564.7574883644781,1,1.0,starling,nonsense,default,animals
a seal,499,6.88,25,36,Simplicity,4,0.16,-535.8510879872664,1,0.7792000000000001,starling,nonsense,default,animals
an ostrich,499,1.0,25,36,Simplicity,1,0.16,-532.6065053681097,1,1.0,starling,nonsense,default,animals
a whale,499,1.0,25,36,Simplicity,1,0.16,-503.76142411946927,1,1.0,starling,nonsense,default,animals
a chicken,499,3.96,25,36,Simplicity,3,0.16,-458.0616355268362,1,0.8496000000000001,starling,nonsense,default,animals
a penguin,499,5.92,25,36,Simplicity,4,0.16,-558.4804358070979,1,0.7152,starling,nonsense,default,animals
a robin,499,10.76,25,36,Simplicity,5,0.16,-450.487254869942,1,0.7120000000000001,starling,nonsense,default,animals
a finch,499,9.32,25,36,Simplicity,5,0.16,-513.585672650953,1,0.6512000000000002,starling,nonsense,default,animals
a dolphin,499,2.0,25,36,Simplicity,2,0.16,-487.6651321599697,1,0.9232,starling,nonsense,default,animals
Hillary Clinton,499,2.0,50,36,Simplicity,2,0.16,-1097.0176835811972,1,0.9608,starling,nonsense,default,politicians
Donald Trump,499,3.976744186046512,43,36,Simplicity,3,0.16,-998.5392594685376,1,0.9102217414818822,starling,nonsense,default,politicians
Joe Biden,499,1.0,50,36,Simplicity,1,0.16,-1008.7852057069268,1,1.0,starling,nonsense,default,politicians
Elizabeth Warren,499,1.0,50,36,Simplicity,1,0.16,-976.750785904664,1,1.0,starling,nonsense,default,politicians
Ronald Reagan,499,2.0,50,36,Simplicity,2,0.16,-1148.7063044649092,1,0.9608,starling,nonsense,default,politicians
Bernie Sanders,499,1.0,50,36,Simplicity,1,0.16,-986.7313617557816,1,1.0,starling,nonsense,default,politicians
George W. Bush,499,2.0,50,36,Simplicity,2,0.16,-1063.9719711425914,1,0.9232,starling,nonsense,default,politicians
Barack Obama,499,2.0,50,36,Simplicity,2,0.16,-1063.3040729371307,1,0.9232,starling,nonsense,default,politicians
Abraham Lincoln,499,1.0,50,36,Simplicity,1,0.16,-1017.7999688759184,1,1.0,starling,nonsense,default,politicians
Richard Nixon,499,1.0,50,36,Simplicity,1,0.16,-1008.3146542672476,1,1.0,starling,nonsense,default,politicians
a salmon,499,3.98,50,36,Simplicity,3,0.16,-1106.8985834283988,1,0.9224,starling,nonsense,default,animals
an eagle,499,1.0,50,36,Simplicity,1,0.16,-1068.3472721960677,1,1.0,starling,nonsense,default,animals
a seal,499,2.0,50,36,Simplicity,2,0.16,-1062.6106171606057,1,0.9608,starling,nonsense,default,animals
an ostrich,499,1.0,50,36,Simplicity,1,0.16,-1024.4406893276694,1,1.0,starling,nonsense,default,animals
a whale,499,3.98,50,36,Simplicity,3,0.16,-945.7424168945852,1,0.9224,starling,nonsense,default,animals
a chicken,499,6.94,50,36,Simplicity,4,0.16,-890.9216022854523,1,0.8847999999999998,starling,nonsense,default,animals
a penguin,499,3.49,50,36,Simplicity,3,0.16,-1047.837636278494,1,0.8855999999999999,starling,nonsense,default,animals
a robin,499,15.8,50,36,Simplicity,6,0.16,-836.3328752552358,1,0.8119999999999998,starling,nonsense,default,animals
a finch,499,6.94,50,36,Simplicity,4,0.16,-988.2018295183008,1,0.8847999999999998,starling,nonsense,default,animals
a dolphin,499,2.0,50,36,Simplicity,2,0.16,-945.5636296920468,1,0.9608,starling,nonsense,default,animals
Hillary Clinton,499,6.946428571428571,56,36,Simplicity,4,0.16,-1229.031159301045,1,0.8966836734693878,starling,nonsense,default,politicians
Donald Trump,499,3.976744186046512,43,36,Simplicity,3,0.16,-998.5392594685376,1,0.9102217414818822,starling,nonsense,default,politicians
Joe Biden,499,2.0,63,36,Simplicity,2,0.16,-1248.0637896068,1,0.9687578735197782,starling,nonsense,default,politicians
Elizabeth Warren,499,1.0,69,36,Simplicity,1,0.16,-1332.960470971816,1,1.0,starling,nonsense,default,politicians
Ronald Reagan,499,10.904761904761903,63,36,Simplicity,5,0.16,-1435.6585277647432,1,0.8780549256739733,starling,nonsense,default,politicians
Bernie Sanders,499,2.0,70,36,Simplicity,2,0.16,-1366.882828768384,1,0.9718367346938775,starling,nonsense,default,politicians
George W. Bush,499,2.0,62,36,Simplicity,2,0.16,-1298.127101367738,1,0.9375650364203956,starling,nonsense,default,politicians
Barack Obama,499,1.0,58,36,Simplicity,1,0.16,-1211.140317001343,1,1.0,starling,nonsense,default,politicians
Abraham Lincoln,499,1.0,65,36,Simplicity,1,0.16,-1308.2070635875843,1,1.0,starling,nonsense,default,politicians
Richard Nixon,499,1.0,62,36,Simplicity,1,0.16,-1241.0336543586757,1,1.0,starling,nonsense,default,politicians
a salmon,499,3.984126984126984,63,36,Simplicity,3,0.16,-1367.433920385911,1,0.9380196523053664,starling,nonsense,default,animals
an eagle,499,2.0,75,36,Simplicity,2,0.16,-1586.32172972383,1,0.973688888888889,starling,nonsense,default,animals
a seal,499,3.984375,64,36,Simplicity,3,0.16,-1335.5549784904129,1,0.93896484375,starling,nonsense,default,animals
an ostrich,499,1.0,75,36,Simplicity,1,0.16,-1479.23516261008,1,1.0,starling,nonsense,default,animals
a whale,499,3.986666666666667,75,36,Simplicity,3,0.16,-1364.2586599999966,1,0.9477333333333336,starling,nonsense,default,animals
a chicken,499,3.0,75,36,Simplicity,3,0.16,-1355.3577189689329,1,0.5381333333333334,starling,nonsense,default,animals
a penguin,499,9.44,75,36,Simplicity,5,0.16,-1527.6274612631296,1,0.8723555555555558,starling,nonsense,default,animals
a robin,499,13.885714285714286,70,36,Simplicity,6,0.16,-1194.6214266289874,1,0.8375510204081632,starling,nonsense,default,animals
a finch,499,15.866666666666667,75,36,Simplicity,6,0.16,-1466.8256537942043,1,0.8720000000000003,starling,nonsense,default,animals
a dolphin,499,2.0,65,36,Simplicity,2,0.16,-1200.757649169395,1,0.9697041420118344,starling,nonsense,default,animals
Hillary Clinton,499,6.946428571428571,56,36,Simplicity,4,0.16,-1229.031159301045,1,0.8966836734693878,starling,nonsense,default,politicians
Donald Trump,499,3.976744186046512,43,36,Simplicity,3,0.16,-998.5392594685376,1,0.9102217414818822,starling,nonsense,default,politicians
Joe Biden,499,2.0,63,36,Simplicity,2,0.16,-1248.0637896068,1,0.9687578735197782,starling,nonsense,default,politicians
Elizabeth Warren,499,1.0,69,36,Simplicity,1,0.16,-1332.960470971816,1,1.0,starling,nonsense,default,politicians
Ronald Reagan,499,3.984126984126984,63,36,Simplicity,3,0.16,-1430.0014250814831,1,0.9380196523053664,starling,nonsense,default,politicians
Bernie Sanders,499,1.0,70,36,Simplicity,1,0.16,-1364.7125901399434,1,1.0,starling,nonsense,default,politicians
George W. Bush,499,3.491935483870968,62,36,Simplicity,3,0.16,-1300.0360403442855,1,0.9068678459937568,starling,nonsense,default,politicians
Barack Obama,499,2.0,58,36,Simplicity,2,0.16,-1211.797878221103,1,0.9661117717003568,starling,nonsense,default,politicians
Abraham Lincoln,499,1.0,65,36,Simplicity,1,0.16,-1308.2070635875843,1,1.0,starling,nonsense,default,politicians
Richard Nixon,499,3.983870967741936,62,36,Simplicity,3,0.16,-1245.722515614783,1,0.9370447450572322,starling,nonsense,default,politicians
a salmon,499,3.984126984126984,63,36,Simplicity,3,0.16,-1366.3397120550867,1,0.9380196523053664,starling,nonsense,default,animals
an eagle,499,1.0,78,36,Simplicity,1,0.16,-1644.0440475445682,1,1.0,starling,nonsense,default,animals
a seal,499,3.984375,64,36,Simplicity,3,0.16,-1336.981684314822,1,0.93896484375,starling,nonsense,default,animals
an ostrich,499,1.0,88,36,Simplicity,1,0.16,-1734.419354357601,1,1.0,starling,nonsense,default,animals
a whale,499,2.0,88,36,Simplicity,2,0.16,-1588.8465120172923,1,0.9775309917355371,starling,nonsense,default,animals
a chicken,499,3.0,93,36,Simplicity,3,0.16,-1629.2195783503098,1,0.4896519828881951,starling,nonsense,default,animals
a penguin,499,3.9873417721518982,79,36,Simplicity,3,0.16,-1614.4135639840715,1,0.9503284730011216,starling,nonsense,default,animals
a robin,499,13.885714285714286,70,36,Simplicity,6,0.16,-1191.880736307241,1,0.8375510204081632,starling,nonsense,default,animals
a finch,499,28.76923076923077,91,36,Simplicity,8,0.16,-1801.8947731289147,1,0.8529163144547759,starling,nonsense,default,animals
a dolphin,499,3.9846153846153847,65,36,Simplicity,3,0.16,-1201.2703747403696,1,0.9398816568047336,starling,nonsense,default,animals
a salmon,499,2.0,25,36,Simplicity,2,0.16,-499.4905236478687,1,0.9232,starling,identity,default,animals
an eagle,499,2.0,25,36,Simplicity,2,0.16,-511.61548237539705,1,0.9232,starling,identity,default,animals
a seal,499,1.0,25,36,Simplicity,1,0.16,-474.3003445467664,1,1.0,starling,identity,default,animals
an ostrich,499,1.0,25,36,Simplicity,1,0.16,-423.3894863146822,1,1.0,starling,identity,default,animals
a whale,499,1.0,25,36,Simplicity,1,0.16,-437.60713376431465,1,1.0,starling,identity,default,animals
a chicken,499,2.0,25,36,Simplicity,2,0.16,-508.3066647338454,1,0.9232,starling,identity,default,animals
a penguin,499,1.0,25,36,Simplicity,1,0.16,-485.1278293341993,1,1.0,starling,identity,default,animals
a robin,499,1.0,25,36,Simplicity,1,0.16,-447.976468006504,1,1.0,starling,identity,default,animals
a finch,499,1.0,25,36,Simplicity,1,0.16,-492.178999472224,1,1.0,starling,identity,default,animals
a dolphin,499,1.0,25,36,Simplicity,1,0.16,-402.1644061690164,1,1.0,starling,identity,default,animals
Hillary Clinton,499,3.96,25,36,Simplicity,3,0.16,-553.8467863159545,1,0.8496000000000001,starling,identity,default,politicians
Donald Trump,499,3.96,25,36,Simplicity,3,0.16,-632.2009234633857,1,0.8496000000000001,starling,identity,default,politicians
Joe Biden,499,1.0,25,36,Simplicity,1,0.16,-512.0225219281181,1,1.0,starling,identity,default,politicians
Elizabeth Warren,499,2.0,25,36,Simplicity,2,0.16,-518.4661067751969,1,0.8528,starling,identity,default,politicians
Ronald Reagan,499,3.96,25,36,Simplicity,3,0.16,-614.7210050352925,1,0.8496000000000001,starling,identity,default,politicians
Bernie Sanders,499,2.0,25,36,Simplicity,2,0.16,-562.5545558987576,1,0.9232,starling,identity,default,politicians
George W. Bush,499,2.0,25,36,Simplicity,2,0.16,-561.8639134597419,1,0.9232,starling,identity,default,politicians
Barack Obama,499,1.0,25,36,Simplicity,1,0.16,-565.5807251960177,1,1.0,starling,identity,default,politicians
Abraham Lincoln,499,1.0,25,36,Simplicity,1,0.16,-541.817156082494,1,1.0,starling,identity,default,politicians
Richard Nixon,499,2.0,25,36,Simplicity,2,0.16,-594.3826403130795,1,0.9232,starling,identity,default,politicians
a salmon,499,2.0,50,36,Simplicity,2,0.16,-904.6414107202282,1,0.9608,starling,identity,default,animals
an eagle,499,2.0,50,36,Simplicity,2,0.16,-956.236987653954,1,0.9608,starling,identity,default,animals
a seal,499,1.0,50,36,Simplicity,1,0.16,-918.788393822502,1,1.0,starling,identity,default,animals
an ostrich,499,2.0,50,36,Simplicity,2,0.16,-817.815224484963,1,0.9608,starling,identity,default,animals
a whale,499,1.0,50,36,Simplicity,1,0.16,-803.8696058776976,1,1.0,starling,identity,default,animals
a chicken,499,2.0,50,36,Simplicity,2,0.16,-945.8114657343518,1,0.9608,starling,identity,default,animals
a penguin,499,1.0,50,36,Simplicity,1,0.16,-956.667272157624,1,1.0,starling,identity,default,animals
a robin,499,1.0,50,36,Simplicity,1,0.16,-839.5886540552799,1,1.0,starling,identity,default,animals
a finch,499,1.0,50,36,Simplicity,1,0.16,-884.2214824507906,1,1.0,starling,identity,default,animals
a dolphin,499,1.0,50,36,Simplicity,1,0.16,-759.5991835324419,1,1.0,starling,identity,default,animals
Hillary Clinton,499,2.0,50,36,Simplicity,2,0.16,-1041.768365479799,1,0.9608,starling,identity,default,politicians
Donald Trump,499,15.8,50,36,Simplicity,6,0.16,-1199.0032735227635,1,0.8119999999999998,starling,identity,default,politicians
Joe Biden,499,1.0,50,36,Simplicity,1,0.16,-962.9098672390996,1,1.0,starling,identity,default,politicians
Elizabeth Warren,499,1.0,50,36,Simplicity,1,0.16,-967.9522363343146,1,1.0,starling,identity,default,politicians
Ronald Reagan,499,15.8,50,36,Simplicity,6,0.16,-1175.9883203703318,1,0.8119999999999998,starling,identity,default,politicians
Bernie Sanders,499,1.0,50,36,Simplicity,1,0.16,-1046.8960998796215,1,1.0,starling,identity,default,politicians
George W. Bush,499,3.98,50,36,Simplicity,3,0.16,-1092.168458158547,1,0.9224,starling,identity,default,politicians
Barack Obama,499,2.0,45,36,Simplicity,2,0.16,-975.2072653565536,1,0.9565432098765432,starling,identity,default,politicians
Abraham Lincoln,499,2.0,50,36,Simplicity,2,0.16,-1018.3987041809752,1,0.9608,starling,identity,default,politicians
Richard Nixon,499,1.0,50,36,Simplicity,1,0.16,-1118.6117385199154,1,1.0,starling,identity,default,politicians
a salmon,499,2.0,75,36,Simplicity,2,0.16,-1342.6995761203416,1,0.973688888888889,starling,identity,default,animals
an eagle,499,1.0,75,36,Simplicity,1,0.16,-1376.2415345201189,1,1.0,starling,identity,default,animals
a seal,499,1.0,75,36,Simplicity,1,0.16,-1334.9166620157284,1,1.0,starling,identity,default,animals
an ostrich,499,1.0,75,36,Simplicity,1,0.16,-1181.8758656162222,1,1.0,starling,identity,default,animals
a whale,499,1.0,75,36,Simplicity,1,0.16,-1152.3384484114667,1,1.0,starling,identity,default,animals
a chicken,499,2.0,75,36,Simplicity,2,0.16,-1360.204311760244,1,0.973688888888889,starling,identity,default,animals
a penguin,499,1.0,75,36,Simplicity,1,0.16,-1374.5259867847858,1,1.0,starling,identity,default,animals
a robin,499,1.0,74,36,Simplicity,1,0.16,-1195.4574748888922,1,1.0,starling,identity,default,animals
a finch,499,1.0,75,36,Simplicity,1,0.16,-1299.7036076909917,1,1.0,starling,identity,default,animals
a dolphin,499,1.0,75,36,Simplicity,1,0.16,-1109.5807605357472,1,1.0,starling,identity,default,animals
Hillary Clinton,499,1.0,54,36,Simplicity,1,0.16,-1116.413877041521,1,1.0,starling,identity,default,politicians
Donald Trump,499,2.0,63,36,Simplicity,2,0.16,-1486.7974783856353,1,0.9687578735197782,starling,identity,default,politicians
Joe Biden,499,1.0,72,36,Simplicity,1,0.16,-1391.0670046109408,1,1.0,starling,identity,default,politicians
Elizabeth Warren,499,1.0,64,36,Simplicity,1,0.16,-1204.1523418922277,1,1.0,starling,identity,default,politicians
Ronald Reagan,499,10.89655172413793,58,36,Simplicity,5,0.16,-1344.678707977106,1,0.8680142687277052,starling,identity,default,politicians
Bernie Sanders,499,1.0,75,36,Simplicity,1,0.16,-1545.4512309885065,1,1.0,starling,identity,default,politicians
George W. Bush,499,1.0,65,36,Simplicity,1,0.16,-1400.7574297498231,1,1.0,starling,identity,default,politicians
Barack Obama,499,2.0,45,36,Simplicity,2,0.16,-975.2072653565536,1,0.9565432098765432,starling,identity,default,politicians
Abraham Lincoln,499,1.0,74,36,Simplicity,1,0.16,-1461.8623870728677,1,1.0,starling,identity,default,politicians
Richard Nixon,499,1.0,60,36,Simplicity,1,0.16,-1325.2896521245173,1,1.0,starling,identity,default,politicians
a salmon,499,1.0,84,36,Simplicity,1,0.16,-1486.1811651125736,1,1.0,starling,identity,default,animals
an eagle,499,1.0,81,36,Simplicity,1,0.16,-1470.5483975156578,1,1.0,starling,identity,default,animals
a seal,499,1.0,81,36,Simplicity,1,0.16,-1432.6507199365567,1,1.0,starling,identity,default,animals
an ostrich,499,1.0,94,36,Simplicity,1,0.16,-1506.4507802118014,1,1.0,starling,identity,default,animals
a whale,499,1.0,98,36,Simplicity,1,0.16,-1461.3624323203592,1,1.0,starling,identity,default,animals
a chicken,499,1.0,96,36,Simplicity,1,0.16,-1717.1488675915004,1,1.0,starling,identity,default,animals
a penguin,499,1.0,85,36,Simplicity,1,0.16,-1545.0109897851864,1,1.0,starling,identity,default,animals
a robin,499,1.0,74,36,Simplicity,1,0.16,-1195.4574748888922,1,1.0,starling,identity,default,animals
a finch,499,1.0,100,36,Simplicity,1,0.16,-1722.06850940022,1,1.0,starling,identity,default,animals
a dolphin,499,1.0,83,36,Simplicity,1,0.16,-1243.3429557789489,1,1.0,starling,identity,default,animals
Hillary Clinton,499,1.0,54,36,Simplicity,1,0.16,-1116.413877041521,1,1.0,starling,identity,default,politicians
Donald Trump,499,2.0,63,36,Simplicity,2,0.16,-1486.5741361988762,1,0.9687578735197782,starling,identity,default,politicians
Joe Biden,499,1.0,72,36,Simplicity,1,0.16,-1391.0670046109408,1,1.0,starling,identity,default,politicians
Elizabeth Warren,499,1.0,64,36,Simplicity,1,0.16,-1204.1523418922277,1,1.0,starling,identity,default,politicians
Ronald Reagan,499,15.827586206896552,58,36,Simplicity,6,0.16,-1349.3846836140576,1,0.8365041617122475,starling,identity,default,politicians
Bernie Sanders,499,1.0,77,36,Simplicity,1,0.16,-1579.5678575883055,1,1.0,starling,identity,default,politicians
George W. Bush,499,1.0,65,36,Simplicity,1,0.16,-1400.7574297498231,1,1.0,starling,identity,default,politicians
Barack Obama,499,2.0,45,36,Simplicity,2,0.16,-975.2072653565536,1,0.9565432098765432,starling,identity,default,politicians
Abraham Lincoln,499,2.0,74,36,Simplicity,2,0.16,-1466.5333858469712,1,0.973338203067933,starling,identity,default,politicians
Richard Nixon,499,1.0,60,36,Simplicity,1,0.16,-1325.2896521245173,1,1.0,starling,identity,default,politicians
